round,client_id,update_norm,n_samples,local_epochs,tau
1,5,4.108379372379447,1108,20,700
1,1,3.703091678772958,963,20,620
1,4,4.19601840254836,1110,20,700
1,2,4.058834782379117,1095,20,700
1,3,3.9195180631166706,1094,20,700
1,0,3.749962322974484,964,20,620
1,6,2.0214357681507504,673,20,440
2,4,4.155032157208526,1110,20,700
2,2,3.592374257174171,1095,20,700
2,3,3.4701596126876426,1094,20,700
2,5,3.8936854584929006,1108,20,700
2,0,3.4632486428037286,964,20,620
2,6,0.19251526516476503,673,20,440
2,1,3.403258225031827,963,20,620
3,4,3.6722360205799087,1110,20,700
3,5,3.77567429880288,1108,20,700
3,6,0.81638584977649,673,20,440
3,1,3.3386279692803655,963,20,620
3,3,3.5394320386782048,1094,20,700
3,2,3.692875635072355,1095,20,700
3,0,3.3630745675958815,964,20,620
4,5,3.768015263654706,1108,20,700
4,0,3.3386858733020293,964,20,620
4,4,3.6971438882611984,1110,20,700
4,6,0.3724096123607626,673,20,440
4,2,3.777764884629513,1095,20,700
4,3,3.6782142716908615,1094,20,700
4,1,3.2779592982114383,963,20,620
5,6,0.4028977693111531,673,20,440
5,0,3.6539516478833503,964,20,620
5,3,3.9431075015117814,1094,20,700
5,2,3.9806113560962295,1095,20,700
5,5,3.926841808867661,1108,20,700
5,1,3.5317454727969815,963,20,620
5,4,3.816926938507334,1110,20,700
6,4,4.286882692618889,1110,20,700
6,3,4.537535309425897,1094,20,700
6,1,3.5433595713131876,963,20,620
6,6,0.36640018829901555,673,20,440
6,0,3.7905271333116133,964,20,620
6,2,4.431255169301397,1095,20,700
6,5,4.3798493153424465,1108,20,700
7,2,4.287846394262932,1095,20,700
7,1,4.093291665913935,963,20,620
7,0,3.784942802933399,964,20,620
7,6,0.33318936022872275,673,20,440
7,4,4.546584153505708,1110,20,700
7,3,4.592787470642168,1094,20,700
7,5,4.5809803499076365,1108,20,700
8,4,4.353002137794164,1110,20,700
8,3,4.5848184102120095,1094,20,700
8,5,4.539340224364236,1108,20,700
8,0,3.8751958129967865,964,20,620
8,2,4.199368770021738,1095,20,700
8,6,0.31380070104101515,673,20,440
8,1,4.014456391282462,963,20,620
9,6,0.3956075567301651,673,20,440
9,0,3.8117658401949446,964,20,620
9,4,4.325766727696444,1110,20,700
9,1,3.311357733353803,963,20,620
9,5,4.189353086324108,1108,20,700
9,3,4.303010798399124,1094,20,700
9,2,4.384326821411127,1095,20,700
10,3,3.880436418332691,1094,20,700
10,0,3.036559884236717,964,20,620
10,6,0.3913511050121237,673,20,440
10,1,3.3780218676377696,963,20,620
10,2,4.005583886154737,1095,20,700
10,5,3.855772269226775,1108,20,700
10,4,3.6981297285990755,1110,20,700
11,1,2.528563184756083,963,20,620
11,6,0.5037268739750368,673,20,440
11,4,4.239309918603617,1110,20,700
11,0,3.1250038689326494,964,20,620
11,2,3.221850674014251,1095,20,700
11,3,3.7758452530737,1094,20,700
11,5,3.69201611888379,1108,20,700
12,5,3.3434252338255597,1108,20,700
12,3,2.8143395959587023,1094,20,700
12,4,2.580825375833188,1110,20,700
12,1,2.8059721278681535,963,20,620
12,6,0.38311853212043917,673,20,440
12,2,2.9916450734741566,1095,20,700
12,0,2.660772475666845,964,20,620
13,4,2.4620297052185114,1110,20,700
13,1,2.938335584911077,963,20,620
13,2,3.05238028136146,1095,20,700
13,3,2.8114827158847895,1094,20,700
13,5,3.075137461367868,1108,20,700
13,0,2.294757518102144,964,20,620
13,6,0.4452183605337119,673,20,440
14,3,2.66588091716544,1094,20,700
14,2,2.4250669151087183,1095,20,700
14,4,3.405438424923865,1110,20,700
14,0,1.8130126507762683,964,20,620
14,5,3.8476947364973375,1108,20,700
14,1,2.7104436256462683,963,20,620
14,6,0.4096653725646755,673,20,440
15,6,0.39433104864676277,673,20,440
15,1,1.6944626719313094,963,20,620
15,4,2.731174349294392,1110,20,700
15,2,2.939016497556534,1095,20,700
15,3,3.3106424274122848,1094,20,700
15,0,2.0047304077396695,964,20,620
15,5,2.890890688881163,1108,20,700
16,4,2.7789989143348532,1110,20,700
16,3,2.7083717348020064,1094,20,700
16,6,0.41498550172106363,673,20,440
16,2,2.580883809525692,1095,20,700
16,1,2.4851210872222205,963,20,620
16,5,2.2221551339885677,1108,20,700
16,0,1.987735287049666,964,20,620
17,4,2.2960999686445414,1110,20,700
17,2,2.7180567215124807,1095,20,700
17,5,2.4582344584486795,1108,20,700
17,6,0.4178361948247957,673,20,440
