seed,algorithm,mu,local_epochs,round,n_sampled,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_f1_class_0,val_f1_class_1,val_f1_class_2,val_f1_class_3,val_f1_class_4,val_f1_class_5,val_f1_class_6
42,fedprox,0.01,20,1,7,0.5621195967778698,1.819813962115842,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,0.0
42,fedprox,0.01,20,2,7,0.4627443068903377,1.1255830260716073,0.6699900299102692,0.1456043956043956,0.11998395316127555,0.0,0.03773584905660377,0.0,0.0,0.0,0.8021518230723251,0.0
42,fedprox,0.01,20,3,7,0.39179131064363104,1.2311394753627263,0.6779661016949152,0.20262465871365168,0.1783656514842195,0.0,0.25287356321839083,0.0,0.0,0.0,0.8242574257425742,0.17142857142857143
42,fedprox,0.01,20,4,7,0.3369508572283976,1.159005540555876,0.6849451645064806,0.22350635102391544,0.1984777973936936,0.0,0.29213483146067415,0.049586776859504134,0.0,0.017391304347826087,0.8351097178683385,0.1951219512195122
42,fedprox,0.01,20,5,7,0.2947930622656093,1.0215928837998676,0.7088733798604188,0.3299819597243485,0.3000699707829268,0.0,0.5161290322580645,0.09917355371900827,0.0,0.016129032258064516,0.8483685220729367,0.6206896551724138
42,fedprox,0.01,20,6,7,0.23333732162979773,1.163086126832401,0.707876370887338,0.32250412098187276,0.31885723305110464,0.11428571428571428,0.4090909090909091,0.13333333333333333,0.15384615384615385,0.1839080459770115,0.8565840938722294,0.38095238095238093
42,fedprox,0.01,20,7,7,0.20578804263784753,1.257906724722055,0.7218344965104686,0.35291602610103784,0.34897676704917785,0.16216216216216217,0.5454545454545454,0.20155038759689922,0.0,0.15568862275449102,0.8636959370904325,0.5142857142857142
42,fedprox,0.01,20,8,7,0.18403963495854136,1.2301906507725968,0.7178464606181456,0.3361971330355405,0.3419188998626628,0.16216216216216217,0.46,0.16393442622950818,0.0,0.20512820512820512,0.8688741721854305,0.5333333333333333
42,fedprox,0.01,20,9,7,0.1616673984199391,1.8119042045692146,0.6939182452642074,0.209068678857906,0.23356825396548558,0.05714285714285714,0.22580645161290322,0.2074074074074074,0.15384615384615385,0.03333333333333333,0.8241082410824109,0.13333333333333333
42,fedprox,0.01,20,10,7,0.12868778808596504,1.3551391219332116,0.7228315054835494,0.37924237608078354,0.3980880398339805,0.27906976744186046,0.43956043956043955,0.17054263565891473,0.25,0.22105263157894736,0.8746666666666667,0.5517241379310345
42,fedprox,0.01,20,11,7,0.10084164997961008,1.386466537848308,0.7248255234297108,0.38318777346880395,0.3972548973045143,0.23809523809523808,0.45454545454545453,0.2781456953642384,0.2608695652173913,0.20454545454545456,0.8739946380697051,0.47058823529411764
42,fedprox,0.01,20,12,7,0.0912204207306227,1.3281510574511017,0.7278165503489531,0.3929868546964565,0.3997151085206766,0.22727272727272727,0.42857142857142855,0.23880597014925373,0.2608695652173913,0.25961538461538464,0.8828706838185512,0.5
