round,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_loss_flower,train_loss_weighted,algorithm,mu,seed,local_epochs
121,1.5499295425319957,0.765702891326022,0.5060560480935188,0.5185213324722826,1.5499295425319957,0.0006510820994701211,fedprox,0.01,42,20
122,1.577540454336796,0.7647058823529411,0.492159982558109,0.5054459841697522,1.577540454336796,0.000697460652343126,fedprox,0.01,42,20
123,1.5796303211870126,0.7627118644067796,0.4937254824842647,0.5030912882505276,1.5796303211870126,0.0006706298869829722,fedprox,0.01,42,20
124,1.5736532115033,0.7587238285144566,0.49410960265761206,0.4980276044001712,1.5736532115033,0.0005733428104494563,fedprox,0.01,42,20
125,1.6018807023971648,0.7637088733798604,0.49650783526661746,0.5081884802664095,1.6018807023971648,0.0006621586191001924,fedprox,0.01,42,20
126,1.605843372145298,0.7627118644067796,0.4937254824842647,0.5030912882505276,1.605843372145298,0.0005805946395023313,fedprox,0.01,42,20
127,1.632356708689202,0.7676969092721835,0.5091730979318801,0.5232177968327237,1.632356708689202,0.000649715101840417,fedprox,0.01,42,20
128,1.6419753783483686,0.7637088733798604,0.4933956321544143,0.5063450275211824,1.6419753783483686,0.0005914178950793328,fedprox,0.01,42,20
129,1.6709612496234365,0.7627118644067796,0.4829394216982039,0.49170590785523277,1.6709612496234365,0.0006060188249068378,fedprox,0.01,42,20
130,1.6472886307527157,0.765702891326022,0.508094446853229,0.5192780740435882,1.6472886307527157,0.0005432548288234966,fedprox,0.01,42,20
131,1.6497541071767228,0.7647058823529411,0.5007468395056217,0.5142626806816176,1.6497541071767228,0.000551753087227019,fedprox,0.01,42,20
132,1.6641282463596683,0.765702891326022,0.5005969893557716,0.5160434725715698,1.6641282463596683,0.0005501445545580718,fedprox,0.01,42,20
133,1.683119644671827,0.7617148554336989,0.5111695180781832,0.516614771634322,1.683119644671827,0.0006138576871812775,fedprox,0.01,42,20
134,1.6843791409717837,0.7647058823529411,0.5048395419589798,0.5168720869930026,1.6843791409717837,0.0004961383432078148,fedprox,0.01,42,20
135,1.7253077397436825,0.765702891326022,0.4963323867305132,0.5089826847999089,1.7253077397436825,0.0005824580787120165,fedprox,0.01,42,20
136,1.6847478137059084,0.7647058823529411,0.515893121162442,0.5234514221676149,1.6847478137059084,0.00045071868473096243,fedprox,0.01,42,20
137,1.694695294913599,0.7666999002991027,0.5223597309077402,0.530731150264581,1.694695294913599,0.0005184245164319702,fedprox,0.01,42,20
138,1.7106329164619103,0.7647058823529411,0.5032694903889283,0.5160904707001545,1.7106329164619103,0.0004663491752182739,fedprox,0.01,42,20
139,1.697561362685853,0.7627118644067796,0.5046369384776879,0.5177759881274671,1.697561362685853,0.0004476088648862292,fedprox,0.01,42,20
140,1.7098295141906585,0.7666999002991027,0.5126154464561958,0.5241220639642321,1.7098295141906585,0.00044421451330628865,fedprox,0.01,42,20
141,1.7074903505273973,0.7637088733798604,0.5034129888930826,0.5142356536020346,1.7074903505273973,0.0004199316122657794,fedprox,0.01,42,20
142,1.7367951212708994,0.7637088733798604,0.5081447952642332,0.5202251646294579,1.7367951212708994,0.0005392061875334303,fedprox,0.01,42,20
143,1.7173330112326062,0.7676969092721835,0.5145873231353325,0.522496752850003,1.7173330112326062,0.0003915094811858209,fedprox,0.01,42,20
144,1.7563347130687026,0.765702891326022,0.5074210659690753,0.5137705463472222,1.7563347130687026,0.0004966914106803557,fedprox,0.01,42,20
145,1.7570033929164959,0.765702891326022,0.5074210659690753,0.5160322164142807,1.7570033929164959,0.0005036997064751578,fedprox,0.01,42,20
146,1.7435225600140878,0.765702891326022,0.5095692648385858,0.5164467923492356,1.7435225600140878,0.00036829384609908436,fedprox,0.01,42,20
147,1.7556104743231091,0.7647058823529411,0.5082822635515843,0.5154455193767079,1.7556104743231091,0.00039647546627936736,fedprox,0.01,42,20
148,1.7589932056153166,0.7666999002991027,0.5203999273085924,0.5298362390534942,1.7589932056153166,0.00041119071671125786,fedprox,0.01,42,20
149,1.734833603841833,0.7637088733798604,0.5055584108277317,0.5124082744542894,1.734833603841833,0.0003406732677722643,fedprox,0.01,42,20
150,1.739691749289409,0.7647058823529411,0.5144445697138905,0.5231170186609864,1.739691749289409,0.0003741684274952702,fedprox,0.01,42,20
