round,loss,accuracy,macro_f1,balanced_accuracy,train_loss_weighted
0,1.933706695869461,0.011964107676969093,0.003377902885292048,0.14285714285714285,
1,1.9790767037856614,0.11365902293120637,0.0464777131988639,0.1557226557226557,1.1473315837191895
2,1.030404750870565,0.6889332003988036,0.18320283953185795,0.2028537036733758,0.5888021472342798
