round,a_eff,mean_tau,global_update_norm,straggler_share,dominating_cid,max_contribution_share,server_lr
1,443.78664192949907,443.78664192949907,1.1179805631551953,0.24812649304560278,6,0.24812649304560278,1.0
2,503.10418153275293,503.10418153275293,0.624870497371552,0.28829076688040617,0,0.28829076688040617,1.0
3,393.9982874268589,393.9982874268589,0.519827847253466,0.3391120918888176,2,0.3391120918888176,1.0
4,557.7422577422577,557.7422577422577,0.4935405543795882,0.05856992160899146,1,0.1989590039038738,1.0
5,420.1197374054517,420.1197374054517,0.3593728828712911,0.2668864389638947,2,0.2668864389638947,1.0
6,446.2341943770515,446.2341943770515,0.33927177770307754,0.21421769225201434,3,0.21421769225201434,1.0
7,496.2085057799344,496.2085057799344,0.3378806080538685,0.1587733423567853,5,0.20288443185171967,1.0
8,486.3320964749536,486.3320964749536,0.3316939546858174,0.18770480051226737,0,0.18770480051226737,1.0
9,468.20351077493933,468.20351077493933,0.3240935852468083,0.21983556435365767,3,0.21983556435365767,1.0
10,466.59840159840167,466.59840159840167,0.31428690637447537,0.21887910337644412,3,0.21887910337644412,1.0
11,498.85386042528893,498.85386042528893,0.44144561898184437,0.3848076689828517,3,0.3848076689828517,1.0
12,400.1992293420864,400.1992293420864,1.0638551269259442,0.4370504446216825,4,0.4370504446216825,1.0
13,567.1321535607249,567.1321535607249,0.5944606886079893,0.023510604898966808,4,0.19132646205505502,1.0
14,531.0034251462823,531.0034251462823,0.40929967675247103,0.18771178559524312,0,0.18771178559524312,1.0
15,571.3683459397745,571.3683459397745,0.37566802613958294,0.02794891223098701,3,0.19591796104130527,1.0
16,391.3268160411017,391.3268160411017,0.36880116922840384,0.3175881994964029,4,0.3175881994964029,1.0
17,410.28928214642497,410.28928214642497,0.4149741371008462,0.2786608319663499,0,0.2786608319663499,1.0
18,374.4686741829599,374.4686741829599,0.6334067674058778,0.49051474804953105,5,0.49051474804953105,1.0
19,477.3208220351077,477.3208220351077,0.5017237603645721,0.07404486279525145,2,0.2148307440635879,1.0
20,481.39232196375053,481.39232196375053,0.32791206423750097,0.2298228876516808,1,0.2298228876516808,1.0
21,429.2223490794919,429.2223490794919,0.2756895151417002,0.21266998017882133,2,0.21430836773199988,1.0
22,407.406450692165,407.406450692165,0.8174120181888863,0.574674444537038,0,0.574674444537038,1.0
23,420.64378478664196,420.64378478664196,1.1821461071541957,0.4289414656973278,0,0.4289414656973278,1.0
24,523.3011274439846,523.3011274439846,0.6485074992795711,0.3119701980017679,5,0.3119701980017679,1.0
25,509.39046667618095,509.39046667618095,0.41180266405599936,0.3517406303709238,1,0.3517406303709238,1.0
26,447.3055515912659,447.3055515912659,0.36634937029471476,0.3956254733151185,2,0.3956254733151185,1.0
27,452.4241472812901,452.4241472812901,0.5271501545683611,0.4221213666734772,1,0.4221213666734772,1.0
28,468.1100328243185,468.1100328243185,0.3907175226330701,0.18310038558719,2,0.26167599976300654,1.0
29,562.9069501926645,562.9069501926645,0.20839948730477847,0.027110532191603247,5,0.22462344792688987,1.0
30,525.4846581989439,525.4846581989439,0.1860136269063299,0.23351686091698642,2,0.23351686091698642,1.0
31,572.6189524760953,572.6189524760953,0.1659613363919492,0.07469913593969543,0,0.1984325598814525,1.0
32,458.20436706150986,458.20436706150986,0.2517053703689595,0.3116473251728158,3,0.3116473251728158,1.0
33,540.1885257599542,540.1885257599542,0.2258987110118799,0.06802506322969432,5,0.33748108666709614,1.0
34,463.2491793920366,463.2491793920366,0.227633256544827,0.32716660036381895,4,0.32716660036381895,1.0
35,477.96603396603405,477.96603396603405,0.2017026482867928,0.0881549320866928,3,0.33664434930205006,1.0
36,485.44669616098184,485.44669616098184,0.5110166215183989,0.06347451035600818,1,0.5528373660027762,1.0
37,454.0784929356358,454.0784929356358,0.41456386925971855,0.13243642776355039,2,0.295335854725356,1.0
