round,a_eff,mean_tau,global_update_norm,straggler_share,dominating_cid,max_contribution_share,server_lr
1,503.4238618524333,503.4238618524333,1.4933649743119481,0.45903031542647427,6,0.45903031542647427,1.0
2,416.7375481661196,416.7375481661196,1.5610111706824323,0.5914519300091341,3,0.5914519300091341,1.0
3,511.64892250606533,511.64892250606533,1.0156637488944333,0.27162492105010955,0,0.27162492105010955,1.0
4,448.68331668331666,448.68331668331666,0.6117649972349495,0.42376237377910314,5,0.42376237377910314,1.0
5,500.3268160411018,500.3268160411018,0.4257786145722051,0.24718340910428682,5,0.24718340910428682,1.0
6,393.45112030826317,393.45112030826317,0.39334494861645447,0.2826425935845399,0,0.2826425935845399,1.0
7,485.56029684601117,485.56029684601117,0.37653553508116144,0.2886594381334049,5,0.2886594381334049,1.0
8,554.1134579706008,554.1134579706008,0.3639910998787511,0.22327365248617972,0,0.22327365248617972,1.0
9,554.8602825745683,554.8602825745683,0.5451410328337808,0.3796771783969676,6,0.3796771783969676,1.0
10,376.2471813900386,376.2471813900386,0.7438758855311735,0.46732435034294656,3,0.46732435034294656,1.0
11,436.4412730127016,436.4412730127016,0.5500831068347072,0.2020380913757687,6,0.2020380913757687,1.0
12,505.06208077636643,505.06208077636643,0.47700148562885736,0.3540217678792724,2,0.3540217678792724,1.0
13,517.6340802055088,517.6340802055088,0.348188384331921,0.20916607395115028,2,0.20916607395115028,1.0
14,482.3450834879407,482.3450834879407,0.3574938551366978,0.051960879111062674,4,0.31850550807488426,1.0
15,518.2177822177822,518.2177822177822,0.3572411949767809,0.18718730657150154,3,0.18718730657150154,1.0
16,427.34993577850713,427.34993577850713,0.4719739987292833,0.4141884317883295,2,0.4141884317883295,1.0
17,464.7151420008563,464.7151420008563,0.6172711463070983,0.29596944788111584,1,0.29596944788111584,1.0
18,452.0358213215356,452.0358213215356,0.631040654960964,0.3883278992138446,1,0.3883278992138446,1.0
19,485.36520622234906,485.36520622234906,0.48643114098956725,0.21373087685146044,3,0.21373087685146044,1.0
20,510.8081918081918,510.8081918081918,0.3781005606909352,0.2136002534145937,6,0.2136002534145937,1.0
21,423.8981018981019,423.8981018981019,0.38421006537226843,0.26480133136152556,5,0.26480133136152556,1.0
22,484.8110460967604,484.8110460967604,0.3065525526189422,0.244412093546943,5,0.244412093546943,1.0
23,489.9706008277436,489.9706008277436,0.5666724124983223,0.49523512915276074,4,0.49523512915276074,1.0
24,525.9491936634793,525.9491936634793,0.8895354891051996,0.4467487357573948,6,0.4467487357573948,1.0
25,406.80690737833595,406.80690737833595,0.8299318206304562,0.3501618927069526,1,0.3501618927069526,1.0
26,513.3876123876123,513.3876123876123,0.43505149759558115,0.2565883654027967,3,0.2565883654027967,1.0
27,487.81190238333096,487.81190238333096,0.7012142776362712,0.5933771442905377,0,0.5933771442905377,1.0
28,452.1515627229913,452.1515627229913,0.644693929538217,0.3207780999938606,3,0.3207780999938606,1.0
29,458.63593549307836,458.63593549307836,0.35825461558385374,0.25134027913099544,3,0.3133317071376369,1.0
30,436.615527329813,436.615527329813,0.42016859657876016,0.19139273702625303,3,0.30405529974927886,1.0
31,534.235050663622,534.235050663622,0.3674099013143748,0.32225114382460357,4,0.32225114382460357,1.0
32,494.87512487512487,494.87512487512487,0.6270417680971477,0.6380810415938627,4,0.6380810415938627,1.0
33,492.6617668046239,492.6617668046239,0.468848193716795,0.0553808348005363,3,0.265938695000295,1.0
34,410.9433423719139,410.9433423719139,0.26841834634735906,0.28731664746386637,4,0.28731664746386637,1.0
35,478.9406307977736,478.9406307977736,0.30574893063660796,0.4465377581335188,2,0.4465377581335188,1.0
36,509.7742257742258,509.7742257742258,0.29127109041189114,0.2921846923260821,6,0.2921846923260821,1.0
37,555.7548166119595,555.7548166119595,0.23126488513349439,0.0028670132342218644,1,0.24046255211665105,1.0
38,453.0291137433994,453.0291137433994,0.2417772820153125,0.430110170280454,5,0.430110170280454,1.0
39,519.9255030683603,519.9255030683603,0.152936393995114,0.08041022648317653,0,0.2095647545784941,1.0
40,486.0518053375197,486.0518053375197,0.18735166387885244,0.27097924398145995,5,0.27097924398145995,1.0
41,459.335236192379,459.335236192379,0.18855923512111714,0.34448039314645285,3,0.34448039314645285,1.0
42,505.9479092336235,505.9479092336235,0.7664933823251545,0.7156726272777885,0,0.7156726272777885,1.0
43,439.7984872270587,439.7984872270587,1.01175462696217,0.6233269724358342,5,0.6233269724358342,1.0
44,454.28314542600253,454.28314542600253,0.6319237341462435,0.14665109756298286,0,0.2619067733867054,1.0
45,397.1809618952476,397.1809618952476,0.3098016528744652,0.3489341349855559,4,0.3489341349855559,1.0
46,498.0896246610532,498.0896246610532,0.19493725819722119,0.08329890722750032,2,0.27700662365182355,1.0
47,576.5288996717568,576.5288996717568,0.13381009496456975,0.0220271470859449,2,0.21296289435097526,1.0
48,461.3235336092479,461.3235336092479,0.1796983585737779,0.26297146529375465,1,0.26575127529391646,1.0
49,514.9693163978877,514.9693163978877,0.13302068666413108,0.06645900990978938,4,0.20708730263039243,1.0
50,444.4802340516626,444.4802340516626,0.5472062340141841,0.6388090690600142,1,0.6388090690600142,1.0
51,450.8218923933209,450.8218923933209,0.48243411874615555,0.23289479086018267,5,0.3048757221052096,1.0
52,418.7502497502498,418.7502497502498,0.5132725665352372,0.5880337558993891,5,0.5880337558993891,1.0
53,519.3005565862708,519.3005565862708,0.9269912152957311,0.6971920144897262,1,0.6971920144897262,1.0
54,463.92307692307685,463.92307692307685,0.8175190361178716,0.5405411198432447,2,0.5405411198432447,1.0
55,529.8574282859997,529.8574282859997,0.49191047141533983,0.438652276868974,6,0.438652276868974,1.0
56,417.2744398458684,417.2744398458684,0.6565620612894575,0.4854466473592744,5,0.4854466473592744,1.0
57,430.26259454830887,430.26259454830887,0.48399497034281075,0.35007436917599327,2,0.35007436917599327,1.0
58,416.59982874268593,416.59982874268593,0.27450851153407657,0.30695851547327074,5,0.30695851547327074,1.0
59,430.0679320679321,430.0679320679321,0.18341022979249924,0.2968010633325344,1,0.2968010633325344,1.0
60,590.696731839589,590.696731839589,0.11886999282169262,0.12487576914117199,3,0.21931508210616013,1.0
61,451.9874411302983,451.9874411302983,0.3776818861653016,0.5734323663727713,3,0.5734323663727713,1.0
62,427.1855287569573,427.1855287569573,0.7419164866690339,0.48273159549620565,2,0.48273159549620565,1.0
63,379.92792921364355,379.92792921364355,0.9494145301086763,0.6241891180271185,2,0.6241891180271185,1.0
64,430.4732410446695,430.4732410446695,0.7571684030281246,0.30308236413801987,6,0.30308236413801987,1.0
65,456.69958612815753,456.69958612815753,0.8808121803815868,0.680466013456818,0,0.680466013456818,1.0
66,476.57114314257166,476.57114314257166,0.9302611304176508,0.594835757702484,4,0.594835757702484,1.0
67,433.273298130441,433.273298130441,0.7168897230250817,0.5521736390891981,3,0.5521736390891981,1.0
68,506.6571999429142,506.6571999429142,0.3365520017885346,0.13763716350550895,5,0.22960216175630835,1.0
69,481.90794919366346,481.90794919366346,0.22067506319786134,0.37891555364720525,0,0.37891555364720525,1.0
70,471.20365348936775,471.20365348936775,0.1578040080511035,0.2944385979865663,1,0.2944385979865663,1.0
