seed,algorithm,mu,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6
42,fedavg,0.0,0.5068493150684932,0.4918032786885246,0.5292740046838408,0.07920792079207921,0.31266846361185985,0.8869244935543278,0.5373134328358209
42,fedprox,0.01,0.4827586206896552,0.5170731707317073,0.5260770975056689,0.23255813953488372,0.3240506329113924,0.881791483113069,0.5964912280701754
