seed,algorithm,mu,local_epochs,round,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_f1_class_0,val_f1_class_1,val_f1_class_2,val_f1_class_3,val_f1_class_4,val_f1_class_5,val_f1_class_6,train_loss,n_kept,n_dropped
456,fedavg,0.0,20,1,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,2,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,3,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,4,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,5,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,6,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,7,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,8,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,9,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,10,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,11,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,12,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,13,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,14,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,15,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,16,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,17,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,18,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,19,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,20,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,21,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,22,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,23,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,24,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,25,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,26,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,27,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,28,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,29,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,30,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,31,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,32,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,33,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,34,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,35,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,36,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,37,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,38,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,39,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,40,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,41,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,42,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,43,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,44,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,45,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,46,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,47,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,48,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,49,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,50,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,51,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,52,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,53,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,54,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,55,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,56,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,57,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,58,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,59,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,60,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,61,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,62,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,63,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,64,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,65,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,66,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
456,fedavg,0.0,20,67,1.9025611716990218,0.11365902293120637,0.14262295081967213,0.030447599450170608,0.0,0.0,0.19836214740673339,0.0,0.0,0.014771048744460856,0.0,,0,2
