round,client_id,num_samples,val_loss,val_macro_f1
1,1,1872,1.439846449097988,0.2646112300798954
1,2,1872,1.3663143007491427,0.25273019017168147
1,3,173,20.54650769371573,0.00912736827548057
1,0,1874,1.3379517546441715,0.2506088447125146
1,7,30,4.678360839664996,0.04408163265306123
2,8,30,8.156023879350718,0.019096584649283876
2,5,81,13.82214279403002,0.010571738121033897
2,1,1872,1.4955001827013694,0.2679766827365867
2,7,30,5.760188202558462,0.03167118310189792
2,6,92,8.195830809154872,0.05058921384020471
3,8,30,11.620367381056903,0.023648455366517045
3,6,92,11.43817115091493,0.055674723192689395
3,3,173,19.15624276234407,0.009100937672366244
3,9,30,7.212775333096475,0.02433003504432076
3,0,1874,1.5319255585684735,0.2393275904109473
4,3,173,18.019726522185152,0.00912736827548057
4,4,256,11.157313257485539,0.014082599864590387
4,1,1872,1.5232075181820337,0.250728244818429
4,0,1874,1.9911163309635456,0.2344911917483226
4,9,30,8.851388540486633,0.02633218003391356
5,7,30,11.111446603107547,0.038874182737058664
5,3,173,18.709064692823386,0.009100937672366244
5,5,81,16.913110352703487,0.020538584007438472
5,1,1872,2.7655813247113974,0.20801731421756767
5,0,1874,2.0581407570767616,0.2256011527268884
6,3,173,14.984192267253416,0.009100937672366244
6,2,1872,2.4245054969045956,0.2074965379065073
6,5,81,13.760638053490894,0.0215225422253392
6,8,30,14.74250439370974,0.014368610113290964
6,7,30,12.95531764177834,0.030885912222080685
7,8,30,19.031651925707862,0.014082599864590387
7,1,1872,2.461807581624861,0.1866395324520734
7,2,1872,2.4563301684017316,0.21925293261031542
7,0,1874,3.4871565903409767,0.1834696701802865
7,4,256,10.165738446168149,0.014082599864590387
8,1,1872,2.128716254757266,0.25758725319958437
8,2,1872,2.644034481476454,0.2333658228972045
8,5,81,14.894429293372934,0.02232260493130058
8,8,30,18.227836730591914,0.014082599864590387
8,9,30,6.84711022628982,0.06131710908511504
9,8,30,16.0381519397496,0.026430045928482377
9,3,173,17.267285231935418,0.013393555570455346
9,0,1874,2.435620084598081,0.24124238179053364
9,6,92,11.285809452250852,0.058023876226117814
9,9,30,6.909602766141577,0.04980462843109977
10,3,173,19.40597792803231,0.013393555570455346
10,8,30,15.041834874024776,0.05063193166265516
10,2,1872,2.5980699155052545,0.2593611548929359
10,0,1874,3.1922740755623145,0.19255801627157526
10,6,92,10.828096333672018,0.05570958248727758
11,7,30,11.91217774574683,0.033342448333773984
11,4,256,12.5992493386996,0.014082599864590387
11,3,173,20.767016788303913,0.012675324675324676
11,1,1872,2.7707925712836468,0.22902142359713246
11,8,30,12.858866456736358,0.07088337246117442
12,4,256,11.04903600223043,0.014095960965031174
12,1,1872,2.3329515562932253,0.26234984285289814
12,0,1874,2.2949419304475946,0.2598785098339068
12,5,81,13.560376548576926,0.023218695613969515
12,2,1872,2.2752283563167004,0.2589563755266081
13,5,81,10.631560212474758,0.025471698113207545
13,2,1872,2.4337758081384813,0.2483885934440713
13,8,30,13.35355365597239,0.031312251619167744
13,6,92,13.545582274021442,0.06895715372970804
13,3,173,14.456217344594025,0.015120003942634666
14,0,1874,2.3233058049695443,0.2513180688720804
14,9,30,5.652054781452609,0.049784637473079686
14,2,1872,2.253054979434636,0.2688419708324176
14,5,81,14.008906859819103,0.02351504704445881
14,3,173,16.410039129666057,0.021888797425727753
15,3,173,17.794041132522842,0.016933089025083718
15,2,1872,2.4153266697082065,0.2673008067855963
15,6,92,13.952671094763195,0.05538505461770198
15,0,1874,2.264334148804426,0.2668685254496264
15,1,1872,2.7388073392546666,0.23313072340799684
16,1,1872,2.415508267054648,0.25273244093875796
16,3,173,12.36660051773695,0.029564168848437797
