client_id,num_train_samples,num_test_samples,local_class_distribution,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,per_class_recall_json,per_class_f1_json
0,2082,596,"{""2"": 74, ""4"": 75, ""5"": 447}",0.6442953020134228,0.6402555575709937,0.2668798527127984,0.0,0.0,"[0.0, 0.0, 0.5675675675675675, 0.0, 0.7066666666666667, 0.6465324384787472, 0.0]","[0.0, 0.0, 0.5675675675675675, 0.0, 0.5247524752475248, 0.7758389261744967, 0.0]"
1,2080,594,"{""2"": 73, ""4"": 74, ""5"": 447}",0.6767676767676768,0.7010467302827328,0.28789821767217677,0.0,0.0,"[0.0, 0.0, 0.6301369863013698, 0.0, 0.8108108108108109, 0.6621923937360179, 0.0]","[0.0, 0.0, 0.647887323943662, 0.0, 0.5853658536585366, 0.7820343461030383, 0.0]"
2,2079,594,"{""2"": 73, ""4"": 74, ""5"": 447}",0.6212121212121212,0.6008304433881339,0.2477486245166405,0.0,0.0,"[0.0, 0.0, 0.5342465753424658, 0.0, 0.6351351351351351, 0.6331096196868009, 0.0]","[0.0, 0.0, 0.5098039215686274, 0.0, 0.4585365853658537, 0.7658998646820027, 0.0]"
3,192,56,"{""0"": 50, ""1"": 4, ""3"": 1, ""6"": 1}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4,284,81,"{""0"": 4, ""1"": 76, ""6"": 1}",0.2345679012345679,0.08333333333333333,0.05714285714285715,0.0,0.0,"[0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0]"
5,89,25,"{""0"": 2, ""1"": 5, ""3"": 17, ""6"": 1}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
6,102,29,"{""0"": 1, ""1"": 5, ""3"": 2, ""6"": 21}",0.10344827586206896,0.03571428571428571,0.03428571428571429,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24]"
7,33,10,"{""0"": 4, ""1"": 3, ""3"": 1, ""6"": 2}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
8,33,10,"{""0"": 2, ""1"": 4, ""3"": 1, ""6"": 3}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9,33,10,"{""0"": 3, ""1"": 6, ""3"": 1}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
