round,val_loss_mean,val_loss_std,val_macro_f1_mean,val_macro_f1_std,num_clients_evaluated
1,5.873796207574405,8.325693913672007,0.16423185317852665,0.12635509126414426,5
2,7.485937173559089,4.471129937844899,0.07598108048980143,0.1083797180250158,5
3,10.19189643719617,6.477335353142405,0.07041634833736815,0.09594150155386513,5
4,8.30855043386058,6.867821997939293,0.10695231694814722,0.12412875717406785,5
5,10.311468746084516,7.742723907463554,0.1004264342722639,0.10695279590291872,5
6,11.773431570627398,5.288493185738588,0.05667490802791688,0.08470689267122553,5
7,7.520536942448716,7.193885410788564,0.12350546699437122,0.10086614987028467,5
8,8.948425397297678,7.2823715244564715,0.11773507799555898,0.11827876344753883,5
9,10.787293894935106,6.216857317404659,0.07777889758933779,0.0931065358943324,5
10,10.213250625359334,7.339696610033228,0.11433084817697985,0.10587211801168554,5
11,12.18162058015407,6.383149439379028,0.07200103378639919,0.09086421595138157,5
12,6.302506878772975,5.550746108281324,0.16369987695848276,0.13245021678421284,5
13,10.88413785904022,4.934913040321784,0.07784994016975785,0.09747665811222458,5
14,8.129472311068389,6.661775011557006,0.12306970432955286,0.12571456103252923,5
15,7.833036077010666,7.466336740433736,0.16792363985720105,0.12184103890429011,5
16,10.377204441216033,5.496283518917053,0.08589299629907901,0.0936583289909345,5
17,11.90486085391116,6.96939114045662,0.07837915282238421,0.10346073090251125,5
18,9.92404253188064,7.729557779353147,0.1555205620244297,0.09818509218355137,5
19,11.035661184229143,8.227555460803375,0.13875505661702686,0.11282497629765406,5
20,7.477160118893162,5.465010071029587,0.13412468402847766,0.11760978916298391,5
21,10.686451913352503,6.085993796169663,0.08933877664587007,0.09918979862220913,5
22,10.964807009863355,8.613701082954723,0.12751902462070394,0.12679101157511954,5
23,11.698832627711957,8.781761072194758,0.12481507972219523,0.12989143221876584,5
24,10.855717454308408,6.245089219233194,0.08966793950005916,0.10006301881389561,5
25,12.11788809218649,8.938582923707981,0.12918377204542458,0.1259812963587468,5
26,13.018793340385377,9.998250767623041,0.1309193866942513,0.12325750454987092,5
27,11.62762021947121,9.12672611300336,0.1258411561664246,0.12400526495164696,5
28,14.547420689377446,7.469015503382357,0.10126611026432848,0.0912416354013042,5
29,11.086951769527385,5.520119249102525,0.0952301898601197,0.09845949127606084,5
30,7.852511982998605,5.207942543994453,0.1218433249555894,0.12090804970551912,5
31,4.512319233505463,3.0432383089143173,0.18094872982469412,0.11319532217228355,5
32,7.822309432999563,5.075858843425826,0.12751146903243044,0.12431731586097164,5
33,12.017595041523188,6.084633855274346,0.09770627518294907,0.09680795813369039,5
34,10.15612980423278,5.514553640432113,0.09679266847649726,0.09806813391685998,5
35,9.13390576749119,7.010241524946863,0.15189268958233437,0.10443972711748398,5
36,13.470877922448892,7.675187642243447,0.0908120541052581,0.09975288106431278,5
37,11.756328482784756,8.875303850276222,0.14068638459015287,0.11439336568303593,5
38,14.795849035292537,8.431123538670201,0.10312715479781076,0.09243430387900167,5
39,11.731089258265282,8.941173717376955,0.13628089536352883,0.11724477963395358,5
40,14.435850858878519,11.406889866124896,0.15107521533338134,0.10474076916012898,5
41,14.917213591621262,11.565280379243818,0.12716115863552296,0.1263349451276092,5
42,15.420431239464705,8.458163126003152,0.09989139934315369,0.09256116317209818,5
43,16.959912026843664,3.697501269426456,0.05055211120059196,0.023078404229608687,5
44,16.843454965304282,3.544295284114708,0.035726924531241974,0.005494845267632005,5
45,12.128082567910969,6.38287380619178,0.09098923743303863,0.10111153047189832,5
46,4.309817854690172,3.030910857194341,0.13632831436515774,0.11413992001155698,5
47,6.6170379338212175,5.030196566472548,0.13877008671398794,0.11421602857497075,5
48,8.381718250476233,5.025018211146493,0.093396071595153,0.09608716692515674,5
49,6.935211296476133,5.784983317785848,0.1365194616592642,0.11942903004677549,5
50,4.389685094249569,3.2449373834745465,0.1907262383446391,0.10492613190363204,5
