round,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_loss_flower,train_loss_weighted,algorithm,mu,seed,local_epochs
0,1.9275443821343206,0.11365902293120637,0.14576104740039167,0.045635567885060103,1.9275443821343206,,fedavg,0.0,42,1
1,1.922653760772165,0.6689930209371885,0.14285714285714285,0.11452466291175968,1.922653760772165,0.9140193446497061,fedavg,0.0,42,1
2,1.1718928560778008,0.6689930209371885,0.14285714285714285,0.11452466291175968,1.1718928560778008,0.8701165439245463,fedavg,0.0,42,1
3,1.3819144469790776,0.6689930209371885,0.14285714285714285,0.11452466291175968,1.3819144469790776,0.7729027006692528,fedavg,0.0,42,1
