client_id,num_train_samples,num_test_samples,local_class_distribution,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,per_class_recall_json,per_class_f1_json
0,48,120,"{""1"": 25, ""2"": 74, ""5"": 21}",0.175,0.3333333333333333,0.0425531914893617,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.2978723404255319, 0.0]"
1,15,133,"{""0"": 16, ""1"": 4, ""2"": 1, ""3"": 4, ""5"": 107, ""6"": 1}",0.8045112781954887,0.16666666666666666,0.1273809523809524,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.8916666666666667, 0.0]"
2,18,55,"{""1"": 17, ""2"": 5, ""3"": 1, ""4"": 2, ""5"": 29, ""6"": 1}",0.5272727272727272,0.16666666666666666,0.09863945578231292,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.6904761904761905, 0.0]"
3,91,106,"{""0"": 5, ""1"": 3, ""2"": 1, ""3"": 10, ""4"": 20, ""5"": 64, ""6"": 3}",0.6037735849056604,0.14285714285714285,0.10756302521008403,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.7529411764705882, 0.0]"
4,24,267,"{""0"": 5, ""1"": 42, ""2"": 2, ""5"": 216, ""6"": 2}",0.8089887640449438,0.2,0.1277728482697427,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.8944099378881988, 0.0]"
5,69,153,"{""1"": 1, ""2"": 41, ""3"": 3, ""4"": 86, ""5"": 16, ""6"": 6}",0.10457516339869281,0.16666666666666666,0.027049873203719356,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.1893491124260355, 0.0]"
6,31,253,"{""0"": 23, ""1"": 8, ""2"": 18, ""3"": 4, ""4"": 19, ""5"": 176, ""6"": 5}",0.6956521739130435,0.14285714285714285,0.11721611721611722,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.8205128205128205, 0.0]"
7,150,343,"{""0"": 7, ""2"": 24, ""4"": 84, ""5"": 223, ""6"": 5}",0.6501457725947521,0.2,0.11256940938919738,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.7879858657243817, 0.0]"
8,28,166,"{""0"": 9, ""1"": 2, ""2"": 50, ""5"": 104, ""6"": 1}",0.6265060240963856,0.2,0.11005291005291006,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.7703703703703704, 0.0]"
9,26,409,"{""0"": 1, ""1"": 1, ""2"": 4, ""3"": 1, ""4"": 12, ""5"": 385, ""6"": 5}",0.941320293398533,0.14285714285714285,0.1385390428211587,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.9697732997481109, 0.0]"
