round,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,loss
0,0.14456630109670987,0.1492229082393017,0.043490644101730966,0.0,0.0,0.0,0.0,0.0,0.0,0.2031686859273066,0.990909090909091,0.0,0.0,0.0,0.0,0.10126582278481013,0.05365126676602087,0.0,0.0,1.9005235282635522
1,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.9806845038980692
2,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.9324932722959776
3,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.9368812973097576
4,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.9464326451568755
5,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.9091952245827329
6,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.9005580680558118
7,0.67098703888335,0.14545454545454545,0.11978716273214296,0.0,0.0,0.0,0.0,0.0,0.0,0.035398230088495575,0.01818181818181818,0.0,0.0,0.0,0.0,0.8031119090365051,1.0,0.0,0.0,0.871752863807431
8,0.6739780658025922,0.14935064935064934,0.12732084125046914,0.0,0.0,0.0,0.0,0.0,0.0,0.08620689655172414,0.045454545454545456,0.0,0.0,0.0,0.0,0.8050389922015597,1.0,0.0,0.0,0.8759641598014983
9,0.6759720837487537,0.15520545028741747,0.13799242424242425,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.09090909090909091,0.0,0.0,0.0,0.0,0.8096969696969697,0.9955290611028316,0.0,0.0,0.8080155714558938
