class_id,class_name,fedavg_mean,fedprox_mean,mean_diff,n_pairs,wilcoxon_p
0,actinic_keratoses,0.45326583779362767,0.46162988532893623,0.008364047535308644,10,0.431640625
1,basal_cell_carcinoma,0.45362156934228687,0.4719228110848112,0.018301241742524253,10,0.4921875
2,benign_keratosis_like_lesions,0.403355192640279,0.40955234348640596,0.00619715084612692,10,0.845703125
3,dermatofibroma,0.23833604189159624,0.2774017888040637,0.0390657469124674,10,0.232421875
4,melanoma,0.19875484034545132,0.28239333700858743,0.08363849666313612,10,0.00390625
5,melanocytic_nevi,0.8807650008779027,0.882266496005462,0.0015014951275593492,10,1.0
6,vascular_lesions,0.7178779455446328,0.6752924627413941,-0.04258548280323884,10,0.02734375
