seed,round,a_eff,mean_tau,global_update_norm,straggler_share,dominating_cid,max_contribution_share,max_amp,server_lr,source
123,87,3255.7988679034825,334.5317539603254,,0.23829313195888246,4,0.33080009646467945,14.571656395917984,,reconstructed
123,88,4866.1524191476565,495.6152419009562,,0.33285351542620484,3,0.33285351542620484,2.9314171184065745,,reconstructed
123,89,4080.4987658046266,417.0498073355216,,0.2924208140068746,1,0.2924208140068746,4.857707722621196,,reconstructed
123,90,3950.3050807274008,404.0286856001142,,0.19450437119596684,2,0.27829763799940666,7.451563982195453,,reconstructed
123,91,4131.417257535644,422.05879834451264,,0.22189118878282701,4,0.4562788966155337,18.490574862734388,,reconstructed
123,92,5524.15727130013,561.4157271300128,,0.18337379741561788,1,0.18337379741561788,1.5218064108264817,,reconstructed
123,93,4025.7332090030313,411.57242757242756,,0.4316236974184517,4,0.4316236974184517,6.5989525906429325,,reconstructed
123,94,4658.609961467195,474.8609961467104,,0.16338866684214579,2,0.24823182109838401,1.9739872718076694,,reconstructed
123,95,4364.935158034751,445.4578278863993,,0.5239769904172925,4,0.5239769904172925,16.643995766803336,,reconstructed
123,96,3798.4660665211904,388.84658198943913,,0.34252355851832456,3,0.34252355851832456,3.956729667994001,,reconstructed
123,97,4751.54132149078,484.15413158270303,,0.41071450012088445,5,0.41071450012088445,3.627130681930871,,reconstructed
123,98,4760.475239084942,485.0475239046668,,0.26389474354120523,0,0.26389474354120523,2.6895340329595743,,reconstructed
123,99,3645.833396204094,373.5481661195947,,0.4686989533011617,3,0.4686989533011617,13.901978704355374,,reconstructed
123,100,4878.106179534754,496.81061795347506,,0.2411923077735946,4,0.2411923077735946,1.800039180640121,,reconstructed
123,101,4825.852745719881,491.5852718709862,,0.3015081316481224,0,0.3015081316481224,4.196392996118204,,reconstructed
123,102,3795.445002823215,388.50792065077775,,0.40622247508808057,4,0.40622247508808057,14.472464830054077,,reconstructed
123,103,5199.509063142585,528.9509062366204,,0.23723381840289565,3,0.24644747693841967,3.585868299418563,,reconstructed
123,104,5077.440390761805,516.7439703153989,,0.39854993284747653,0,0.39854993284747653,6.044535928805462,,reconstructed
123,105,4433.717716447951,452.3717710860568,,0.3252573004951745,5,0.3252573004951745,3.38451724951079,,reconstructed
123,106,5312.855715712863,540.2855715712858,,0.233604622008269,1,0.233604622008269,1.9677243391529,,reconstructed
123,107,5308.189033960643,539.818895390324,,0.1406254489287697,4,0.20061971933494346,5.2556283695681545,,reconstructed
123,108,3700.397730693736,379.0045668617097,,0.4732554696598237,2,0.4732554696598237,14.110038737181368,,reconstructed
123,109,4715.112030827061,480.5112030826317,,0.17708519821107707,1,0.20796075820077808,2.2346502515686297,,reconstructed
123,110,5138.662026269154,522.8661338661339,,0.372706203835511,0,0.372706203835511,6.117418394568665,,reconstructed
123,111,4672.614769936286,476.2605965463108,,0.43568552048000003,3,0.43568552048000003,7.659316139527186,,reconstructed
123,112,4061.739735600144,415.1722563151135,,0.16678124544295128,5,0.3834188891352826,7.124784837138225,,reconstructed
123,113,4543.774796770166,463.3774796631939,,0.36662163248549695,2,0.36662163248549695,2.7372137315356566,,reconstructed
123,114,4519.286669466784,460.9277864992151,,0.4141151341237373,3,0.4141151341237373,7.407981832636502,,reconstructed
123,115,4805.241160706505,489.52404738119026,,0.30603925831822304,1,0.30603925831822304,5.720491154423465,,reconstructed
123,116,5364.549735978309,545.4549735978308,,0.0886961983051028,2,0.22132350910357765,1.936660554504799,,reconstructed
123,117,4338.074875598274,442.7717996289426,,0.5084827222188303,4,0.5084827222188303,16.541574445298725,,reconstructed
123,118,4189.299642569505,427.92907092907086,,0.25821726159873126,4,0.25821726159873126,6.867069498666504,,reconstructed
123,119,3758.886843345303,384.8414442700157,,0.33277993612868007,0,0.33277993612868007,16.82327739969848,,reconstructed
123,120,4737.158555806496,482.7158555729984,,0.19779369820814793,6,0.19779369820814793,2.8366218883523873,,reconstructed
123,121,5203.9481600335275,529.3096903096904,,0.1366304806332647,0,0.2173906319354325,37.475428868929,,reconstructed
123,122,4603.163978885882,469.31639788782644,,0.0835052607806313,3,0.25976329212801447,2.4355364966639996,,reconstructed
123,123,3493.6727063041903,358.33209647495363,,0.4166012237003321,3,0.4166012237003321,13.321772633274099,,reconstructed
123,124,4065.975926386651,415.59668902526045,,0.239747931086187,4,0.3069630847313638,6.664918160228929,,reconstructed
123,125,5354.937919223691,544.4937919223632,,0.2634020764464824,1,0.2634020764464824,2.240559798837985,,reconstructed
123,126,3849.318189967599,393.8965320393892,,0.46692244033985897,2,0.46692244033985897,14.677889439197422,,reconstructed
123,127,4603.061594864701,469.30526616240894,,0.417859560615381,4,0.417859560615381,7.545305080920611,,reconstructed
123,128,4895.832738693465,498.58327386898816,,0.1722438537669034,1,0.218317994604711,2.4357376809151927,,reconstructed
123,129,3547.276711734166,363.67775082060797,,0.23702716122143858,3,0.3525054015101733,15.876194900797664,,reconstructed
123,130,5281.798201798259,537.1798201798201,,0.1899479586554597,1,0.1899479586554597,2.209957406609776,,reconstructed
123,131,4333.003590117743,442.2985585842729,,0.31551204394038523,1,0.31551204394038523,8.173458208169478,,reconstructed
123,132,4345.692570950465,443.56843156843155,,0.25449130467138686,6,0.25449130467138686,7.622872599392999,,reconstructed
123,133,3866.1362082899655,395.57756529185093,,0.415003596790386,3,0.415003596790386,14.74201846188135,,reconstructed
