round,client_id,num_samples,val_loss,val_macro_f1
1,0,1874,1.4010303220149884,0.23994761791279215
1,2,1872,1.3394668402961816,0.2602892356106361
1,5,81,8.065720732166902,0.014096103513658887
1,8,30,4.393334827537195,0.02955995414192875
1,7,30,4.176495500480903,0.01850501624982337
2,2,1872,1.542081386950294,0.2482544141252007
2,4,256,9.126989538624422,0.014082599864590387
2,7,30,2.301143852093165,0.014082599864590387
2,3,173,10.383309053400103,0.024168286143699456
2,1,1872,1.3709631908688684,0.25994589436905263
3,3,173,12.56059884882401,0.020314810961584964
3,5,81,8.92259155836324,0.007797070441079658
3,9,30,8.205250015525019,0.03767589770419723
3,7,30,4.90665127772277,0.014244624024106287
3,6,92,4.86530461601341,0.027936267345134342
4,6,92,6.346195792866609,0.05825814652900506
4,3,173,11.458956263001157,0.02182114517654065
4,4,256,12.354364398944888,0.03025825714901345
4,9,30,5.870323265300078,0.03857132296609254
4,8,30,6.094932830939858,0.02738584946461784
5,7,30,5.962308145829236,0.04439202354987374
5,8,30,6.296612506136224,0.041780886177005275
5,3,173,8.602246748485927,0.036679050716415376
5,5,81,8.912991947809221,0.04962640794022527
5,1,1872,1.2834408751513404,0.2621531664144133
6,2,1872,1.4750819294783077,0.26051619357175404
6,3,173,8.868420544792624,0.012363566116101612
6,0,1874,1.3915353570122304,0.24452019014560158
6,7,30,1.739017775740961,0.025915750915750914
6,6,92,4.657835225402893,0.027459441284429374
7,7,30,3.289771168918933,0.021654993811836918
7,4,256,10.394990637675596,0.014082599864590387
7,6,92,5.012884276457584,0.003933136676499509
7,5,81,7.45990388343484,0.007219107304082608
7,8,30,4.896486251446922,0.02718951902368988
8,0,1874,1.394007843845744,0.2578907644666509
8,8,30,6.667386944486517,0.030039620243701878
8,9,30,6.651545025415697,0.026384493670886074
8,7,30,6.9915693754688695,0.026036651823558254
8,5,81,10.294981720678114,0.04248908101828581
9,9,30,1.3571858698444614,0.13103627215574173
9,6,92,5.549159338086814,0.003933136676499509
9,4,256,7.362758571818723,0.014082599864590387
9,7,30,2.9554734039877135,0.06214782824148562
9,5,81,10.53080057123247,0.009767522828340378
10,2,1872,1.5198857484762358,0.1913666700374153
10,3,173,9.235383765885267,0.02040816326530612
10,4,256,11.144186493406742,0.014095960965031174
10,6,92,6.148071806309587,0.040843913844035774
10,5,81,6.411832193791094,0.026854416991406227
11,8,30,8.06105094845012,0.03440991960888536
11,2,1872,1.4952720024531052,0.1598039341501603
11,5,81,14.903878384073852,0.0033845719926667607
11,4,256,13.780520620754922,0.014623172103487065
11,7,30,10.993734966365551,0.03395132049005949
12,1,1872,1.4965837941925642,0.24343134693556495
12,6,92,12.440160905375913,0.03788971748908286
12,5,81,14.713269559835508,0.003387916431394692
12,7,30,10.889102716151168,0.014082599864590387
12,8,30,11.933244531199797,0.030464217162696133
13,1,1872,1.6709415909062593,0.22886330035036134
13,7,30,10.13423240315522,0.014082599864590387
13,9,30,17.017937284642652,0.03276044337720573
13,2,1872,2.6575966161840103,0.24817392079670292
13,6,92,12.460118806255185,0.01667711402244092
14,8,30,9.781854773090702,0.028265566723801597
14,1,1872,2.251686225859736,0.2539172427823546
14,7,30,10.361804255697567,0.01646478290901551
14,6,92,8.336652135801458,0.003937007874015748
14,3,173,27.22221157344008,0.009100937672366244
15,4,256,21.94205041468916,0.014082599864590387
15,5,81,21.271882596305932,0.003377902885292048
15,0,1874,1.888519640101987,0.22067268205562587
15,1,1872,2.241099542302125,0.263017509658488
15,3,173,28.388972532475815,0.009100937672366244
16,9,30,26.11667582472918,0.026122724546139436
16,8,30,14.977269766932114,0.022020055459545905
16,5,81,17.387976181471455,0.003377902885292048
16,4,256,22.620896745417433,0.014082599864590387
16,0,1874,2.6023973572408687,0.20336956264094683
17,4,256,21.460637192426628,0.014082599864590387
17,2,1872,3.0752149941557545,0.2441075281510483
17,7,30,17.489056124168997,0.014136196819355715
17,8,30,12.162928058285775,0.016143253417872004
17,9,30,22.573600301238617,0.036216391318432135
18,6,92,13.619003442325003,0.024465087340794712
18,2,1872,2.093688823171294,0.26636098883998044
18,3,173,32.82527368684352,0.009100937672366244
18,0,1874,1.9094067256923688,0.2683037892660351
18,9,30,21.722223376942537,0.046515027442593886
19,7,30,13.763561176516836,0.016626202764068055
19,5,81,20.832313598450256,0.003377902885292048
19,2,1872,2.3376425682963546,0.2643866830202234
19,4,256,22.085002370512974,0.014082599864590387
19,6,92,15.311404052308406,0.02121454194676393
20,6,92,13.704196798718225,0.027064730084975685
20,2,1872,2.2365212214670533,0.24219962043364784
20,1,1872,2.2022240045420074,0.2688850783990732
20,8,30,17.68398529843818,0.036080312182958534
20,5,81,18.60469577557306,0.003377902885292048
21,9,30,27.08469055038863,0.0624952384465789
21,7,30,19.32901764676673,0.019393354640294274
21,8,30,20.37712088990901,0.06786350217298935
21,1,1872,2.0767340802718492,0.25421301029628945
21,6,92,17.238576137888824,0.024828877987671385
22,9,30,25.59514049328455,0.08905521513816446
22,2,1872,1.912557428879134,0.25621287610795185
22,3,173,33.13155478328199,0.009100937672366244
22,1,1872,2.248070572570694,0.26694513363894956
22,4,256,28.355824479077416,0.014082599864590387
23,2,1872,2.646371781291182,0.22992721201562663
23,1,1872,2.173489219764413,0.2553152111046848
23,5,81,21.25315570355888,0.008675577283672051
23,9,30,23.151239094681898,0.06769874521607008
23,3,173,32.20208096337818,0.012899674264816743
24,7,30,21.237935856356103,0.013838013838013837
24,3,173,40.30579668313176,0.009162848812994586
24,5,81,23.098749518275618,0.003377902885292048
24,9,30,26.518498026124263,0.07490361858677619
24,6,92,18.414419681933204,0.025316272994291567
25,8,30,26.615943106197765,0.03473282800363538
25,3,173,33.42200493551085,0.020098489668009707
25,6,92,12.285345224892035,0.02568619128466327
25,9,30,32.530439146732164,0.032600705283231945
25,0,1874,1.6539748653932915,0.26014244306780226
26,8,30,5.60632195762718,0.08196958142603383
26,1,1872,1.87508093157889,0.2563946371911482
26,6,92,11.04634992574766,0.003933136676499509
26,2,1872,2.684859965639124,0.2493474779474655
26,0,1874,2.0586920359793117,0.1974516729101099
27,3,173,16.970989520148052,0.00911854103343465
27,0,1874,2.5793409523436224,0.2543954620640479
27,5,81,9.710414719129963,0.02113902694815558
27,4,256,17.084482307091786,0.014082599864590387
27,9,30,2.5532634774091116,0.11186499741824163
28,3,173,29.506102294769743,0.009100937672366244
28,4,256,18.57111125881389,0.014082599864590387
28,0,1874,2.229873646054406,0.2711877862515929
28,8,30,9.897199907426463,0.02059360730593607
28,7,30,13.688356751340217,0.016669963539033748
29,8,30,16.736147267274106,0.03074410969147811
29,1,1872,1.7987401081343828,0.2765247402826572
29,3,173,31.193669890596766,0.009162848812994586
29,0,1874,2.058306355538183,0.26398627764086185
29,9,30,14.977843019327636,0.028603485457830622
30,4,256,28.079207891005936,0.014082599864590387
30,1,1872,1.9941006132279888,0.2598333983393094
30,9,30,17.271701253660893,0.035564431987712884
30,7,30,14.836373174178636,0.014136196819355715
30,6,92,18.57604433746186,0.02749861226374134
31,2,1872,2.0218758247904147,0.264131790587207
31,3,173,33.04173303529962,0.009280089988751405
31,7,30,22.88454022887697,0.04734482553672963
31,1,1872,2.0620413190227445,0.2585958323418161
31,8,30,17.10748233966314,0.02661215199662542
32,9,30,27.312242422360605,0.043479171268217924
32,3,173,32.75402589381514,0.009100937672366244
32,0,1874,2.045633045293517,0.2689080468258728
32,2,1872,1.9530582090436759,0.2644165894482536
32,6,92,18.409403938833524,0.02478160873161579
33,1,1872,1.8384455381813696,0.2521149186043696
33,7,30,19.88222792141459,0.022081137157319998
33,5,81,26.31252659638881,0.003377902885292048
33,0,1874,2.1138406308555413,0.26659376371464116
33,2,1872,1.9346734148673974,0.2634676867652672
34,3,173,36.22164178013445,0.01163363393964097
34,2,1872,2.045161986992818,0.2737065348710551
34,9,30,25.26404546811835,0.03171662495159854
34,0,1874,1.7928376067076937,0.25979776358645024
34,1,1872,3.575274101401849,0.17431787529826748
35,5,81,28.787951879225606,0.003377902885292048
35,9,30,20.178671984230416,0.04596333793440285
35,1,1872,2.036974997011757,0.2652592299004121
35,3,173,35.08627990996493,0.009109730848861283
35,7,30,25.162986200091133,0.06049472986039524
36,0,1874,1.8487359186706847,0.25270970804952375
36,8,30,23.991978206995835,0.011719076704527723
36,5,81,30.542241070824392,0.003377902885292048
36,6,92,24.524576185232146,0.02118548636531526
36,9,30,21.806918601571386,0.06471988937934436
37,7,30,27.409173043156905,0.04535586031440891
37,8,30,20.259152527463996,0.06448169519140481
37,0,1874,1.9958417175536378,0.26292179416094724
37,3,173,40.56370387738153,0.012429091376459799
37,1,1872,1.775556670347691,0.25206084750364866
38,2,1872,2.058586717008475,0.27362133639500463
38,7,30,30.40074368036637,0.025084035961802562
38,8,30,21.00081213497569,0.049956492791638864
38,0,1874,1.9132645443928682,0.2389853306703502
38,6,92,25.848475128204253,0.0417384124117021
39,4,256,28.582991538233202,0.014082599864590387
39,7,30,28.020853413423062,0.04843143395002495
39,6,92,25.85506644586504,0.025400638275968564
39,5,81,39.022832872385045,0.003377902885292048
39,0,1874,2.1480449427398347,0.26392646129683717
40,3,173,42.37929862755484,0.009316770186335404
40,0,1874,1.9906960092299244,0.26957869108087257
40,1,1872,1.9761936360318306,0.2662605697430848
40,4,256,23.322233226696255,0.014082599864590387
40,2,1872,2.0465711945907423,0.27331534007075514
41,1,1872,2.0877850039055197,0.261370340686884
41,5,81,31.769187600163377,0.003377902885292048
41,9,30,35.66296029209734,0.0444732592988407
41,2,1872,2.3686958925792965,0.2654261928193359
41,3,173,39.8066456681591,0.009100937672366244
42,5,81,39.32954336377464,0.003377902885292048
42,6,92,27.53389635399831,0.02143943013508231
42,4,256,37.36332426518053,0.014082599864590387
42,3,173,42.84097765449988,0.009381663113006396
42,0,1874,2.1330568799944007,0.26492850231882853
43,7,30,15.83720094446884,0.08385125561986707
43,4,256,21.167774757621057,0.014082599864590387
43,0,1874,2.0276476286225398,0.26164845750934934
43,2,1872,3.645665876649075,0.24088353751282446
43,1,1872,1.926329008246942,0.24089972049824634
44,4,256,26.85421639211394,0.014082599864590387
44,0,1874,2.086591501416618,0.26557717864708746
44,9,30,30.348322167591466,0.041477356197707295
44,2,1872,2.3206733525809593,0.27740805262132334
44,5,81,34.128035084200526,0.003377902885292048
45,9,30,29.01116215790495,0.051412121374825426
45,5,81,36.344468996270464,0.003377902885292048
45,6,92,26.786568517104936,0.026345368314280228
45,7,30,36.35051669484953,0.014109347442680775
45,8,30,26.790543077949987,0.04754922496857981
46,6,92,18.223236424378598,0.0359306029935554
46,8,30,27.705332561124003,0.025512784780072878
46,7,30,36.34236682043713,0.024433392498345138
46,0,1874,1.8442084596734698,0.2626857834621249
46,1,1872,1.7496581337863166,0.2534454428381632
47,4,256,5.8337573206436595,0.01755649827354804
47,3,173,5.855546845277309,0.04958792687027432
47,7,30,1.0980850926424903,0.17792704834804343
47,1,1872,1.8978712432762443,0.25594865716198567
47,0,1874,2.173428417321811,0.2651109211660444
48,1,1872,2.043128265103219,0.25994211256179656
48,3,173,6.490709475482093,0.04543885557710443
48,9,30,4.840421370471106,0.07041777634368497
48,0,1874,2.1320156269035455,0.2672520065261331
48,2,1872,2.114113153275084,0.2696865181036097
49,6,92,12.860640163554747,0.006901650645681891
49,8,30,2.609556435706727,0.10865991133821853
49,1,1872,1.9743948249018204,0.2413358295335418
49,3,173,7.321833554436179,0.030412760928552794
49,9,30,3.3313973413507343,0.14850539477324945
50,2,1872,1.9935649962629658,0.2685319687356686
50,6,92,11.22564289933544,0.003937007874015748
50,3,173,8.273521834094883,0.03884871533915403
50,4,256,11.093240264405758,0.014521131033058386
50,9,30,4.802284544510238,0.04912279015839015
51,1,1872,1.8732496814974997,0.2632414890298495
51,2,1872,2.017467296967359,0.2661309615181425
51,8,30,5.877093502911827,0.02673635877318117
51,9,30,4.115942905336648,0.06823666576131751
51,4,256,11.467825783095355,0.014082599864590387
52,6,92,12.700831861106135,0.004795228171338734
52,2,1872,1.962763812463519,0.26621789886823716
52,9,30,6.54509561011941,0.017792501616031027
52,4,256,10.616236434738752,0.014958424071846558
52,0,1874,1.8922328304792806,0.26237277701895245
53,6,92,16.524875483032712,0.003937007874015748
53,0,1874,1.9616950734900096,0.2550902243763097
53,1,1872,4.208339215751184,0.2435283092319409
53,9,30,7.114753791128294,0.02686198933717503
53,2,1872,1.9000888079969382,0.26393854105495995
54,1,1872,1.7973986889049038,0.2585008811787202
54,2,1872,1.9874483476488565,0.26520193220858
54,4,256,14.734873447437229,0.014082599864590387
54,7,30,18.59690011462804,0.025577969010172397
54,6,92,15.791377070418383,0.0043621779420429585
55,9,30,6.710628382586767,0.04915091464048649
55,8,30,17.894734259973376,0.05108102106648011
55,3,173,15.894486051732498,0.015065547696621674
55,0,1874,1.9688070165076974,0.26754296066640154
