client_id,num_train_samples,num_test_samples,local_class_distribution,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,per_class_recall_json,per_class_f1_json
0,2082,596,"{""2"": 74, ""4"": 75, ""5"": 447}",0.761744966442953,0.7187669548743374,0.2850819954894935,0.0,0.0,"[0.0, 0.0, 0.6621621621621622, 0.0, 0.7066666666666667, 0.7874720357941835, 0.0]","[0.0, 0.0, 0.6049382716049383, 0.0, 0.53, 0.8606356968215159, 0.0]"
1,2080,594,"{""2"": 73, ""4"": 74, ""5"": 447}",0.7592592592592593,0.7001221134713825,0.2817245725058468,0.0,0.0,"[0.0, 0.0, 0.6575342465753424, 0.0, 0.6486486486486487, 0.7941834451901566, 0.0]","[0.0, 0.0, 0.588957055214724, 0.0, 0.5245901639344263, 0.8585247883917775, 0.0]"
2,2079,594,"{""2"": 73, ""4"": 74, ""5"": 447}",0.7441077441077442,0.7046870811235985,0.27703671810844993,0.0,0.0,"[0.0, 0.0, 0.6575342465753424, 0.0, 0.6891891891891891, 0.767337807606264, 0.0]","[0.0, 0.0, 0.5714285714285714, 0.0, 0.5177664974619289, 0.8500619578686494, 0.0]"
3,192,56,"{""0"": 49, ""1"": 3, ""3"": 1, ""6"": 3}",0.03571428571428571,0.16666666666666666,0.08163265306122448,0.0,0.0,"[0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.5714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0]"
4,284,81,"{""0"": 4, ""1"": 75, ""3"": 2}",0.037037037037037035,0.013333333333333334,0.01098901098901099,0.0,0.0,"[0.0, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.07692307692307693, 0.0, 0.0, 0.0, 0.0, 0.0]"
5,89,25,"{""0"": 3, ""1"": 5, ""3"": 17}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
6,102,29,"{""0"": 1, ""1"": 6, ""3"": 1, ""6"": 21}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
7,33,10,"{""0"": 4, ""1"": 3, ""3"": 1, ""6"": 2}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
8,33,10,"{""0"": 3, ""1"": 6, ""6"": 1}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9,33,10,"{""0"": 2, ""1"": 5, ""3"": 1, ""6"": 2}",0.1,0.05,0.047619047619047616,0.0,0.0,"[0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0]"
