seed,collapse_round,max_amp_early,straggler_share_early_mean,best_macro_f1,final_macro_f1,amp_source
42,7.0,1.8336211331158505,0.13317287174347356,0.4950520758209855,0.4950520758209855,logged
123,,1.7917007200424746,0.09705702314364936,0.4863682533928121,0.4140694088102618,logged
31337,5.0,1.7308626146476398,0.0982630640913382,0.4504268721558802,0.4643723886402746,logged
271828,6.0,1.8021220855396327,0.12971766899819223,0.48374940271308214,0.4103706902129226,logged
8675309,,1.70115644575911,0.10736682833414071,0.4750062152932172,0.2907447338806852,logged
