round,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,balanced_accuracy,worst_class_f1
0,0.0637065637065637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.14285714285714285,0.0
2,0.2153846153846154,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8136419001218027,0.9955290611028316,0.0,0.0,0.1725214676034348,0.0
3,0.3,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8148148148148148,1.0,0.0,0.0,0.18181818181818182,0.0
4,0.0,0.0,0.38341968911917096,0.7115384615384616,0.2979591836734694,0.6636363636363637,0.0,0.0,0.23076923076923078,0.16216216216216217,0.759927797833935,0.6274217585692996,0.0,0.0,0.30925124941518384,0.0
5,0.3392857142857143,0.5757575757575758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8326018808777429,0.9895678092399404,0.0,0.0,0.22361791214250232,0.0
6,0.28125,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.26136363636363635,0.2072072072072072,0.7997465145754119,0.940387481371088,0.0,0.0,0.20290313732936685,0.0
7,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.05217391304347826,0.02702702702702703,0.8185705558949298,0.9985096870342772,0.0,0.0,0.18546628382693958,0.0
8,0.3170731707317073,0.3939393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.38271604938271603,0.8378378378378378,0.789431545236189,0.7347242921013413,0.13333333333333333,0.07142857142857142,0.2911328707581635,0.0
9,0.1951219512195122,0.12121212121212122,0.4782608695652174,0.8461538461538461,0.05128205128205128,0.02727272727272727,0.0,0.0,0.06722689075630252,0.036036036036036036,0.859776168531929,0.9731743666169895,0.0,0.0,0.28626415675596,0.0
10,0.2727272727272727,0.18181818181818182,0.4927536231884058,0.6538461538461539,0.0847457627118644,0.045454545454545456,0.0,0.0,0.06896551724137931,0.036036036036036036,0.8478260869565217,0.9880774962742176,0.0,0.0,0.272176059061305,0.0
11,0.3238095238095238,0.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.291970802919708,0.18018018018018017,0.8406349206349206,0.9865871833084948,0.13333333333333333,0.07142857142857142,0.2504782071526802,0.0
12,0.3333333333333333,0.2727272727272727,0.41237113402061853,0.38461538461538464,0.017857142857142856,0.00909090909090909,0.0,0.0,0.06837606837606838,0.036036036036036036,0.8355222013758599,0.9955290611028316,0.13333333333333333,0.07142857142857142,0.2527753192858579,0.0
13,0.3684210526315789,0.42424242424242425,0.5,0.6346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.8523533204384268,0.9850968703427719,0.0,0.0,0.291993525600083,0.0
14,0.11428571428571428,0.06060606060606061,0.4819277108433735,0.7692307692307693,0.05128205128205128,0.02727272727272727,0.0,0.0,0.2222222222222222,0.13513513513513514,0.8631303208906352,0.9821162444113264,0.0,0.0,0.28205156237943124,0.0
