client_id,num_train_samples,num_test_samples,local_class_distribution,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,per_class_recall_json,per_class_f1_json
0,949,58,"{""0"": 55, ""1"": 2, ""6"": 1}",0.5517241379310345,0.5212121212121211,0.19588744588744586,0.0,0.0,"[0.5636363636363636, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.7045454545454546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666]"
1,71,128,"{""1"": 31, ""4"": 97}",0.5234375,0.42218157632191555,0.16044829053766493,0.0,0.0,"[0.0, 0.22580645161290322, 0.0, 0.0, 0.6185567010309279, 0.0, 0.0]","[0.0, 0.3684210526315789, 0.0, 0.0, 0.7547169811320755, 0.0, 0.0]"
2,484,10,"{""0"": 4, ""1"": 1, ""2"": 1, ""3"": 4}",0.5,0.3125,0.20238095238095236,0.0,0.0,"[0.75, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]","[0.75, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0]"
3,747,13,"{""1"": 8, ""6"": 5}",0.23076923076923078,0.3,0.08571428571428572,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6]"
4,164,113,"{""2"": 47, ""4"": 63, ""6"": 3}",0.37168141592920356,0.5414837329730947,0.20565323565323565,0.0,0.0,"[0.0, 0.0, 0.02127659574468085, 0.0, 0.6031746031746031, 0.0, 1.0]","[0.0, 0.0, 0.04, 0.0, 0.6495726495726496, 0.0, 0.75]"
5,56,117,"{""1"": 53, ""2"": 62, ""4"": 2}",0.1452991452991453,0.2663826333941976,0.07557552006309771,0.0,0.0,"[0.0, 0.2830188679245283, 0.016129032258064516, 0.0, 0.5, 0.0, 0.0]","[0.0, 0.43478260869565216, 0.031746031746031744, 0.0, 0.0625, 0.0, 0.0]"
6,2043,64,"{""1"": 4, ""4"": 60}",0.578125,0.5416666666666667,0.20050125313283207,0.0,0.0,"[0.0, 0.5, 0.0, 0.0, 0.5833333333333334, 0.0, 0.0]","[0.0, 0.6666666666666666, 0.0, 0.0, 0.7368421052631579, 0.0, 0.0]"
7,2032,143,"{""0"": 1, ""1"": 3, ""2"": 109, ""5"": 11, ""6"": 19}",0.16783216783216784,0.31283964707431633,0.14980111166723745,0.0,0.0,"[0.0, 0.0, 0.009174311926605505, 0.0, 0.0, 0.8181818181818182, 0.7368421052631579]","[0.0, 0.0, 0.01818181818181818, 0.0, 0.0, 0.20689655172413793, 0.8235294117647058]"
8,451,24,"{""3"": 18, ""5"": 6}",0.5416666666666666,0.6944444444444444,0.17022556390977445,0.0,0.0,"[0.0, 0.0, 0.0, 0.3888888888888889, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.56, 0.0, 0.631578947368421, 0.0]"
9,10,1335,"{""0"": 6, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1324, ""6"": 1}",0.8853932584269663,0.7696374622356495,0.3956213819751427,0.0,0.0,"[0.5, 1.0, 0.0, 1.0, 1.0, 0.8874622356495468, 1.0]","[0.375, 0.3333333333333333, 0.0, 0.10526315789473684, 0.016129032258064516, 0.939624150339864, 1.0]"
