class_id,class_name,fedavg_mean,fedprox_mean,mean_diff,n_pairs,wilcoxon_p
0,actinic_keratoses,0.46753161267647114,0.44649954135654557,-0.021032071319925454,10,0.08583095844428565
1,basal_cell_carcinoma,0.5004395390750949,0.49312143692296295,-0.007318102152131967,10,0.5146697234497355
2,benign_keratosis_like_lesions,0.4865106532089353,0.4840980294039352,-0.0024126238050001247,10,0.6784023758521882
3,dermatofibroma,0.38484232543830066,0.3624073646616783,-0.022434960776622426,10,0.5939546753269146
4,melanoma,0.4116514654130823,0.4151175712840981,0.0034661058710158343,10,0.5939546753269146
5,melanocytic_nevi,0.8839179238384414,0.8833648446896805,-0.0005530791487610598,10,0.7670968684102772
6,vascular_lesions,0.6497520068032161,0.6462927404853926,-0.003459266317823506,10,0.5754030229127536
