seed,algorithm,mu,local_epochs,round,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_f1_class_0,val_f1_class_1,val_f1_class_2,val_f1_class_3,val_f1_class_4,val_f1_class_5,val_f1_class_6,train_loss
789,fedavg,0.0,20,1,2.199739379397893,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,0.0,0.6482598015414395
789,fedavg,0.0,20,2,1.0003895911714016,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,0.0,0.5326267129491095
789,fedavg,0.0,20,3,1.1637441590205504,0.6739780658025922,0.1591277574884132,0.14037192111763758,0.0,0.17391304347826086,0.0,0.0,0.0,0.8086904043452021,0.0,0.48503754726514914
789,fedavg,0.0,20,4,1.1549909892728774,0.6819541375872383,0.19363131014184876,0.1838625574127346,0.0,0.33707865168539325,0.0,0.0,0.0,0.8166259168704156,0.13333333333333333,0.4483613776122617
789,fedavg,0.0,20,5,1.182244457311906,0.6869391824526421,0.2352729627905272,0.2357446765997231,0.0,0.32,0.09302325581395349,0.15384615384615385,0.0,0.8252788104089219,0.25806451612903225,0.3678750998383745
789,fedavg,0.0,20,6,1.0352434733453562,0.7008973080757727,0.2675542583036728,0.2626161900318688,0.1111111111111111,0.4,0.24285714285714285,0.0,0.04838709677419355,0.8436502871729419,0.19230769230769232,0.32474924560564344
789,fedavg,0.0,20,7,1.125984683588281,0.7028913260219342,0.2950833709615911,0.30429039839365013,0.25,0.29333333333333333,0.22377622377622378,0.3157894736842105,0.0,0.8471337579617835,0.2,0.2810928704917272
789,fedavg,0.0,20,8,1.1499295390377253,0.7048853439680958,0.2979282864528766,0.2960199055272616,0.2553191489361702,0.3181818181818182,0.14754098360655737,0.0,0.10144927536231885,0.8496481126039668,0.4,0.2469330038547518
789,fedavg,0.0,20,9,1.1489221757335415,0.7198404785643071,0.3435392002136733,0.3443439393875339,0.15384615384615385,0.3855421686746988,0.35064935064935066,0.23529411764705882,0.06779661016949153,0.8536428110896196,0.36363636363636365,0.24058033130794768
789,fedavg,0.0,20,10,0.964773680431655,0.7088733798604188,0.3247518215902291,0.30001795851514557,0.20408163265306123,0.41304347826086957,0.017857142857142856,0.0,0.22916666666666666,0.8723404255319149,0.36363636363636365,0.2382259472805049
789,fedavg,0.0,20,11,1.0242297534690659,0.7377866400797607,0.4032844984835617,0.3906087267230193,0.21739130434782608,0.41975308641975306,0.4744186046511628,0.25806451612903225,0.0,0.8797850906648758,0.48484848484848486,0.19625518134733083
789,fedavg,0.0,20,12,1.147823441420809,0.7008973080757727,0.3246626962083637,0.30288852325827387,0.2608695652173913,0.2926829268292683,0.018018018018018018,0.15384615384615385,0.17777777777777778,0.8640840446487197,0.35294117647058826,0.17458804179043913
789,fedavg,0.0,20,13,1.1850867276177448,0.7218344965104686,0.3610003611174571,0.37015369886974775,0.2692307692307692,0.3488372093023256,0.24113475177304963,0.2,0.21935483870967742,0.8680738786279684,0.4444444444444444,0.12041643919604303
789,fedavg,0.0,20,14,1.2973349724904608,0.7058823529411765,0.31098471438049885,0.28774252996489075,0.28,0.27848101265822783,0.0,0.0,0.21674876847290642,0.8753315649867374,0.36363636363636365,0.1085588683482783
789,fedavg,0.0,20,15,1.2546639045475725,0.7367896311066799,0.35669779088982834,0.3631863393835596,0.2127659574468085,0.34210526315789475,0.509090909090909,0.2,0.0,0.8783422459893048,0.4,0.08837564441375917
789,fedavg,0.0,20,16,1.49007984071762,0.7028913260219342,0.33946300550516006,0.2856918675253411,0.2962962962962963,0.26666666666666666,0.018018018018018018,0.0,0.17073170731707318,0.8688200395517469,0.3793103448275862,0.09778980248971549
789,fedavg,0.0,20,17,1.3838532296040003,0.7248255234297108,0.3918730403507921,0.40155547457605456,0.24489795918367346,0.3611111111111111,0.2876712328767123,0.35714285714285715,0.2073170731707317,0.8678996036988111,0.48484848484848486,0.07331655842305551
789,fedavg,0.0,20,18,1.3776408735800123,0.7218344965104686,0.37189816323305785,0.3693483413966287,0.20408163265306123,0.4375,0.17054263565891473,0.15384615384615385,0.2235294117647059,0.8696227663798809,0.5263157894736842,0.07102003391701533
789,fedavg,0.0,20,19,1.38924151492618,0.7357926221335992,0.3846160896512184,0.4102871586617717,0.27450980392156865,0.46153846153846156,0.3076923076923077,0.25,0.2236842105263158,0.8697368421052631,0.48484848484848486,0.06581225419259763
789,fedavg,0.0,20,20,1.4560876422722342,0.7298105682951147,0.3943434142497374,0.37351655475236084,0.33766233766233766,0.5048543689320388,0.22556390977443608,0.0,0.17518248175182483,0.8713527851458885,0.5,0.04731596399697814
789,fedavg,0.0,20,21,1.429057284521082,0.7437686939182453,0.43236217861510606,0.44002171393276696,0.3137254901960784,0.41975308641975306,0.3875,0.3333333333333333,0.22535211267605634,0.8741721854304636,0.5263157894736842,0.03759538549521228
789,fedavg,0.0,20,22,1.3671716675682295,0.7308075772681955,0.37586765619552504,0.3687244624465004,0.379746835443038,0.4631578947368421,0.1984732824427481,0.0,0.22818791946308725,0.8740053050397878,0.4375,0.041877909244716884
789,fedavg,0.0,20,23,1.2652628106229447,0.7377866400797607,0.4221079667215499,0.4197221163812679,0.35135135135135137,0.5252525252525253,0.3076923076923077,0.15384615384615385,0.14285714285714285,0.8688200395517469,0.5882352941176471,0.08989489210432691
789,fedavg,0.0,20,24,1.5241822069092976,0.7008973080757727,0.3072482584192186,0.2718269905944412,0.25,0.21875,0.018018018018018018,0.0,0.1691542288557214,0.8695081967213115,0.37735849056603776,0.054088445441156985
789,fedavg,0.0,20,25,1.4746571159434105,0.7347956131605184,0.38256244146173884,0.39520772809245336,0.3116883116883117,0.509090909090909,0.38509316770186336,0.14285714285714285,0.0,0.8722700198544011,0.5454545454545454,0.039751150194897285
789,fedavg,0.0,20,26,1.290474807871422,0.7278165503489531,0.4516959589559121,0.404572961328875,0.27906976744186046,0.21212121212121213,0.2695035460992908,0.4827586206896552,0.22857142857142856,0.8785046728971962,0.48148148148148145,0.033027032685812745
789,fedavg,0.0,20,27,1.3773211457674668,0.7308075772681955,0.42379797555441584,0.4154067268340823,0.3434343434343434,0.5172413793103449,0.2204724409448819,0.2857142857142857,0.05217391304347826,0.873426110006627,0.6153846153846154,0.04587856291279581
789,fedavg,0.0,20,28,1.3559817120893407,0.732801595214357,0.44689206293421746,0.4090508881979667,0.25,0.21875,0.33962264150943394,0.41025641025641024,0.23529411764705882,0.8728476821192053,0.5365853658536586,0.031979211772289275
789,fedavg,0.0,20,29,1.3649536724817954,0.732801595214357,0.4091300306756981,0.3928775641945865,0.367816091954023,0.5,0.1774193548387097,0.0,0.18705035971223022,0.875,0.6428571428571429,0.031689994398442355
789,fedavg,0.0,20,30,1.375499247256685,0.7397806580259222,0.44777848583469193,0.42646524507976097,0.2222222222222222,0.4523809523809524,0.43902439024390244,0.3870967741935484,0.03508771929824561,0.8780160857908847,0.5714285714285714,0.029852017792582286
789,fedavg,0.0,20,31,1.4380516509710257,0.7198404785643071,0.39232778530202417,0.3628783178432737,0.3614457831325301,0.45714285714285713,0.035398230088495575,0.0,0.16774193548387098,0.8732581287325812,0.6451612903225806,0.037346619850954076
789,fedavg,0.0,20,32,1.4120508216076335,0.7337986041874377,0.4396564793520297,0.3626027773396194,0.0,0.24242424242424243,0.4711111111111111,0.3333333333333333,0.0,0.8852901484480432,0.6060606060606061,0.015081806703373637
789,fedavg,0.0,20,33,1.3522709946214024,0.7218344965104686,0.3934545600821947,0.36277183912506655,0.36363636363636365,0.5087719298245614,0.017857142857142856,0.0,0.19047619047619047,0.8780160857908847,0.5806451612903226,0.03882455875588439
789,fedavg,0.0,20,34,1.44166192884816,0.7308075772681955,0.4213569412632644,0.37038335205741674,0.15789473684210525,0.18461538461538463,0.46296296296296297,0.3076923076923077,0.0,0.8795180722891566,0.6,0.030534474588151353
789,fedavg,0.0,20,35,1.391467248513953,0.7188434695912264,0.3869694244401504,0.34809004405577554,0.32432432432432434,0.36363636363636365,0.0,0.0,0.23783783783783785,0.8792528352234823,0.631578947368421,0.03980734356676492
789,fedavg,0.0,20,36,1.4249078552363996,0.7377866400797607,0.43105317789158537,0.389439545112411,0.05714285714285714,0.41025641025641024,0.4700460829493088,0.3137254901960784,0.0,0.8823133826496301,0.5925925925925926,0.03772725744294063
789,fedavg,0.0,20,37,1.5485240830143807,0.7168494516450648,0.3843327168854101,0.3504018807654762,0.3,0.43478260869565216,0.0,0.0,0.22797927461139897,0.8746666666666667,0.6153846153846154,0.02209807469632025
789,fedavg,0.0,20,38,1.3687903545314033,0.7387836490528414,0.4481027949412025,0.40253450959495646,0.30434782608695654,0.21212121212121213,0.5,0.3,0.0,0.8858879135719109,0.6153846153846154,0.019740147292053953
789,fedavg,0.0,20,39,1.4254185147323495,0.7218344965104686,0.3988287615922276,0.3870474266702487,0.3508771929824561,0.4791666666666667,0.017857142857142856,0.15384615384615385,0.2222222222222222,0.874251497005988,0.6111111111111112,0.041876972140579186
789,fedavg,0.0,20,40,1.377924818876139,0.7318045862412762,0.41836824377807985,0.42268965674599723,0.3050847457627119,0.4897959183673469,0.36065573770491804,0.37037037037037035,0.0,0.8729208250166334,0.56,0.04440979001860922
789,fedavg,0.0,20,41,1.4836580792547818,0.7148554336989033,0.3722366015106062,0.32856019103806716,0.36,0.3333333333333333,0.017699115044247787,0.0,0.2636363636363636,0.8808080808080808,0.4444444444444444,0.012468958649146558
789,fedavg,0.0,20,42,1.5584795890990664,0.7347956131605184,0.38347101766305514,0.4073793851920846,0.2909090909090909,0.5046728971962616,0.3978494623655914,0.2857142857142857,0.0,0.8725099601593626,0.5,0.009545312958711546
789,fedavg,0.0,20,43,1.385424566708676,0.7298105682951147,0.421610174537575,0.3777601487312695,0.40540540540540543,0.48484848484848486,0.0,0.0,0.3024390243902439,0.8875255623721882,0.5641025641025641,0.018679276992572807
789,fedavg,0.0,20,44,1.4025375525711303,0.7397806580259222,0.4456865106748011,0.4371055520000972,0.2909090909090909,0.5,0.41025641025641024,0.3225806451612903,0.03508771929824561,0.8802153432032301,0.6206896551724138,0.019454552528947545
789,fedavg,0.0,20,45,1.3797620818954879,0.7258225324027916,0.39829450777928527,0.3801885213242633,0.3333333333333333,0.5046728971962616,0.0,0.0,0.25365853658536586,0.8821548821548821,0.6875,0.028017993765719396
789,fedavg,0.0,20,46,1.4974018551060115,0.7377866400797607,0.4033701661336321,0.40078309648309135,0.30434782608695654,0.4146341463414634,0.45933014354066987,0.35,0.0,0.87716955941255,0.4,0.008406701573589007
789,fedavg,0.0,20,47,1.3539374445751682,0.7208374875373879,0.3793656762040837,0.35757591119350157,0.3488372093023256,0.45871559633027525,0.0,0.0,0.2235294117647059,0.8793565683646113,0.5925925925925926,0.0560417092506435
789,fedavg,0.0,20,48,1.485139395220805,0.732801595214357,0.443310007712818,0.39527372444486264,0.05714285714285714,0.3287671232876712,0.4326923076923077,0.36363636363636365,0.0,0.875,0.7096774193548387,0.025214078382436736
789,fedavg,0.0,20,49,1.346856512433867,0.7357926221335992,0.4336691464326124,0.43243048136661333,0.38461538461538464,0.4752475247524752,0.21374045801526717,0.15384615384615385,0.21621621621621623,0.8736702127659575,0.7096774193548387,0.021498626022254445
789,fedavg,0.0,20,50,1.1608842547132392,0.752741774675972,0.4925961004415337,0.4938944555010081,0.3389830508474576,0.47191011235955055,0.4421052631578947,0.46153846153846156,0.1732283464566929,0.8819959541469993,0.6875,0.03336891749465602
789,fedavg,0.0,20,51,1.3384006660457624,0.7337986041874377,0.4418074045708706,0.44125966649929543,0.3561643835616438,0.4421052631578947,0.14516129032258066,0.375,0.2634730538922156,0.8783422459893048,0.6285714285714286,0.01698421204101066
789,fedavg,0.0,20,52,1.356674141089914,0.7387836490528414,0.44317968673940566,0.43500757020352604,0.27586206896551724,0.4731182795698925,0.41450777202072536,0.3333333333333333,0.05263157894736842,0.8802153432032301,0.6153846153846154,0.010624258900092153
789,fedavg,0.0,20,53,1.3444563921165846,0.7337986041874377,0.4363330458178233,0.42973868503837925,0.35,0.45652173913043476,0.08547008547008547,0.2857142857142857,0.2994652406417112,0.8839406207827261,0.6470588235294118,0.01689152943509869
789,fedavg,0.0,20,54,1.3643006081001114,0.7397806580259222,0.44005268525174845,0.4401765002937203,0.2807017543859649,0.5192307692307693,0.39790575916230364,0.37037037037037035,0.017857142857142856,0.8797850906648758,0.6153846153846154,0.018298648867505356
789,fedavg,0.0,20,55,1.3831295424539332,0.7298105682951147,0.41286642235119986,0.4032670507128455,0.38596491228070173,0.4731182795698925,0.035398230088495575,0.15384615384615385,0.2764976958525346,0.8869329722410291,0.6111111111111112,0.013872311447375916
789,fedavg,0.0,20,56,1.4549924875660647,0.7437686939182453,0.4626191529001833,0.4393092482543281,0.3103448275862069,0.4819277108433735,0.4716981132075472,0.3333333333333333,0.0,0.8852681602172437,0.5925925925925926,0.01245637222928555
789,fedavg,0.0,20,57,1.5891072475541743,0.715852442671984,0.36047564794637393,0.3237426527713418,0.27906976744186046,0.34210526315789475,0.0,0.0,0.2545454545454545,0.8798397863818425,0.5106382978723404,0.010510574171116463
789,fedavg,0.0,20,58,1.4453950214718774,0.7417746759720838,0.41847999775400246,0.42386087554942303,0.3076923076923077,0.5185185185185185,0.43564356435643564,0.3225806451612903,0.0,0.8825910931174089,0.5,0.020928155926057422
789,fedavg,0.0,20,59,1.5566835455737584,0.7048853439680958,0.3676526650765527,0.31209344877132444,0.32558139534883723,0.21212121212121213,0.0,0.15384615384615385,0.24,0.8816768086544963,0.37142857142857144,0.008900294329144583
789,fedavg,0.0,20,60,1.4736321573837448,0.732801595214357,0.3880200205727138,0.38985700571029686,0.37362637362637363,0.47368421052631576,0.3473053892215569,0.15384615384615385,0.0,0.8805369127516779,0.5,0.009915511771979765
789,fedavg,0.0,20,61,1.5625647638635645,0.715852442671984,0.425401211232593,0.3508041839825339,0.0,0.3188405797101449,0.11764705882352941,0.43243243243243246,0.21782178217821782,0.8790915163660654,0.4897959183673469,0.028815721620279244
789,fedavg,0.0,20,62,1.274832407593846,0.7357926221335992,0.37046910302179625,0.37193341658687695,0.2823529411764706,0.5,0.3878787878787879,0.0,0.05217391304347826,0.8811282740094023,0.5,0.034915710517000535
789,fedavg,0.0,20,63,1.4076143538250643,0.7337986041874377,0.4436870564505225,0.4384981791423466,0.2553191489361702,0.4,0.24060150375939848,0.5,0.25510204081632654,0.8818791946308725,0.5365853658536586,0.017074553561564707
789,fedavg,0.0,20,64,1.4290717846731602,0.744765702891326,0.4198766452864814,0.4217029786099504,0.3170731707317073,0.5,0.4444444444444444,0.25,0.035398230088495575,0.8864864864864865,0.5185185185185185,0.006972908974724027
