round,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,balanced_accuracy,worst_class_f1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1992818671454219,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.14285714285714285,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.14285714285714285,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.14285714285714285,0.0
4,0.0,0.0,0.0,0.0,0.03571428571428571,0.01818181818181818,0.0,0.0,0.0,0.0,0.8026315789473685,1.0,0.0,0.0,0.14545454545454545,0.0
5,0.0,0.0,0.0,0.0,0.03571428571428571,0.01818181818181818,0.0,0.0,0.0,0.0,0.8045563549160671,1.0,0.0,0.0,0.14545454545454545,0.0
6,0.0,0.0,0.0,0.0,0.018018018018018018,0.00909090909090909,0.0,0.0,0.0,0.0,0.8050389922015597,1.0,0.0,0.0,0.14415584415584415,0.0
7,0.0,0.0,0.06060606060606061,0.038461538461538464,0.05217391304347826,0.02727272727272727,0.0,0.0,0.0,0.0,0.8096676737160121,0.9985096870342772,0.0,0.0,0.15203485039550615,0.0
8,0.0,0.0,0.16470588235294117,0.1346153846153846,0.05128205128205128,0.02727272727272727,0.0,0.0,0.0,0.0,0.8154506437768241,0.9910581222056631,0.0,0.0,0.16470660487053929,0.0
9,0.0,0.0,0.08450704225352113,0.057692307692307696,0.03508771929824561,0.01818181818181818,0.0,0.0,0.0,0.0,0.8116293155663235,0.9985096870342772,0.0,0.0,0.1534834018440576,0.0
10,0.0,0.0,0.15730337078651685,0.1346153846153846,0.0967741935483871,0.05454545454545454,0.0,0.0,0.0,0.0,0.8204811844540407,0.9910581222056631,0.0,0.0,0.1686027087666432,0.0
11,0.0,0.0,0.14634146341463414,0.11538461538461539,0.05084745762711865,0.02727272727272727,0.0,0.0,0.0,0.0,0.8178484107579462,0.9970193740685543,0.0,0.0,0.162810959532271,0.0
12,0.0,0.0,0.3302752293577982,0.34615384615384615,0.112,0.06363636363636363,0.0,0.0,0.0,0.0,0.8292682926829268,0.9880774962742176,0.0,0.0,0.1996953865806325,0.0
13,0.0,0.0,0.23655913978494625,0.21153846153846154,0.09523809523809523,0.05454545454545454,0.0,0.0,0.0,0.0,0.8247678018575851,0.992548435171386,0.0,0.0,0.1798046216079003,0.0
14,0.0,0.0,0.43333333333333335,0.5,0.109375,0.06363636363636363,0.0,0.0,0.034782608695652174,0.018018018018018018,0.8383838383838383,0.9895678092399404,0.0,0.0,0.22446031298490315,0.0
15,0.0,0.0,0.2912621359223301,0.28846153846153844,0.13846153846153847,0.08181818181818182,0.0,0.0,0.017543859649122806,0.009009009009009009,0.83,0.9895678092399404,0.0,0.0,0.19555093407552424,0.0
16,0.0,0.0,0.3669724770642202,0.38461538461538464,0.1111111111111111,0.06363636363636363,0.0,0.0,0.0,0.0,0.8342714196372732,0.9940387481371088,0.0,0.0,0.20604149948412243,0.0
17,0.0,0.0,0.2222222222222222,0.19230769230769232,0.11023622047244094,0.06363636363636363,0.0,0.0,0.034782608695652174,0.018018018018018018,0.8260061919504644,0.9940387481371088,0.0,0.0,0.18114297458559753,0.0
18,0.0,0.0,0.2736842105263158,0.25,0.16666666666666666,0.1,0.0,0.0,0.0,0.0,0.8301182327317984,0.9940387481371088,0.0,0.0,0.1920055354481584,0.0
19,0.0,0.0,0.3392857142857143,0.36538461538461536,0.17142857142857143,0.10909090909090909,0.0,0.0,0.03508771929824561,0.018018018018018018,0.83617963314358,0.9850968703427719,0.0,0.0,0.21108434469090206,0.0
20,0.0,0.0,0.37168141592920356,0.40384615384615385,0.08333333333333333,0.045454545454545456,0.0,0.0,0.0,0.0,0.8321896444167186,0.9940387481371088,0.0,0.0,0.2061913496339726,0.0
