round,client_id,num_samples,val_loss,val_macro_f1
1,2,1872,1.3513447431362757,0.2526358881447998
1,3,173,10.59961076224908,0.0158156435264869
1,5,81,8.731852138743681,0.02850975894287817
1,7,30,4.0141449571250085,0.028449566803035786
1,1,1872,1.4011220749567894,0.1974654523463521
2,1,1872,1.4916030318287767,0.20869145236279105
2,7,30,4.440153188981182,0.014082599864590387
2,8,30,4.2495497007550656,0.014082599864590387
2,0,1874,1.3510640153618658,0.2619565134073492
2,3,173,8.503697768046873,0.03764557289553836
3,7,30,6.657726342038642,0.02612710270276331
3,2,1872,1.5005687752131331,0.22873745945662022
3,1,1872,2.5352484293259745,0.15980837444252077
3,8,30,4.887807906446524,0.017824891167703295
3,9,30,7.806492713251237,0.04862930757284476
4,9,30,7.807760977436039,0.02305798444365106
4,2,1872,2.422254216278776,0.19147306171077355
4,4,256,9.042001864013976,0.014082599864590387
4,5,81,9.420086329147324,0.003377902885292048
4,1,1872,2.169459049746855,0.2360563534202603
5,5,81,10.416408169899482,0.003377902885292048
5,7,30,10.134946628201638,0.014095960965031174
5,1,1872,2.446088215170924,0.2101324035511114
5,4,256,10.687967449694069,0.014082599864590387
5,0,1874,3.1887595919764053,0.1738247094490956
6,3,173,9.784195025207277,0.009100937672366244
6,9,30,8.738678598451472,0.030329506253358434
6,2,1872,2.269128629479071,0.21880494944563916
6,8,30,7.384878234635084,0.01913209267625482
6,5,81,11.710006608325962,0.0033812341504649195
7,7,30,12.657167465118683,0.01758861439312567
7,6,92,8.046164299650183,0.026236741035342744
7,8,30,7.609804312229632,0.026435277708240102
7,4,256,10.530138441715259,0.014082599864590387
7,1,1872,2.4071785386276625,0.2513279088049708
8,3,173,10.858773884720959,0.017319254761607998
8,1,1872,2.5271127330935963,0.2276804214711177
8,7,30,13.009754886418017,0.014163148576875936
8,9,30,10.433775588974045,0.04263234328684823
8,6,92,9.474049436012033,0.027723616942602974
9,4,256,12.972463283557834,0.014082599864590387
9,2,1872,2.3721104291001205,0.23385970593981925
9,9,30,9.942183716109362,0.038235933682096254
9,3,173,10.020258023993206,0.03178795453473565
9,6,92,8.965533889778115,0.02955935657898232
10,3,173,10.876905543022117,0.029526499865482916
10,2,1872,2.3100702795882526,0.2501972659387535
10,5,81,12.601819770523939,0.008091963441831447
10,1,1872,2.5021802074055848,0.2459389729862502
10,0,1874,2.38227829215296,0.2559989966135708
11,1,1872,2.7076938504117316,0.25822213891482954
11,6,92,7.396357709365494,0.023347887416175384
11,7,30,12.906076710816038,0.04337672064939301
11,9,30,11.111123816203976,0.04592224553909711
11,5,81,10.38055390636562,0.008407156505124197
12,9,30,11.501263928437162,0.027979442472793676
12,0,1874,3.0211547868677293,0.19870318588222594
12,5,81,13.71428841298979,0.0033812341504649195
12,6,92,9.838154540817854,0.03146336270510643
12,3,173,10.460133257796496,0.028133687540408736
13,6,92,10.514188088543513,0.01827334626069661
13,3,173,13.505195330527583,0.0161937284874109
13,4,256,11.285684306980487,0.014082599864590387
13,8,30,10.336205004219519,0.03161023223801528
13,0,1874,2.078549004147797,0.26087080471145085
14,1,1872,2.5039233659818425,0.2248906289674393
14,8,30,6.921888008193742,0.05129506529981596
14,4,256,12.857798973798515,0.018849370617555126
14,2,1872,3.158717417407963,0.17446948802499582
14,0,1874,2.138518687616198,0.2654688530484965
15,2,1872,2.291710987642541,0.26234156820622984
15,0,1874,2.1466634240250286,0.26701947398973586
15,4,256,9.374666894777704,0.014082599864590387
15,1,1872,2.2661401868936193,0.2586901907045792
15,8,30,6.648699575026751,0.02919612258508279
16,3,173,11.957253543591333,0.03905103637264714
16,2,1872,2.484157452673641,0.25024608772681883
