round,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,loss,train_loss_weighted,train_loss_unweighted
85,0.7248255234297108,0.2866153784186571,0.2619838681587069,0.0,0.0,0.0,0.0,0.0,0.0,0.5018450184501845,0.6181818181818182,0.0,0.0,0.46153846153846156,0.4864864864864865,0.8705035971223022,0.9016393442622951,0.0,0.0,1.9831673495196631,0.06031198864287087,0.7746465897056544
86,0.7018943170488534,0.2718294406818997,0.2518156787735664,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.44545454545454544,0.0,0.0,0.4413793103448276,0.5765765765765766,0.8546637744034707,0.8807749627421758,0.0,0.0,1.346768645916955,0.12289113325220964,0.959214999114975
87,0.7318045862412762,0.2773178969900281,0.2605120699965379,0.0,0.0,0.0,0.0,0.0,0.0,0.4794007490636704,0.5818181818181818,0.0,0.0,0.47058823529411764,0.43243243243243246,0.8735955056179775,0.9269746646795827,0.0,0.0,2.0671403236902606,0.03279798680675403,0.5556407587650366
88,0.7168494516450648,0.2769044719864392,0.26516059039639045,0.0,0.0,0.0,0.0,0.06451612903225806,0.038461538461538464,0.4727272727272727,0.4727272727272727,0.0,0.0,0.45849802371541504,0.5225225225225225,0.8603827072997874,0.9046199701937406,0.0,0.0,1.401957602824195,0.13176606085800732,1.090381260200425
89,0.06480558325024925,0.2607297464440322,0.04209837171585675,0.0,0.0,0.04878048780487805,0.030303030303030304,0.12967581047381546,1.0,0.018018018018018018,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.09821428571428571,0.7857142857142857,13.395249736629953,0.5006648724932977,0.801482678791508
90,0.7407776669990029,0.27169191759355693,0.26329436949712137,0.0,0.0,0.0,0.0,0.0,0.0,0.5344827586206896,0.5636363636363636,0.0,0.0,0.4387755102040816,0.38738738738738737,0.8698023176550784,0.9508196721311475,0.0,0.0,1.6114283776354577,0.11102525989735504,0.5025628939170186
91,0.7258225324027916,0.2835708819315377,0.2614019741894397,0.0,0.0,0.0,0.0,0.0,0.0,0.49429657794676807,0.5909090909090909,0.0,0.0,0.46551724137931033,0.4864864864864865,0.87,0.9076005961251863,0.0,0.0,1.7429740679703825,0.09642872566848978,1.2146806200798057
92,0.715852442671984,0.27064236900302474,0.25295836409894007,0.0,0.0,0.0,0.0,0.0,0.0,0.4819277108433735,0.5454545454545454,0.0,0.0,0.4298245614035088,0.44144144144144143,0.8589562764456982,0.9076005961251863,0.0,0.0,1.5060430444249604,0.19105048833296007,1.6245195521424756
93,0.7258225324027916,0.279251084169117,0.2603721440642627,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.5727272727272728,0.0,0.0,0.45217391304347826,0.46846846846846846,0.8664310954063604,0.9135618479880775,0.0,0.0,1.6030848808326608,0.11596705414366856,1.283458150949648
94,0.7238285144566301,0.2787901804295247,0.2608158571883734,0.0,0.0,0.0,0.0,0.0,0.0,0.4897959183673469,0.5454545454545454,0.0,0.0,0.47413793103448276,0.4954954954954955,0.8617771509167842,0.910581222056632,0.0,0.0,1.824931419145312,0.12989542242104288,1.356007327537799
