seed,algorithm,mu,local_epochs,round,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_f1_class_0,val_f1_class_1,val_f1_class_2,val_f1_class_3,val_f1_class_4,val_f1_class_5,val_f1_class_6,train_loss
123,fedprox,0.01,20,1,1.2067354287606769,0.7008973080757727,0.37612469497715395,0.30326168052982355,0.3333333333333333,0.4606741573033708,0.45714285714285713,0.0,0.0,0.8716814159292036,0.0,0.9198882774202485
123,fedprox,0.01,20,2,1.4108200768530665,0.7058823529411765,0.4011578585349077,0.3240898062184217,0.4077669902912621,0.5106382978723404,0.48375451263537905,0.0,0.0,0.8664688427299704,0.0,0.6489809398482267
123,fedprox,0.01,20,3,1.4981797275134359,0.6899302093718843,0.4238548336908992,0.33256775939493327,0.4485981308411215,0.562962962962963,0.4658385093167702,0.0,0.0,0.8505747126436781,0.0,0.4506043827081572
123,fedprox,0.01,20,4,1.6381266669761148,0.7168494516450648,0.38265040969959,0.3254641184473096,0.3835616438356164,0.5323741007194245,0.4864864864864865,0.0,0.0,0.8758265980896399,0.0,0.2782071487395902
123,fedprox,0.01,20,5,2.0449313948660763,0.5922233300099701,0.4126687520130143,0.30185988898347377,0.46017699115044247,0.5217391304347826,0.3521739130434783,0.0,0.0,0.7789291882556131,0.0,0.18448312762986036
123,fedprox,0.01,20,6,2.051442281436825,0.7427716849451645,0.4164111844439713,0.35674919285564083,0.5,0.609375,0.50199203187251,0.0,0.0,0.8858773181169758,0.0,0.08105705771413402
123,fedprox,0.01,20,7,2.3170864123290222,0.7417746759720838,0.38575168001397514,0.3477354530630957,0.4691358024691358,0.6115702479338843,0.4766355140186916,0.0,0.0,0.8768066070199587,0.0,0.04853819259985444
123,fedprox,0.01,20,8,2.274854731583524,0.7367896311066799,0.4016057712779024,0.3496939101010449,0.4772727272727273,0.6016260162601627,0.49166666666666664,0.0,0.0,0.8772919605077574,0.0,0.016379693214765026
123,fedprox,0.01,20,9,2.210912855886153,0.7387836490528414,0.39682967305918126,0.3494560450555495,0.46511627906976744,0.6115702479338843,0.4915254237288136,0.0,0.0,0.8779803646563815,0.0,0.012859990370020058
123,fedprox,0.01,20,10,2.164072752474312,0.7407776669990029,0.39205357484046005,0.3485793047722082,0.4578313253012048,0.6115702479338843,0.49137931034482757,0.0,0.0,0.8792742498255408,0.0,0.00926597486555462
