round,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,loss
0,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,1.8934066325336962
1,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.9952489658224499
2,0.6699900299102692,0.14415584415584415,0.11716712015576332,0.0,0.0,0.0,0.0,0.0,0.0,0.018018018018018018,0.00909090909090909,0.0,0.0,0.0,0.0,0.8021518230723251,1.0,0.0,0.0,0.9244234200013599
3,0.67098703888335,0.14654034490100062,0.12223085891954917,0.0,0.0,0.0,0.0,0.0,0.0,0.04838709677419355,0.02727272727272727,0.0,0.0,0.0,0.0,0.8072289156626506,0.9985096870342772,0.0,0.0,0.9239935233134215
4,0.67098703888335,0.14545454545454545,0.11981150480992901,0.0,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.01818181818181818,0.0,0.0,0.0,0.0,0.8035928143712575,1.0,0.0,0.0,0.9361961415020799
5,0.67098703888335,0.14545454545454545,0.1199172162811856,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.01818181818181818,0.0,0.0,0.0,0.0,0.8055222088835534,1.0,0.0,0.0,0.9159973152613236
6,0.6799601196410767,0.16040025548222267,0.1441757871391558,0.0,0.0,0.0,0.0,0.0,0.0,0.19310344827586207,0.12727272727272726,0.0,0.0,0.0,0.0,0.8161270616982285,0.9955290611028316,0.0,0.0,0.8508663854950803
7,0.6799601196410767,0.15822865658931232,0.1413681977645427,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.10909090909090909,0.0,0.0,0.0,0.0,0.8131067961165048,0.9985096870342772,0.0,0.0,0.8576947331785086
8,0.6769690927218345,0.15324675324675324,0.13355816295463593,0.0,0.0,0.0,0.0,0.0,0.0,0.12403100775193798,0.07272727272727272,0.0,0.0,0.0,0.0,0.8108761329305136,1.0,0.0,0.0,0.8704867614943864
9,0.6939182452642074,0.1840110708963168,0.16763916184571098,0.0,0.0,0.0,0.0,0.0,0.0,0.3384615384615385,0.3,0.0,0.0,0.0,0.0,0.8350125944584383,0.9880774962742176,0.0,0.0,0.8306779176858463
