client_id,num_train_samples,num_test_samples,local_class_distribution,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,per_class_recall_json,per_class_f1_json
0,265,146,"{""0"": 3, ""1"": 16, ""2"": 124, ""3"": 2, ""4"": 1}",0.3424657534246575,0.210752688172043,0.10125134980626309,0.0,0.0,"[0.6666666666666666, 0.0, 0.3870967741935484, 0.0, 0.0, 0.0, 0.0]","[0.15384615384615385, 0.0, 0.5549132947976878, 0.0, 0.0, 0.0, 0.0]"
1,126,165,"{""0"": 25, ""1"": 40, ""2"": 4, ""4"": 3, ""5"": 92, ""6"": 1}",0.6424242424242425,0.4219082125603865,0.3037749526039924,0.0,0.0,"[0.68, 0.0, 0.25, 0.0, 0.6666666666666666, 0.9347826086956522, 0.0]","[0.5573770491803278, 0.0, 0.25, 0.0, 0.5, 0.819047619047619, 0.0]"
2,488,242,"{""0"": 3, ""4"": 48, ""5"": 191}",0.8057851239669421,0.4183027923211169,0.1919188728122828,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.3125, 0.9424083769633508, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.4411764705882353, 0.9022556390977443, 0.0]"
3,211,340,"{""1"": 11, ""2"": 17, ""3"": 2, ""4"": 15, ""5"": 292, ""6"": 3}",0.8676470588235294,0.2830983078162772,0.25554112554112557,0.0,0.0,"[0.0, 0.0, 0.5294117647058824, 0.0, 0.2, 0.9691780821917808, 0.0]","[0.0, 0.0, 0.5454545454545454, 0.0, 0.3, 0.9433333333333334, 0.0]"
4,133,263,"{""0"": 3, ""1"": 4, ""2"": 4, ""4"": 134, ""5"": 118}",0.5627376425855514,0.48799645838603595,0.2127911466170161,0.0,0.0,"[1.0, 0.0, 0.25, 0.0, 0.22388059701492538, 0.9661016949152542, 0.0]","[0.3, 0.0, 0.1111111111111111, 0.0, 0.3614457831325301, 0.7169811320754716, 0.0]"
5,930,398,"{""2"": 33, ""3"": 6, ""4"": 2, ""5"": 357}",0.8969849246231156,0.5115227909345557,0.2895271129508959,0.0,0.0,"[0.0, 0.0, 0.42424242424242425, 0.16666666666666666, 0.5, 0.9551820728291317, 0.0]","[0.0, 0.0, 0.5384615384615384, 0.25, 0.2857142857142857, 0.952513966480447, 0.0]"
6,2632,141,"{""0"": 26, ""1"": 17, ""2"": 5, ""3"": 1, ""4"": 6, ""5"": 63, ""6"": 23}",0.5957446808510638,0.3431874868118931,0.3201352479554583,0.0,0.0,"[0.7692307692307693, 0.058823529411764705, 0.4, 0.0, 0.16666666666666666, 0.9206349206349206, 0.08695652173913043]","[0.6779661016949152, 0.1111111111111111, 0.3076923076923077, 0.0, 0.25, 0.7341772151898734, 0.16]"
7,779,209,"{""1"": 8, ""2"": 19, ""3"": 1, ""4"": 1, ""5"": 179, ""6"": 1}",0.8181818181818182,0.21410369499166912,0.18934481870742723,0.0,0.0,"[0.0, 0.0, 0.3684210526315789, 0.0, 0.0, 0.9162011173184358, 0.0]","[0.0, 0.0, 0.4117647058823529, 0.0, 0.0, 0.9136490250696379, 0.0]"
8,1432,78,"{""0"": 5, ""1"": 6, ""2"": 12, ""3"": 3, ""4"": 8, ""5"": 44}",0.6538461538461539,0.3416666666666666,0.24359838274932616,0.0,0.0,"[0.8, 0.0, 0.25, 0.0, 0.0, 1.0, 0.0]","[0.5, 0.0, 0.375, 0.0, 0.0, 0.8301886792452831, 0.0]"
9,11,23,"{""0"": 1, ""1"": 1, ""2"": 2, ""3"": 8, ""4"": 5, ""5"": 5, ""6"": 1}",0.2608695652173913,0.2857142857142857,0.10884353741496598,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.47619047619047616, 0.0]"
