round,client_id,num_samples,val_loss,val_macro_f1
1,5,81,13.781779103835344,0.05119928222316135
1,8,30,3.2695903958732324,0.05354814356251804
1,0,1874,1.4227966524786868,0.17566917831309897
1,9,30,4.980752888372389,0.016572754391779913
1,3,173,17.31053544421971,0.009100937672366244
2,2,1872,1.3754005127271651,0.2538954903489025
2,9,30,3.2299274808744847,0.022128851540616248
2,7,30,5.935041507005929,0.039226237679845934
2,1,1872,1.384614187663241,0.2590552703762636
2,4,256,9.685922779566269,0.014082599864590387
3,2,1872,1.5617603380920166,0.22710495799364555
3,3,173,10.568096343446467,0.009100937672366244
3,0,1874,1.3197322531806626,0.22704056570205614
3,5,81,7.178188048236272,0.0035603026257231864
3,1,1872,1.4406554595542216,0.2558295288651736
4,3,173,9.4230910079667,0.009100937672366244
4,7,30,8.582240233036243,0.05375199772043065
4,6,92,3.778432403224059,0.021163208591905385
4,2,1872,1.8243128947341667,0.22501267544789189
4,8,30,6.071609587398388,0.014095960965031174
5,6,92,5.028957028926191,0.025073141578468232
5,1,1872,1.812375653419989,0.2502613862421055
5,4,256,9.702612453776366,0.014082599864590387
5,0,1874,1.9997456189048135,0.22605426325043382
5,8,30,10.637071021889167,0.014176663031624863
6,0,1874,2.130375580321756,0.23115838954475507
6,4,256,11.617170409452642,0.014082599864590387
6,8,30,10.960803794480512,0.02572847095564094
6,7,30,12.032063311142318,0.023438911956807702
6,5,81,8.007171035644896,0.0035346097201767305
7,6,92,5.104158221783928,0.025623827633311645
7,4,256,11.540609604102427,0.014109347442680775
7,1,1872,2.1623222991928146,0.24928090385364726
7,0,1874,2.4521897862463864,0.21914450353756715
7,3,173,12.140309022882525,0.009100937672366244
8,8,30,13.783299390007468,0.014095960965031174
8,1,1872,3.06935236104583,0.21732289975579494
8,2,1872,5.0167075021198,0.1229029719213843
8,6,92,5.35842146735605,0.025090661590326597
8,4,256,10.775156865447968,0.014122759369907659
9,0,1874,2.5482586350065404,0.2555175818333713
9,4,256,11.582942866613477,0.020017466446037874
9,6,92,5.387827292277829,0.02571769375726715
9,1,1872,2.8227931530858323,0.22990488420695426
9,9,30,7.821963066831305,0.05469180061192432
10,2,1872,2.287056862059999,0.2688044586192126
10,1,1872,2.3043249057511153,0.26953033162765183
10,3,173,10.776754206222884,0.009100937672366244
10,8,30,15.92203431970933,0.023467760309865575
10,4,256,10.621370981127054,0.020760028149190708
11,3,173,11.032466622197616,0.009100937672366244
11,9,30,7.4663553946277315,0.07649264503395073
11,2,1872,2.7051477142250313,0.24511934150156695
11,4,256,12.377487683700302,0.021667908307001993
11,1,1872,2.6687508128576,0.24411275227072357
12,7,30,12.78153275635283,0.0463066811922919
12,5,81,10.369169836148902,0.008377224732283268
12,4,256,13.108761039117754,0.0177379496268191
12,1,1872,2.431590116392461,0.2753547411571846
12,3,173,11.170713569207539,0.009100937672366244
13,9,30,5.90083751079449,0.05516200154460871
13,3,173,15.489194736880059,0.018982492335444388
13,7,30,7.410528831443901,0.05493578068777588
13,5,81,10.809810804821558,0.038533122687038755
13,8,30,9.38508729088461,0.01708981189370404
14,8,30,6.862946589233155,0.04050065876152832
14,6,92,6.766448231542099,0.045497290011061106
14,9,30,7.913274184062497,0.03520860014747545
14,1,1872,2.186280684361786,0.26079148006128766
14,4,256,9.815107768696778,0.01786921665217811
15,9,30,5.258671364541781,0.07609433266636656
15,8,30,7.08381859730866,0.03176048080695115
15,0,1874,2.5850835561990024,0.21432158550802619
15,6,92,5.332045032162728,0.02587324883393122
15,2,1872,2.2726896208518763,0.2503202555340208
16,4,256,9.585508399803642,0.014521131033058386
16,2,1872,2.3342449158756944,0.2705226883432415
16,8,30,6.6087483679903585,0.07330433246138658
16,7,30,5.918950272937596,0.06577593113720234
16,0,1874,2.3082674286539033,0.25781084101541923
17,6,92,5.704813125245236,0.024392348654135938
17,5,81,7.239353900654604,0.0034251462822891396
17,9,30,5.199906944872018,0.12641749175454484
17,8,30,8.435786372761902,0.07806331700090466
17,2,1872,2.634361570877425,0.23506081049129307
18,3,173,8.383302875910537,0.011620684674274158
18,1,1872,2.3504655299372117,0.23966481136990897
18,4,256,8.979579305125851,0.014534517510707987
18,8,30,8.43090004507352,0.02410781086984862
18,9,30,5.458510579045487,0.11426152160640675
19,3,173,11.261344293535409,0.009543711101461861
19,9,30,5.66143536306212,0.10825617836384513
19,2,1872,2.192079970986394,0.2758036422194419
19,7,30,8.97428374799156,0.07637684735431412
19,8,30,9.518890795417702,0.02171836752600487
20,7,30,13.055830676914569,0.05665688029597804
20,3,173,11.168420884806517,0.009109730848861283
20,8,30,11.790982900564359,0.06356059983002989
20,6,92,8.063916354688072,0.012466853032273828
20,1,1872,2.346887201991894,0.2752966382883298
21,0,1874,2.21549154421387,0.26922352928951554
21,3,173,12.642647570175521,0.01424711494685168
21,9,30,7.799293413951413,0.08132725234105144
21,1,1872,2.1610272605778094,0.27593605461262
21,8,30,12.064424605098583,0.019089256951260174
22,3,173,11.804786078357031,0.023014525561214864
22,2,1872,2.2335135596818247,0.271562704184643
22,1,1872,2.3420939005740498,0.28721751408976076
22,6,92,6.967666293188914,0.0193620112452467
22,4,256,10.136961292768879,0.02237815753825606
23,4,256,12.663234894201977,0.019687461547926666
23,6,92,6.131941488233664,0.02064193663680185
23,3,173,12.939963452005435,0.021866900001650955
23,9,30,7.893332341138055,0.11388753466003436
23,8,30,11.65575797916766,0.03284750776913786
24,6,92,5.470252023736834,0.026091868081855565
24,4,256,11.785646805615867,0.019331694870250566
24,5,81,10.301940356983858,0.03537608717598867
24,1,1872,1.9518079073098697,0.2656252472648363
24,7,30,8.744540368571714,0.050019744319116856
25,9,30,3.0266830645434757,0.1153591687401694
25,5,81,9.38777364500736,0.003552923760177646
