round,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,loss,train_loss_weighted,train_loss_unweighted
0,0.10269192422731804,0.18564993564993565,0.04263668205274045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024330900243309004,0.4166666666666667,0.27412587412587414,0.8828828828828829,0.0,0.0,0.0,0.0,1.961469887736312,,
1,0.6989032901296112,0.19484777517564403,0.1823419827780117,0.0,0.0,0.0,0.0,0.0,0.0,0.45161290322580644,0.38181818181818183,0.0,0.0,0.0,0.0,0.8247809762202754,0.9821162444113264,0.0,0.0,1.2079127001263208,0.5456701492797034,0.7939783776694604
2,0.7337986041874377,0.28543789691330673,0.2642167334841068,0.0,0.0,0.0,0.0,0.0,0.0,0.5015873015873016,0.7181818181818181,0.0,0.0,0.47337278106508873,0.36036036036036034,0.8745570517363572,0.9195230998509687,0.0,0.0,1.0896748419654214,0.48783617545549723,1.1820996358119331
3,0.7288135593220338,0.2920207838240625,0.26009068311676453,0.0,0.0,0.0,0.0,0.0,0.0,0.5056179775280899,0.8181818181818182,0.0,0.0,0.43373493975903615,0.32432432432432434,0.8812818645302258,0.9016393442622951,0.0,0.0,1.2244537827500317,0.42436048398444676,0.6437451601565136
4,0.6729810568295115,0.25166859429154514,0.22736093198121873,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.42727272727272725,0.0,0.0,0.33650793650793653,0.4774774774774775,0.8550185873605948,0.856929955290611,0.0,0.0,1.212904080020585,0.44917252598536755,1.3807995372516035
5,0.6640079760717846,0.3016953508756787,0.24955989227096947,0.0,0.0,0.0,0.0,0.0,0.0,0.48632218844984804,0.7272727272727273,0.0,0.0,0.43312101910828027,0.6126126126126126,0.8274760383386581,0.7719821162444114,0.0,0.0,1.4117237125056334,0.35187151001587974,0.7375051389616194
6,0.6311066799601196,0.26760650367207744,0.22530233812656356,0.0,0.0,0.0,0.0,0.0,0.0,0.4025974025974026,0.5636363636363636,0.0,0.0,0.35260115606936415,0.5495495495495496,0.821917808219178,0.7600596125186289,0.0,0.0,1.3245406869876897,0.3084528643853236,1.2618786041820842
7,0.7387836490528414,0.28757650560929243,0.26585692831802366,0.0,0.0,0.0,0.0,0.0,0.0,0.5642857142857143,0.7181818181818181,0.0,0.0,0.422680412371134,0.36936936936936937,0.8740323715693173,0.9254843517138599,0.0,0.0,1.3133635443680782,0.17728700021133112,0.38782364392835295
8,0.6151545363908275,0.28667426208409813,0.23094445435886346,0.0,0.0,0.0,0.0,0.0,0.0,0.4198473282442748,0.5,0.0,0.0,0.4018058690744921,0.8018018018018018,0.7949579831932773,0.7049180327868853,0.0,0.0,1.7958823421065615,0.17360470090557784,0.7083687575293165
9,0.6849451645064806,0.2994174928601158,0.2596587278320609,0.0,0.0,0.0,0.0,0.0,0.0,0.526829268292683,0.4909090909090909,0.0,0.0,0.4536082474226804,0.7927927927927928,0.837173579109063,0.812220566318927,0.0,0.0,1.8132081832866727,0.10187086775422033,0.6008172146822188
10,0.7018943170488534,0.31181682001354133,0.2650258931124966,0.0,0.0,0.0,0.0,0.0,0.0,0.5243445692883895,0.6363636363636364,0.0,0.0,0.47058823529411764,0.7207207207207207,0.860248447204969,0.8256333830104322,0.0,0.0,1.5053718225549486,0.1131852473876429,0.6165456740223145
11,0.6570289132602194,0.2955810398433349,0.24687950668963068,0.0,0.0,0.0,0.0,0.0,0.0,0.4748858447488584,0.4727272727272727,0.0,0.0,0.423963133640553,0.8288288288288288,0.8293075684380032,0.767511177347243,0.0,0.0,1.887040351466429,0.08171555509471155,0.46867743455757604
12,0.4067796610169492,0.24832789422953355,0.21890251778539402,0.0,0.0,0.0,0.0,0.05102040816326531,0.19230769230769232,0.5193798449612403,0.6090909090909091,0.0,0.0,0.427536231884058,0.5315315315315315,0.5343811394891945,0.40536512667660207,0.0,0.0,1.6512263089804682,0.1465467428652363,0.7923681831761245
13,0.03389830508474576,0.1456043956043956,0.013864533474411042,0.0,0.0,0.06426484907497566,1.0,0.03278688524590164,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22115361678636,0.7508034673770312,0.9803343164299927
14,0.7288135593220338,0.2691136953432035,0.25974160523487105,0.0,0.0,0.0,0.0,0.0,0.0,0.5194805194805194,0.5454545454545454,0.0,0.0,0.4411764705882353,0.40540540540540543,0.8575342465753425,0.9329359165424739,0.0,0.0,1.619225913957727,0.1119596467941081,0.5528198593231806
15,0.7337986041874377,0.2485207157338305,0.25409716117455333,0.0,0.0,0.0,0.0,0.0,0.0,0.4918032786885246,0.4090909090909091,0.0,0.0,0.43478260869565216,0.36036036036036034,0.8520942408376964,0.970193740685544,0.0,0.0,1.8866972309998715,0.11324647148727984,1.2800276490427325
16,0.7337986041874377,0.2852155966910065,0.2687155937968176,0.0,0.0,0.0,0.0,0.0,0.0,0.5405405405405406,0.5454545454545454,0.0,0.0,0.4738955823293173,0.5315315315315315,0.8665730337078652,0.9195230998509687,0.0,0.0,1.6210701551180655,0.09236155327880653,1.2456840012944728
17,0.6311066799601196,0.2817920965461949,0.23270681390288864,0.0,0.0,0.0,0.0,0.0,0.0,0.40703517587939697,0.7363636363636363,0.0,0.0,0.41509433962264153,0.4954954954954955,0.8068181818181818,0.7406855439642325,0.0,0.0,1.9544042968084425,0.18699804582931306,1.401702821875976
18,0.7268195413758723,0.2785887867855081,0.2593153952957511,0.0,0.0,0.0,0.0,0.0,0.0,0.5633802816901409,0.7272727272727273,0.0,0.0,0.39766081871345027,0.3063063063063063,0.8541666666666666,0.9165424739195231,0.0,0.0,1.2375669839493892,0.1482837632266346,0.859601866692573
19,0.748753738783649,0.292787422295619,0.27448997936156155,0.0,0.0,0.0,0.0,0.0,0.0,0.5469387755102041,0.6090909090909091,0.0,0.0,0.49122807017543857,0.5045045045045045,0.8832630098452883,0.9359165424739195,0.0,0.0,1.6216538017792097,0.11216089092755308,0.9649370893789431
