client_id,num_train_samples,num_test_samples,local_class_distribution,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,per_class_recall_json,per_class_f1_json
0,2082,596,"{""2"": 74, ""4"": 75, ""5"": 447}",0.7483221476510067,0.6313690872080134,0.2772964354543014,0.0,0.0,"[0.0, 0.0, 0.6486486486486487, 0.0, 0.4266666666666667, 0.8187919463087249, 0.0]","[0.0, 0.0, 0.6114649681528662, 0.0, 0.45714285714285713, 0.8724672228843862, 0.0]"
1,2080,594,"{""2"": 73, ""4"": 74, ""5"": 447}",0.7626262626262627,0.6374055401360724,0.2751995348336661,0.0,0.0,"[0.0, 0.0, 0.589041095890411, 0.0, 0.4864864864864865, 0.8366890380313199, 0.0]","[0.0, 0.0, 0.5548387096774193, 0.0, 0.4768211920529801, 0.8947368421052632, 0.0]"
2,2079,594,"{""2"": 73, ""4"": 74, ""5"": 447}",0.7676767676767676,0.6472836723825048,0.28499940039189775,0.0,0.0,"[0.0, 0.0, 0.6164383561643836, 0.0, 0.4864864864864865, 0.8389261744966443, 0.0]","[0.0, 0.0, 0.5732484076433121, 0.0, 0.5373134328358209, 0.8844339622641509, 0.0]"
3,192,56,"{""0"": 46, ""1"": 8, ""6"": 2}",0.125,0.08514492753623189,0.04915173616616458,0.0,0.0,"[0.13043478260869565, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22641509433962265, 0.11764705882352941, 0.0, 0.0, 0.0, 0.0, 0.0]"
4,284,81,"{""0"": 5, ""1"": 74, ""6"": 2}",0.25925925925925924,0.25675675675675674,0.13157894736842105,0.0,0.0,"[0.0, 0.2702702702702703, 0.0, 0.0, 0.0, 0.0, 0.5]","[0.0, 0.42105263157894735, 0.0, 0.0, 0.0, 0.0, 0.5]"
5,89,25,"{""0"": 4, ""1"": 4, ""3"": 17}",0.08,0.16666666666666666,0.07619047619047618,0.0,0.0,"[0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3333333333333333, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0]"
6,102,29,"{""0"": 2, ""1"": 1, ""3"": 3, ""6"": 23}",0.034482758620689655,0.010869565217391304,0.011904761904761904,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043478260869565216]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08333333333333333]"
7,33,10,"{""0"": 2, ""1"": 6, ""3"": 2}",0.3,0.27777777777777773,0.15873015873015875,0.0,0.0,"[0.5, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6666666666666666, 0.4444444444444444, 0.0, 0.0, 0.0, 0.0, 0.0]"
8,33,10,"{""0"": 3, ""1"": 6, ""6"": 1}",0.2,0.1111111111111111,0.07142857142857142,0.0,0.0,"[0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
9,33,10,"{""0"": 4, ""1"": 4, ""3"": 1, ""6"": 1}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
