client_id,num_train_samples,num_test_samples,local_class_distribution,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,per_class_recall_json,per_class_f1_json
0,210,32,"{""0"": 14, ""1"": 2, ""3"": 14, ""4"": 1, ""6"": 1}",0.4375,0.5571428571428572,0.3158936301793445,0.0,0.0,"[0.7142857142857143, 1.0, 0.0, 0.07142857142857142, 0.0, 0.0, 1.0]","[0.7142857142857143, 0.36363636363636365, 0.0, 0.13333333333333333, 0.0, 0.0, 1.0]"
1,15,38,"{""0"": 1, ""4"": 28, ""5"": 9}",0.3684210526315789,0.7142857142857143,0.16428571428571428,0.0,0.0,"[1.0, 0.0, 0.0, 0.0, 0.14285714285714285, 1.0, 0.0]","[0.4, 0.0, 0.0, 0.0, 0.25, 0.5, 0.0]"
2,316,248,"{""4"": 1, ""5"": 247}",0.8467741935483871,0.4251012145748988,0.13129102844638948,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.8502024291497976, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.9190371991247265, 0.0]"
3,1101,433,"{""1"": 20, ""4"": 4, ""5"": 409}",0.8314087759815243,0.48361858190709045,0.21873915558126084,0.0,0.0,"[0.0, 0.6, 0.0, 0.0, 0.0, 0.8508557457212714, 0.0]","[0.0, 0.6153846153846154, 0.0, 0.0, 0.0, 0.9157894736842105, 0.0]"
4,1375,223,"{""4"": 18, ""5"": 205}",0.7937219730941704,0.48238482384823844,0.1551729923822947,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.1111111111111111, 0.8536585365853658, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.18181818181818182, 0.9043927648578811, 0.0]"
5,1088,381,"{""0"": 38, ""2"": 218, ""4"": 110, ""5"": 15}",0.4540682414698163,0.5612286554584961,0.22143618510980656,0.0,0.0,"[0.5263157894736842, 0.0, 0.5458715596330275, 0.0, 0.17272727272727273, 1.0, 0.0]","[0.38461538461538464, 0.0, 0.6556473829201102, 0.0, 0.2638888888888889, 0.2459016393442623, 0.0]"
6,71,151,"{""1"": 1, ""5"": 149, ""6"": 1}",0.8741721854304636,0.6263982102908278,0.20462633451957293,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.8791946308724832, 0.0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.9323843416370107, 0.0]"
7,236,272,"{""0"": 12, ""3"": 6, ""4"": 11, ""5"": 217, ""6"": 26}",0.7683823529411765,0.5028235205654561,0.37730028003170835,0.0,0.0,"[0.75, 0.0, 0.0, 0.16666666666666666, 0.18181818181818182, 0.8387096774193549, 0.5769230769230769]","[0.5806451612903226, 0.0, 0.0, 0.25, 0.21052631578947367, 0.8856447688564477, 0.7142857142857143]"
8,1183,141,"{""1"": 1, ""3"": 2, ""4"": 49, ""5"": 89}",0.6312056737588653,0.6400194909424444,0.28657551580585755,0.0,0.0,"[0.0, 1.0, 0.0, 0.5, 0.1836734693877551, 0.8764044943820225, 0.0]","[0.0, 0.18181818181818182, 0.0, 0.6666666666666666, 0.3050847457627119, 0.8524590163934426, 0.0]"
9,1412,86,"{""0"": 1, ""1"": 79, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",0.7441860465116279,0.3264014466546112,0.20324120324120323,0.0,0.0,"[0.0, 0.7848101265822784, 0.5, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.8671328671328671, 0.2222222222222222, 0.0, 0.0, 0.3333333333333333, 0.0]"
