round,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_loss_flower,train_loss_weighted,algorithm,mu,seed,local_epochs
44,1.4502188419535058,0.7377866400797607,0.4422628935509498,0.4007783101015582,1.4502188419535058,0.008441996759233123,fedavg,0.0,42,20
45,1.4568575437618039,0.732801595214357,0.4328218577633098,0.39370342283885,1.4568575437618039,0.013151912498923056,fedavg,0.0,42,20
46,1.62361444124315,0.732801595214357,0.4431281158447435,0.39394423641052523,1.62361444124315,0.008104814576141314,fedavg,0.0,42,20
47,1.5278269283674055,0.7308075772681955,0.44279841937921566,0.39268131475843415,1.5278269283674055,0.011991959304011353,fedavg,0.0,42,20
48,1.5316659112870397,0.7357926221335992,0.44898042333639526,0.3970248286592648,1.5316659112870397,0.007969232587838864,fedavg,0.0,42,20
49,1.4306295158737083,0.7397806580259222,0.4640033922235327,0.43473936317303635,1.4306295158737083,0.009532809356678279,fedavg,0.0,42,20
50,1.4604807470517525,0.7427716849451645,0.45861437969166313,0.42041955907107115,1.4604807470517525,0.007270166374617374,fedavg,0.0,42,20
51,1.2902402496884613,0.744765702891326,0.46183225492358976,0.44951310803112393,1.2902402496884613,0.010237169091680735,fedavg,0.0,42,20
52,1.3691469130820315,0.7427716849451645,0.441645094572495,0.4311266199555219,1.3691469130820315,0.009117860960424301,fedavg,0.0,42,20
53,1.3374962994488975,0.7477567298105683,0.4493711775913181,0.4486529615905484,1.3374962994488975,0.009755789523362455,fedavg,0.0,42,20
54,1.2351439075241772,0.7517447657028913,0.46171727295849074,0.4358699328414287,1.2351439075241772,0.011008697847580785,fedavg,0.0,42,20
55,1.2276091140027299,0.7577268195413759,0.4766248246341923,0.4684593086705915,1.2276091140027299,0.0103017666028326,fedavg,0.0,42,20
56,1.3363833676425672,0.7557328015952144,0.46275411404217026,0.4516270545423745,1.3363833676425672,0.008083102857246947,fedavg,0.0,42,20
57,1.3070817256972178,0.7637088733798604,0.4803054299541419,0.4900342869132378,1.3070817256972178,0.008341214244923281,fedavg,0.0,42,20
58,1.179197094554559,0.7537387836490529,0.47026013314069515,0.4579336787867505,1.179197094554559,0.01066833765575547,fedavg,0.0,42,20
59,1.3166931427250117,0.7607178464606181,0.5091249120523125,0.5051371521674634,1.3166931427250117,0.00850086459913923,fedavg,0.0,42,20
60,1.3415547118467444,0.7547357926221336,0.45480238794056127,0.45730254404004744,1.3415547118467444,0.007704890659235238,fedavg,0.0,42,20
61,1.245648818441545,0.7637088733798604,0.4528300359682093,0.458930038617726,1.245648818441545,0.016197951687287014,fedavg,0.0,42,20
62,1.3105403924154737,0.7547357926221336,0.4859257553636945,0.47033858688680924,1.3105403924154737,0.009116842877140447,fedavg,0.0,42,20
63,1.3456426401913226,0.7537387836490529,0.4546947861936152,0.46349607393430553,1.3456426401913226,0.005243657416507693,fedavg,0.0,42,20
64,1.3260158507203532,0.7597208374875374,0.45943329093212,0.4794264819603108,1.3260158507203532,0.006440597143348623,fedavg,0.0,42,20
65,1.3387604066405672,0.7557328015952144,0.472967246269354,0.45347959616353994,1.3387604066405672,0.004473538520448388,fedavg,0.0,42,20
66,1.3971090212182058,0.7517447657028913,0.44203437025451076,0.4697434309256652,1.3971090212182058,0.005708189704196235,fedavg,0.0,42,20
67,1.3818819452140292,0.7517447657028913,0.4477673243481206,0.4356706624910515,1.3818819452140292,0.006581932519155877,fedavg,0.0,42,20
