round,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,train_loss_weighted
114,1.5287204069249771,0.7666999002991027,0.5065729068070988,0.5219885075891757,0.0035678131961035873
115,1.5332029678766892,0.765702891326022,0.5027752497307533,0.5142211240365245,0.008526697720775845
116,1.4949781899437946,0.7637088733798604,0.5019983940358647,0.5170004588781153,0.0033107868407687077
117,1.5341112265439476,0.765702891326022,0.49122048489729986,0.5029251656430418,0.003176680021775316
118,1.5110887475646029,0.7637088733798604,0.5009359946128096,0.5175827020646145,0.0031400491646452213
119,1.5243437920111127,0.765702891326022,0.5049819486587637,0.5193100632375881,0.0007171869323476393
120,1.5311228367291085,0.7647058823529411,0.5017387437762145,0.5149477855370516,0.0006976849488395716
121,1.5499295425319957,0.765702891326022,0.5060560480935188,0.5185213324722826,0.0006510820994701211
122,1.577540454336796,0.7647058823529411,0.492159982558109,0.5054459841697522,0.000697460652343126
123,1.5796303211870126,0.7627118644067796,0.4937254824842647,0.5030912882505276,0.0006706298869829722
