round,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,balanced_accuracy,worst_class_f1
0,0.0,0.0,0.0,0.0,0.19621962196219622,0.990909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14155844155844158,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.14285714285714285,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.14285714285714285,0.0
3,0.0,0.0,0.0,0.0,0.09302325581395349,0.05454545454545454,0.0,0.0,0.0,0.0,0.8096676737160121,0.9985096870342772,0.0,0.0,0.15043644879710455,0.0
4,0.0,0.0,0.0,0.0,0.17391304347826086,0.10909090909090909,0.0,0.0,0.0,0.0,0.8116646415552855,0.9955290611028316,0.0,0.0,0.1578028528848201,0.0
5,0.0,0.0,0.0,0.0,0.25925925925925924,0.19090909090909092,0.0,0.0,0.0,0.0,0.8212083847102343,0.992548435171386,0.0,0.0,0.16906536086863957,0.0
6,0.1,0.06060606060606061,0.0,0.0,0.36548223350253806,0.32727272727272727,0.0,0.0,0.0,0.0,0.839240506329114,0.9880774962742176,0.0,0.0,0.19656518345042936,0.0
7,0.16216216216216217,0.09090909090909091,0.0,0.0,0.2597402597402597,0.18181818181818182,0.0,0.0,0.0,0.0,0.8216482164821648,0.9955290611028316,0.0,0.0,0.18117947626144346,0.0
8,0.2608695652173913,0.18181818181818182,0.0,0.0,0.16417910447761194,0.1,0.0,0.0,0.0,0.0,0.8185705558949298,0.9985096870342772,0.0,0.0,0.182903981264637,0.0
9,0.37037037037037035,0.30303030303030304,0.0,0.0,0.3595505617977528,0.2909090909090909,0.0,0.0,0.0,0.0,0.8365930599369085,0.9880774962742176,0.0,0.0,0.2260024128876588,0.0
10,0.29508196721311475,0.2727272727272727,0.0,0.0,0.3431372549019608,0.3181818181818182,0.0,0.0,0.0,0.0,0.8492268041237113,0.9821162444113264,0.0,0.0,0.22471790504577388,0.0
11,0.2807017543859649,0.24242424242424243,0.0,0.0,0.22972972972972974,0.15454545454545454,0.0,0.0,0.0,0.0,0.8287841191066998,0.9955290611028316,0.0,0.0,0.19892839401036122,0.0
12,0.39436619718309857,0.42424242424242425,0.0,0.0,0.3137254901960784,0.21818181818181817,0.0,0.0,0.0,0.0,0.832391713747646,0.9880774962742176,0.0,0.0,0.2329288198140657,0.0
13,0.23809523809523808,0.15151515151515152,0.0,0.0,0.2994011976047904,0.22727272727272727,0.0,0.0,0.0,0.0,0.8258706467661692,0.9895678092399404,0.0,0.0,0.19547938400397416,0.0
14,0.3711340206185567,0.5454545454545454,0.0,0.0,0.4180790960451977,0.33636363636363636,0.0,0.0,0.0,0.0,0.8528839922229423,0.9806259314456036,0.0,0.0,0.26606344475196936,0.0
15,0.37142857142857144,0.3939393939393939,0.0,0.0,0.29333333333333333,0.2,0.0,0.0,0.0,0.0,0.8315591734502191,0.9895678092399404,0.0,0.0,0.2262153147399049,0.0
