round,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,loss
0,0.10867397806580259,0.14155844155844158,0.02803137456602803,0.0,0.0,0.0,0.0,0.0,0.0,0.19621962196219622,0.990909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.985857324966286
1,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,1.0441882301303944
2,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.9526972925199468
3,0.6739780658025922,0.15043644879710455,0.12895584707570937,0.0,0.0,0.0,0.0,0.0,0.0,0.09302325581395349,0.05454545454545454,0.0,0.0,0.0,0.0,0.8096676737160121,0.9985096870342772,0.0,0.0,0.9559423616852385
4,0.6779661016949152,0.1578028528848201,0.14079681214764947,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.10909090909090909,0.0,0.0,0.0,0.0,0.8116646415552855,0.9955290611028316,0.0,0.0,0.8905831256274093
5,0.6849451645064806,0.16906536086863957,0.15435252056707052,0.0,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,0.19090909090909092,0.0,0.0,0.0,0.0,0.8212083847102343,0.992548435171386,0.0,0.0,0.8808473881077791
6,0.6989032901296112,0.19656518345042936,0.1863889628330931,0.0,0.0,0.1,0.06060606060606061,0.0,0.0,0.36548223350253806,0.32727272727272727,0.0,0.0,0.0,0.0,0.839240506329114,0.9880774962742176,0.0,0.0,0.864629337343119
7,0.6889332003988036,0.18117947626144346,0.1776500911977981,0.0,0.0,0.16216216216216217,0.09090909090909091,0.0,0.0,0.2597402597402597,0.18181818181818182,0.0,0.0,0.0,0.0,0.8216482164821648,0.9955290611028316,0.0,0.0,0.8528877414116712
8,0.6849451645064806,0.182903981264637,0.17765988936999041,0.0,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0,0.16417910447761194,0.1,0.0,0.0,0.0,0.0,0.8185705558949298,0.9985096870342772,0.0,0.0,0.8659746494155344
9,0.7028913260219342,0.2260024128876588,0.22378771315786164,0.0,0.0,0.37037037037037035,0.30303030303030304,0.0,0.0,0.3595505617977528,0.2909090909090909,0.0,0.0,0.0,0.0,0.8365930599369085,0.9880774962742176,0.0,0.0,0.8298770001497963
10,0.7008973080757727,0.22471790504577388,0.21249228946268386,0.0,0.0,0.29508196721311475,0.2727272727272727,0.0,0.0,0.3431372549019608,0.3181818181818182,0.0,0.0,0.0,0.0,0.8492268041237113,0.9821162444113264,0.0,0.0,0.8158622890383985
11,0.6909272183449651,0.19892839401036122,0.19131651474605635,0.0,0.0,0.2807017543859649,0.24242424242424243,0.0,0.0,0.22972972972972974,0.15454545454545454,0.0,0.0,0.0,0.0,0.8287841191066998,0.9955290611028316,0.0,0.0,0.8366854207465798
12,0.6989032901296112,0.2329288198140657,0.22006905730383183,0.0,0.0,0.39436619718309857,0.42424242424242425,0.0,0.0,0.3137254901960784,0.21818181818181817,0.0,0.0,0.0,0.0,0.832391713747646,0.9880774962742176,0.0,0.0,0.814710302343397
13,0.6919242273180458,0.19547938400397416,0.19476672606659967,0.0,0.0,0.23809523809523808,0.15151515151515152,0.0,0.0,0.2994011976047904,0.22727272727272727,0.0,0.0,0.0,0.0,0.8258706467661692,0.9895678092399404,0.0,0.0,0.8158098877605389
