round,cid,tau,a_i,a_eff,p_i,raw_update_norm,contribution_norm,amp_vs_fedavg
1,3,245,2360.000000000555,4945.089875460987,0.15612958470101326,2.558782102924761,0.8371064633263257,2.095377065872807
1,4,700,6910.000000000002,4945.089875460987,0.1584130155558727,4.121188838236834,0.46720719038453473,0.7156425290102729
1,0,620,6110.000000000002,4945.089875460987,0.13757670900528043,3.8121999421262514,0.4244764160064389,0.8093436784715198
1,2,525,5160.000000000001,4945.089875460987,0.156272299129442,3.5849268761229327,0.5368918244359441,0.9583507510583307
1,5,630,6210.000000000002,4945.089875460987,0.15812758669901528,3.8662507279103466,0.48683326616530703,0.7963107689953278
1,1,620,6110.000000000002,4945.089875460987,0.1374339945768517,3.856569089718842,0.42897132728108484,0.8093436784715198
1,6,22,138.8629381196525,4945.089875460987,0.09604681033252462,1.7663003579419294,6.041368723039432,35.611300916015516
2,1,620,6110.000000000002,4077.7272166311973,0.1374339945768517,4.6133522595260565,0.4231435705290524,0.6673857965026507
2,5,420,4110.000000000002,4077.7272166311973,0.15812758669901528,4.461943945396273,0.7000162164519345,0.9921477412727969
2,3,35,262.252839954494,4077.7272166311973,0.15612958470101326,3.6809914698372217,8.936099287751977,15.548839117771852
2,2,700,6910.000000000002,4077.7272166311973,0.156272299129442,4.969862525750713,0.4583175628209956,0.5901197129712296
2,0,620,6110.000000000002,4077.7272166311973,0.13757670900528043,4.616603862541871,0.4238815235458671,0.6673857965026507
2,6,330,3210.000000000001,4077.7272166311973,0.09604681033252462,4.1972191828970816e-05,5.121034873087307e-06,1.270320005181058
2,4,210,2010.0000000221403,4077.7272166311973,0.1584130155558727,3.5044663643653085,1.1262501705599153,2.028720008251881
3,3,700,6910.000000000002,5026.489225099582,0.15612958470101326,3.720569923897408,0.42255318940451064,0.727422463834961
3,4,525,5160.000000000001,5026.489225099582,0.1584130155558727,3.6457772416133745,0.5625952293695234,0.9741258188177482
3,5,700,6910.000000000002,5026.489225099582,0.15812758669901528,4.209172050860045,0.4841623668856274,0.727422463834961
3,6,220,2110.0000000077202,5026.489225099582,0.09604681033252462,0.8145833973779856,0.1863806412145315,2.3822223815550667
3,2,490,4810.000000000001,5026.489225099582,0.156272299129442,2.8686002306848057,0.46845913293619384,1.0450081549063577
3,0,186,1770.0000002775555,5026.489225099582,0.13757670900528043,2.3382309718389145,0.913532104995814,2.8398244205149
3,1,620,6110.000000000002,5026.489225099582,0.1374339945768517,3.9071779730089964,0.44175442576004126,0.8226659942879837
4,5,70,610.0563920873398,4396.842083978591,0.15812758669901528,1.539317932287764,1.7543120946986188,7.207271558838301
4,6,220,2110.0000000077202,4396.842083978591,0.09604681033252462,0.5141445287799309,0.10290265447672473,2.083811414200239
4,3,700,6910.000000000002,4396.842083978591,0.15612958470101326,3.658987639012971,0.36350381011485605,0.6363013146133994
4,4,280,2710.0000000000146,4396.842083978591,0.1584130155558727,2.6960446612323326,0.6929302492836203,1.6224509534976264
4,0,496,4870.000000000001,4396.842083978591,0.13757670900528043,3.079148767779273,0.3824612985472325,0.902842317038725
4,1,620,6110.000000000002,4396.842083978591,0.1374339945768517,3.5869384758660035,0.3547462023066124,0.7196140890308658
4,2,700,6910.000000000002,4396.842083978591,0.156272299129442,3.4842013386521713,0.34645598286250123,0.6363013146133994
5,4,700,6910.000000000002,4913.277077563227,0.1584130155558727,3.9343983164739442,0.4431618796583116,0.7110386508774567
5,1,496,4870.000000000001,4913.277077563227,0.1374339945768517,3.5324507873773414,0.48979301222202065,1.0088864635653443
5,0,527,5180.000000000002,4913.277077563227,0.13757670900528043,3.510485142392807,0.45809289107803497,0.948509088332669
5,6,198,1890.0000000783903,4913.277077563227,0.09604681033252462,0.5672900523882775,0.14164379918968348,2.599617501248382
5,3,700,6910.000000000002,4913.277077563227,0.15612958470101326,3.8171280091966473,0.42375529493006925,0.7110386508774567
5,2,700,6910.000000000002,4913.277077563227,0.156272299129442,3.7377365410453547,0.41532100563591917,0.7110386508774567
5,5,70,610.0563920873398,4913.277077563227,0.15812758669901528,1.061616039494062,1.3519990569620277,8.053808043469873
6,1,620,6110.000000000002,3844.5119017944367,0.1374339945768517,3.954799012981416,0.34199407829139056,0.6292163505391875
6,5,140,1310.0000353340838,3844.5119017944367,0.15812758669901528,1.4209741704075933,0.6594224504961117,2.9347418306091777
6,3,140,1310.0000353340838,3844.5119017944367,0.15612958470101326,1.9492521273237322,0.8931473699968898,2.9347418306091777
6,0,93,840.0049979958054,3844.5119017944367,0.13757670900528043,1.5482264025377612,0.9748520861879549,4.576772651314194
6,4,630,6210.000000000002,3844.5119017944367,0.1584130155558727,3.4339826164354137,0.33677400615900477,0.6190840421569139
6,6,440,4310.000000000002,3844.5119017944367,0.09604681033252462,0.544833137758052,0.04667780233659975,0.8919981210659942
6,2,700,6910.000000000002,3844.5119017944367,0.156272299129442,3.7810823704986345,0.32874662471447497,0.5563693056142454
7,0,620,6110.000000000002,4765.602974047406,0.13757670900528043,3.3210529304508603,0.3563669020323084,0.7799677535265801
7,1,527,5180.000000000002,4765.602974047406,0.1374339945768517,3.156072366293329,0.399051750909791,0.9200005741404256
7,4,455,4460.000000000002,4765.602974047406,0.1584130155558727,2.810714334051703,0.47576289611751016,1.0685208461989695
7,3,525,5160.000000000001,4765.602974047406,0.15612958470101326,3.069242902249906,0.44257270013268646,0.9235664678386444
7,6,440,4310.000000000002,4765.602974047406,0.09604681033252462,0.5194535310759791,0.05516584025530486,1.1057083466467295
7,5,140,1310.0000353340838,4765.602974047406,0.15812758669901528,1.4770236571405202,0.8496530974839198,3.637864767562433
7,2,700,6910.000000000002,4765.602974047406,0.156272299129442,3.763449404649949,0.4056092907433072,0.6896675794569327
8,3,700,6910.000000000002,5451.134579707467,0.15612958470101326,3.7409122455520483,0.46075661809576784,0.7888762054569415
