E,seed,delta_macro_f1,delta_balanced_acc,delta_accuracy,fedavg_macro_f1,fedprox_macro_f1,delta_f1_class_0,delta_f1_class_1,delta_f1_class_2,delta_f1_class_3,delta_f1_class_4,delta_f1_class_5,delta_f1_class_6
20,42,0.0005093818569321673,0.027571666045982157,-0.0044887780548628076,0.5348767540962349,0.5353861359531671,0.09048202614379086,-0.0018228217280350512,0.00486192992415968,-0.014844136566056376,0.028815525788418894,-0.010032685027796528,-0.09389416553595664
20,123,0.030964555320704468,0.06696782194731293,-0.01895261845386531,0.4332973885419526,0.46426194386265707,0.07783385093167705,-0.03883256528417822,-0.04924015795141801,0.0823529411764706,0.0731120731120731,-0.010929591432317642,0.08245533669262484
20,456,-0.021985664276385986,-0.03798049881178489,-0.06284289276807975,0.4839338253730343,0.4619481610966483,-0.11833258628417748,0.03834063631167839,-0.062387649360262254,-0.05117952818872451,0.09720468614892525,-0.052388077216452555,-0.005157131345688959
