E,seed,algorithm,mu,source,macro_f1,balanced_accuracy,accuracy,loss,selected_round,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6
20,42,fedavg,0.0,dirichlet_a01,0.5348767540962349,0.5358592984403866,0.7276807980049875,1.00460312241628,140,0.40625,0.5402843601895735,0.41830065359477125,0.3404255319148936,0.4842105263157895,0.8637571157495256,0.6909090909090909
20,42,fedprox,0.01,dirichlet_a01,0.5353861359531671,0.5634309644863688,0.7231920199501247,1.0966812679595186,74,0.49673202614379086,0.5384615384615384,0.42316258351893093,0.32558139534883723,0.5130260521042084,0.8537244307217291,0.5970149253731343
20,123,fedavg,0.0,dirichlet_a01,0.4332973885419526,0.41598779839787314,0.7411471321695761,1.2371578958563674,128,0.46875,0.4731182795698925,0.5328467153284672,0.11764705882352941,0.23376623376623376,0.8826291079812206,0.32432432432432434
20,123,fedprox,0.01,dirichlet_a01,0.46426194386265707,0.4829556203451861,0.7221945137157108,1.2237405267439578,139,0.546583850931677,0.4342857142857143,0.48360655737704916,0.2,0.30687830687830686,0.871699516548903,0.4067796610169492
20,456,fedavg,0.0,dirichlet_a01,0.4839338253730343,0.5464328655965073,0.715211970074813,0.8930675011323277,127,0.422680412371134,0.4530386740331492,0.40932642487046633,0.29508196721311475,0.31486880466472306,0.8572463768115942,0.6352941176470588
20,456,fedprox,0.01,dirichlet_a01,0.4619481610966483,0.5084523667847224,0.6523690773067332,0.9812245241424389,81,0.30434782608695654,0.49137931034482757,0.3469387755102041,0.24390243902439024,0.4120734908136483,0.8048582995951417,0.6301369863013698
