E,seed,algorithm,mu,source,macro_f1,balanced_accuracy,accuracy,loss,selected_round,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6
1,42,fedavg,0.0,e_sweep,0.3664587752098205,0.37915933531363766,0.7246882793017456,0.7475217262408382,150,0.34545454545454546,0.3742690058479532,0.2676056338028169,0.0,0.16608996539792387,0.8641732283464567,0.5476190476190477
1,42,fedprox,0.01,e_sweep,0.3755089948295588,0.38051738334431573,0.7256857855361596,0.7306884698736995,136,0.3103448275862069,0.4,0.2230769230769231,0.0,0.2724795640326976,0.8700300701637154,0.5526315789473685
20,42,fedavg,0.0,headline,0.4477360615971731,0.44634270035922047,0.7471321695760599,1.6781466897289057,121,0.48951048951048953,0.48598130841121495,0.36421725239616615,0.0,0.2917933130699088,0.8796992481203008,0.6229508196721312
20,42,fedprox,0.01,headline,0.5161905205310067,0.4981433253724386,0.7571072319201995,1.4678805606918144,134,0.5,0.5025641025641026,0.410958904109589,0.2727272727272727,0.3498542274052478,0.8875739644970414,0.6896551724137931
20,123,fedavg,0.0,headline,0.4966340813518913,0.48285476476931205,0.7531172069825436,1.529754511792761,113,0.5285714285714286,0.5209302325581395,0.4352078239608802,0.2857142857142857,0.060085836909871244,0.8859289617486339,0.76
20,123,fedprox,0.01,headline,0.49804830569394826,0.501507635743151,0.7516209476309227,1.3390380710140428,115,0.4897959183673469,0.4827586206896552,0.3965014577259475,0.2727272727272727,0.2929936305732484,0.8848945731075009,0.6666666666666666
20,456,fedavg,0.0,headline,0.5105125739973688,0.5021573344110891,0.7491271820448878,1.5344389329230101,138,0.3877551020408163,0.4972375690607735,0.47010309278350515,0.4067796610169492,0.13545816733067728,0.8838015955601803,0.7924528301886793
20,456,fedprox,0.01,headline,0.5108987358746002,0.4812346174538778,0.7645885286783043,1.3985054819958465,119,0.42105263157894735,0.5226130653266332,0.44321329639889195,0.3,0.30344827586206896,0.8920863309352518,0.6938775510204082
