round,client_id,update_norm,n_samples,local_epochs
1,1,3.0371281554302483,2102,20
1,0,3.381605970330304,4905,20
2,0,3.399317032486101,4905,20
2,1,2.8192600309877798,2102,20
3,1,3.106842978963648,2102,20
3,0,3.6400985768935654,4905,20
4,0,2.8676482649845414,4905,20
4,1,3.2277985540803975,2102,20
5,1,2.665029073580853,2102,20
5,0,0.8718834148086658,4905,20
6,0,1.1366963880329615,4905,20
6,1,1.906447405282407,2102,20
7,1,1.5359149315262952,2102,20
7,0,0.7372141215331092,4905,20
8,0,0.7177744076143413,4905,20
8,1,1.3801223118088326,2102,20
9,0,0.7807991038348207,4905,20
9,1,1.2751454411986674,2102,20
10,1,1.071793763117891,2102,20
10,0,0.48133958838915974,4905,20
11,1,0.9321341671663412,2102,20
11,0,0.2058568530667648,4905,20
12,0,0.5967773086477041,4905,20
12,1,0.9692249278047949,2102,20
13,0,0.18551760259924904,4905,20
13,1,0.8879191902756128,2102,20
14,0,0.18319593047556074,4905,20
14,1,0.7865717114620472,2102,20
15,1,0.8281834075957337,2102,20
15,0,0.6144757812503988,4905,20
16,0,0.1651435805685068,4905,20
16,1,0.6988466274587884,2102,20
17,1,0.6176270014584408,2102,20
17,0,0.16166352748238086,4905,20
18,1,0.5922366786211344,2102,20
18,0,0.5036855078750023,4905,20
19,1,0.7878508136507619,2102,20
19,0,0.14240859849117757,4905,20
20,1,0.5887806963442237,2102,20
20,0,0.38619985506927323,4905,20
21,0,0.3441240791055713,4905,20
21,1,0.48550826552071263,2102,20
22,0,0.6508489898694331,4905,20
22,1,0.5390150999865347,2102,20
23,0,0.11609721204334156,4905,20
23,1,0.6070063121323419,2102,20
24,0,0.47828234615669407,4905,20
24,1,0.685629666359426,2102,20
25,0,0.12355518110689852,4905,20
25,1,0.6926426227737645,2102,20
26,1,0.5830504484555107,2102,20
26,0,0.13257502245191935,4905,20
27,0,0.1249616902311939,4905,20
27,1,0.4642342550538513,2102,20
28,0,0.12064419685681071,4905,20
28,1,0.5263018240828558,2102,20
29,0,0.12099023636561625,4905,20
29,1,0.6136168167312421,2102,20
30,1,0.49582439506532067,2102,20
30,0,0.1225529112695238,4905,20
31,1,0.46492674868459766,2102,20
31,0,0.7779562588871177,4905,20
32,0,0.09902478979539141,4905,20
32,1,0.6310101752140501,2102,20
33,0,0.11220881187961923,4905,20
33,1,0.6137114528314906,2102,20
34,1,0.4605333196634522,2102,20
34,0,0.12199922312969244,4905,20
35,1,0.46840064993430347,2102,20
35,0,0.5267521110325974,4905,20
36,1,0.5892697089513561,2102,20
36,0,0.10232292631413062,4905,20
37,0,0.11257204261872969,4905,20
37,1,0.468154326615233,2102,20
38,0,0.10623016657404023,4905,20
38,1,0.46187690238302453,2102,20
39,1,0.5282171300535234,2102,20
39,0,0.10657996352383035,4905,20
40,0,0.1115457049653821,4905,20
40,1,0.5399592041686933,2102,20
41,1,0.44220166466745964,2102,20
41,0,0.10861542408209698,4905,20
42,1,0.23842708592043999,2102,20
42,0,0.10417706313793229,4905,20
43,1,0.5164787777332764,2102,20
43,0,0.09451407281101742,4905,20
44,0,0.10592435005292596,4905,20
44,1,0.5346125050215979,2102,20
45,1,0.4788984323851705,2102,20
45,0,0.10166012019698055,4905,20
46,1,0.43211364459694873,2102,20
46,0,0.10102959975859728,4905,20
47,1,0.4569774355344933,2102,20
47,0,0.10157632349934853,4905,20
48,0,0.09627586017817501,4905,20
48,1,0.6012687658681718,2102,20
49,0,0.5064271301668949,4905,20
49,1,0.2530908476050418,2102,20
50,0,0.08611177124431971,4905,20
50,1,0.45495045899900804,2102,20
51,0,0.09022869923683823,4905,20
51,1,0.43101971833054786,2102,20
52,1,0.5590215936707186,2102,20
52,0,0.09846269400806915,4905,20
53,1,0.5230614388541277,2102,20
53,0,0.09741203218829737,4905,20
54,0,0.0975920029338383,4905,20
54,1,0.2472064319875267,2102,20
55,1,0.20083752745314018,2102,20
55,0,0.08722441125244784,4905,20
56,0,0.08113427304452946,4905,20
56,1,0.3996751192075609,2102,20
57,0,0.6285803726976462,4905,20
57,1,0.48483986226978487,2102,20
58,1,0.5800190906924743,2102,20
58,0,0.08396038835909266,4905,20
59,0,0.09148343223119046,4905,20
59,1,0.36893546663603943,2102,20
60,0,0.08978059702550105,4905,20
60,1,0.4420261634869389,2102,20
61,0,0.08805478272618024,4905,20
61,1,0.5018624440048376,2102,20
62,1,0.22197534952315362,2102,20
62,0,0.09965194614903153,4905,20
63,0,0.09936213293536571,4905,20
63,1,0.41593582281590696,2102,20
64,0,0.09646610667309737,4905,20
64,1,0.49733965254257206,2102,20
65,0,0.09559670433667317,4905,20
65,1,0.41178056075754516,2102,20
66,0,0.08779325654149439,4905,20
66,1,0.21355147005930994,2102,20
67,0,0.07806690902743263,4905,20
67,1,0.507541994972518,2102,20
68,1,0.4248802635813057,2102,20
68,0,0.08875040837415729,4905,20
69,0,0.08822879324050112,4905,20
69,1,0.4314440128212044,2102,20
70,0,0.08662969555716814,4905,20
70,1,0.40132085809715107,2102,20
71,0,0.7629947913620904,4905,20
71,1,0.2307613434728225,2102,20
72,1,0.47940648719906526,2102,20
72,0,0.07151431918175079,4905,20
73,1,0.4074353372327887,2102,20
73,0,0.07597516422683931,4905,20
74,1,0.47459384259824133,2102,20
74,0,0.08257253928271642,4905,20
75,0,0.08956434576907563,4905,20
75,1,0.4946243622799106,2102,20
76,0,0.08486273935074366,4905,20
76,1,0.25548200602805626,2102,20
77,1,0.41112887644610024,2102,20
77,0,0.08160084354432455,4905,20
78,1,0.4014111369697144,2102,20
78,0,0.08983078398144959,4905,20
79,0,0.09376694402316839,4905,20
79,1,0.43915098310676226,2102,20
80,1,0.7121481064295772,2102,20
80,0,0.0864843050223361,4905,20
81,1,0.32526585423889653,2102,20
81,0,0.08910311344424401,4905,20
82,1,0.20996807384004418,2102,20
82,0,0.09050182518749796,4905,20
83,0,0.07817568716735786,4905,20
83,1,0.2631774542956661,2102,20
84,1,0.3943895992714291,2102,20
84,0,0.07703401681271939,4905,20
85,1,0.3911454599229083,2102,20
85,0,0.07697557411476015,4905,20
86,0,0.4323211087406796,4905,20
86,1,0.37345582922955284,2102,20
87,0,0.4310610860074777,4905,20
87,1,0.3967848693408156,2102,20
88,1,0.3924735305750174,2102,20
88,0,0.08435350200301686,4905,20
89,1,0.19930891922422642,2102,20
89,0,0.09102765319836104,4905,20
90,1,0.5268111075802646,2102,20
90,0,0.07010900263416973,4905,20
91,0,0.08372825152408091,4905,20
91,1,0.2853401312220961,2102,20
92,1,0.2249809910004317,2102,20
92,0,0.07562510283396688,4905,20
93,1,0.228604756991269,2102,20
93,0,0.07407954142839566,4905,20
94,0,0.07010111546019579,4905,20
94,1,0.3489956489735371,2102,20
95,1,0.40410227747927135,2102,20
95,0,0.08832724539784813,4905,20
96,0,0.07442187572320585,4905,20
96,1,0.20104841646980842,2102,20
97,0,0.07063223937356712,4905,20
97,1,0.25068225748997475,2102,20
98,1,0.37205523692988557,2102,20
98,0,0.0687663675444168,4905,20
99,1,0.2448260948264852,2102,20
99,0,0.07921286216669805,4905,20
100,0,0.07558761712444408,4905,20
100,1,0.39932632962137354,2102,20
101,0,0.07597133287296423,4905,20
101,1,0.27138505709341737,2102,20
102,0,0.07829955110174816,4905,20
102,1,0.45552120483836256,2102,20
103,0,0.5084463541233657,4905,20
103,1,0.44639810533793867,2102,20
104,0,0.06636270960351266,4905,20
104,1,0.4375746817390815,2102,20
105,1,0.4084354451320332,2102,20
105,0,0.07720572525662378,4905,20
106,0,0.07386909191168119,4905,20
106,1,0.1708535739285278,2102,20
107,1,0.49652654253094264,2102,20
107,0,0.06559148210500605,4905,20
108,1,0.5422113874716346,2102,20
108,0,0.365863419123402,4905,20
109,1,0.16520587981487894,2102,20
109,0,0.07584432079294222,4905,20
110,0,0.06724909970875809,4905,20
110,1,0.26890752708858906,2102,20
111,1,0.19847689696791812,2102,20
111,0,0.0701774341521181,4905,20
112,1,0.5714087218825487,2102,20
112,0,0.06993037732075061,4905,20
113,0,0.07659774234814314,4905,20
113,1,0.41848907115354705,2102,20
114,1,0.2098030524599238,2102,20
114,0,0.08213470018472738,4905,20
115,1,0.4040399433441332,2102,20
115,0,0.07256601783519727,4905,20
116,1,0.1634728966587095,2102,20
116,0,0.0768010187661205,4905,20
117,0,0.06793165683200414,4905,20
117,1,0.20400609370578757,2102,20
118,1,0.16782857379626295,2102,20
118,0,0.06909389345992159,4905,20
119,1,0.19030785844506046,2102,20
119,0,0.5107460380860183,4905,20
120,0,0.06631959347558984,4905,20
120,1,0.49930202513191146,2102,20
121,1,0.1730815610128823,2102,20
121,0,0.07237676232669273,4905,20
