round,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,loss
0,0.0518444666001994,0.14285714285714285,0.014082599864590387,0.0,0.0,0.0,0.0,0.0985781990521327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9497889212573156
1,0.6819541375872383,0.18107014828326304,0.16533278042712007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3384615384615385,0.2972972972972973,0.8188679245283019,0.970193740685544,0.0,0.0,1.2115284752394124
2,0.711864406779661,0.21607408984458165,0.18942521884894767,0.0,0.0,0.0,0.0,0.0,0.0,0.472,0.5363636363636364,0.0,0.0,0.0,0.0,0.8539765319426337,0.9761549925484352,0.0,0.0,1.0854381296118853
3,0.6819541375872383,0.15974025974025974,0.14418833789293836,0.0,0.0,0.0,0.0,0.0,0.0,0.19696969696969696,0.11818181818181818,0.0,0.0,0.0,0.0,0.8123486682808717,1.0,0.0,0.0,1.1337434244773918
4,0.6779661016949152,0.15556105392170966,0.1392890537572933,0.0,0.0,0.0,0.0,0.0,0.0,0.06837606837606838,0.03636363636363636,0.0,0.0,0.096,0.05405405405405406,0.8106473079249849,0.9985096870342772,0.0,0.0,0.9094585794751214
5,0.11964107676969092,0.2186912186912187,0.061740793878527024,0.0,0.0,0.0,0.0,0.13414634146341464,0.8461538461538461,0.0,0.0,0.0,0.0,0.2980392156862745,0.6846846846846847,0.0,0.0,0.0,0.0,2.702326187464675
6,0.6729810568295115,0.15015334687465834,0.1287476291059574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.05405405405405406,0.8074834037417019,0.9970193740685543,0.0,0.0,1.1471231614842134
7,0.7198404785643071,0.23189269746646796,0.19476651882692217,0.0,0.0,0.0,0.0,0.0,0.0,0.49146757679180886,0.6545454545454545,0.0,0.0,0.0,0.0,0.8718980549966465,0.9687034277198212,0.0,0.0,0.9386566604598093
8,0.7098703888334995,0.2089228892507581,0.2092424151531414,0.0,0.0,0.0,0.0,0.0,0.0,0.37433155080213903,0.3181818181818182,0.0,0.0,0.2465753424657534,0.16216216216216217,0.8437900128040973,0.9821162444113264,0.0,0.0,0.8678659862083785
9,0.7108673978065803,0.26771991853959065,0.26296975836059394,0.0,0.0,0.2222222222222222,0.15151515151515152,0.32,0.3076923076923077,0.018018018018018018,0.00909090909090909,0.0,0.0,0.4166666666666667,0.45045045045045046,0.8638814016172507,0.9552906110283159,0.0,0.0,0.8310653964282271
10,0.5324027916251246,0.3067969543379379,0.21549831963779062,0.0,0.0,0.0,0.0,0.4225352112676056,0.5769230769230769,0.0,0.0,0.0,0.0,0.3544715447154472,0.9819819819819819,0.7314814814814815,0.5886736214605067,0.0,0.0,1.3327119449081117
11,0.7168494516450648,0.2171385991058122,0.19113318199873433,0.0,0.0,0.0,0.0,0.0,0.0,0.4796747967479675,0.5363636363636364,0.0,0.0,0.0,0.0,0.8582574772431729,0.9836065573770492,0.0,0.0,1.0397587883864656
