client_id,num_train_samples,num_test_samples,local_class_distribution,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,per_class_recall_json,per_class_f1_json
0,159,16,"{""0"": 2, ""5"": 3, ""6"": 11}",0.1875,0.3333333333333333,0.07792207792207792,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.5454545454545454, 0.0]"
1,45,158,"{""0"": 59, ""1"": 57, ""4"": 25, ""6"": 17}",0.26582278481012656,0.2809193472214934,0.1763962831670281,0.0,0.0,"[0.288135593220339, 0.15789473684210525, 0.0, 0.0, 0.56, 0.0, 0.11764705882352941]","[0.40963855421686746, 0.23076923076923078, 0.0, 0.0, 0.39436619718309857, 0.0, 0.2]"
2,88,171,"{""0"": 1, ""2"": 3, ""4"": 167}",0.695906432748538,0.45575515635395875,0.1340999557717824,0.0,0.0,"[0.0, 0.0, 0.6666666666666666, 0.0, 0.7005988023952096, 0.0, 0.0]","[0.0, 0.0, 0.11764705882352941, 0.0, 0.8210526315789474, 0.0, 0.0]"
3,612,143,"{""1"": 2, ""2"": 4, ""4"": 1, ""5"": 136}",0.5944055944055944,0.5863970588235294,0.1535466581549531,0.0,0.0,"[0.0, 0.0, 0.75, 0.0, 1.0, 0.5955882352941176, 0.0]","[0.0, 0.0, 0.2727272727272727, 0.0, 0.05555555555555555, 0.7465437788018433, 0.0]"
4,301,366,"{""2"": 119, ""5"": 247}",0.6284153005464481,0.6332460109549893,0.20993061252504389,0.0,0.0,"[0.0, 0.0, 0.6470588235294118, 0.0, 0.0, 0.6194331983805668, 0.0]","[0.0, 0.0, 0.7064220183486238, 0.0, 0.0, 0.7630922693266833, 0.0]"
5,10,538,"{""2"": 3, ""3"": 15, ""5"": 520}",0.6245353159851301,0.6978632478632479,0.18771687187271602,0.0,0.0,"[0.0, 0.0, 1.0, 0.4666666666666667, 0.0, 0.6269230769230769, 0.0]","[0.0, 0.0, 0.12, 0.42424242424242425, 0.0, 0.7697756788665879, 0.0]"
6,546,128,"{""1"": 43, ""5"": 85}",0.40625,0.3288645690834473,0.12369747899159665,0.0,0.0,"[0.0, 0.09302325581395349, 0.0, 0.0, 0.0, 0.5647058823529412, 0.0]","[0.0, 0.16, 0.0, 0.0, 0.0, 0.7058823529411765, 0.0]"
7,3693,173,"{""2"": 90, ""5"": 83}",0.6473988439306358,0.6489290495314592,0.21625217680552566,0.0,0.0,"[0.0, 0.0, 0.6111111111111112, 0.0, 0.0, 0.6867469879518072, 0.0]","[0.0, 0.0, 0.738255033557047, 0.0, 0.0, 0.7755102040816326, 0.0]"
8,220,86,"{""0"": 3, ""1"": 1, ""3"": 6, ""4"": 7, ""5"": 69}",0.6511627906976745,0.4153209109730849,0.29405527260582787,0.0,0.0,"[0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.7142857142857143, 0.6956521739130435, 0.0]","[0.4, 0.0, 0.0, 0.5, 0.3448275862068966, 0.8135593220338984, 0.0]"
9,1333,226,"{""0"": 1, ""2"": 1, ""3"": 2, ""4"": 23, ""5"": 198, ""6"": 1}",0.6017699115044248,0.45886400234226327,0.19974225303607568,0.0,0.0,"[0.0, 0.0, 1.0, 0.5, 0.6521739130434783, 0.601010101010101, 0.0]","[0.0, 0.0, 0.09090909090909091, 0.2, 0.36585365853658536, 0.7414330218068536, 0.0]"
