seed,stem,momentum_used,momentum_from_json,amp_source,a_eff_mean,max_amp_overall,max_amp_early,straggler_share_mean,straggler_share_early_mean,max_contribution_share_mean,collapse_round,best_macro_f1,final_macro_f1
42,fednova_mu0.0_E20_sh-random_stragglers_s42,0.0,True,logged,462.34706055848915,24.084428558454533,22.88290281147424,0.36872109235278566,0.36346301623131466,0.4083964984570031,5,0.4683029922880702,0.4683029922880702
123,fednova_mu0.0_E20_sh-random_stragglers_s123,0.0,True,logged,466.10830217401633,24.059531377713196,22.890888332446774,0.3502045372104359,0.23705439728150385,0.3960747839585077,5,0.49639124865676204,0.36109925030229945
31337,fednova_mu0.0_E20_sh-random_stragglers_s31337,0.0,True,logged,471.455108700823,23.706021251475796,21.675409006577834,0.35402867297282614,0.36808506432123156,0.3972425328090405,8,0.484094681597536,0.30452655493265735
271828,fednova_mu0.0_E20_sh-random_stragglers_s271828,0.0,True,logged,467.60220255934536,22.97806090013882,6.724040029234835,0.3462884973639094,0.2200396215238881,0.3853237234011204,11,0.5055290237056956,0.23845375631030535
8675309,fednova_mu0.0_E20_sh-random_stragglers_s8675309,0.0,True,logged,473.25506874078303,22.9839121917044,14.08319843421884,0.3468758881180177,0.19994110950298188,0.38291867557321685,5,0.5274431912478128,0.4225430506539692
