seed,collapse_round,max_amp_early,straggler_share_early_mean,best_macro_f1,final_macro_f1,amp_source
42,5,22.88290281147424,0.36346301623131466,0.4683029922880702,0.4683029922880702,logged
123,5,22.890888332446774,0.23705439728150385,0.49639124865676204,0.36109925030229945,logged
31337,8,21.675409006577834,0.36808506432123156,0.484094681597536,0.30452655493265735,logged
271828,11,6.724040029234835,0.2200396215238881,0.5055290237056956,0.23845375631030535,logged
8675309,5,14.08319843421884,0.19994110950298188,0.5274431912478128,0.4225430506539692,logged
