class_id,class_name,fedavg_mean,fedprox_mean,mean_diff,n_pairs,wilcoxon_p
0,actinic_keratoses,0.41302969122153205,0.3983574381392142,-0.014672253082317899,10,0.625
1,basal_cell_carcinoma,0.49261226904077515,0.42578203910789975,-0.06683022993287549,10,0.130859375
2,benign_keratosis_like_lesions,0.45489955748001637,0.38855684374800975,-0.06634271373200668,10,0.083984375
3,dermatofibroma,0.25120939957956406,0.20518668729598716,-0.04602271228357694,10,0.375
4,melanoma,0.3092756186608339,0.3454865531115553,0.03621093445072147,10,0.083984375
5,melanocytic_nevi,0.8679988770022788,0.8506256161940072,-0.017373260808271597,10,0.083984375
6,vascular_lesions,0.6220831153288979,0.5450995206164302,-0.07698359471246771,10,0.130859375
