round,a_eff,mean_tau,global_update_norm,straggler_share,dominating_cid,max_contribution_share,server_lr
1,4679.441238383693,476.8589981447124,7.512475649531752,0.6650878525335184,6,0.6650878525335184,1.0
2,4910.450987755497,499.9978592835736,36.332256902953276,0.8093936095327142,0,0.8093936095327142,1.0
3,4289.609182855769,437.9608962466105,32.97561388319655,0.500772168149019,3,0.500772168149019,1.0
4,4807.104686409977,489.70957613814755,29.67992085567097,0.37357533086217715,5,0.37357533086217715,1.0
5,4961.757037823957,505.1756814613958,26.733372499594147,0.18648945667045647,5,0.18648945667045647,1.0
6,4960.499500637719,505.04995004995004,24.05902298104757,0.16577488189751569,5,0.17903571129724316,1.0
7,4215.038189698494,430.50292564578274,21.7487516511449,0.40428511612041296,4,0.40428511612041296,1.0
8,5982.902811474241,607.2902811474239,19.53171539729596,0.10564782719061196,2,0.19649414251775105,1.0
9,4389.012509254959,447.86556300842017,17.567310497793418,0.3978896919521611,4,0.3978896919521611,1.0
10,4186.792700199527,427.5932638789781,16.08980022128888,0.226881166845865,3,0.4230019008327239,1.0
11,5412.7600970458125,550.2760097045812,14.400206906300166,0.16794931483043168,0,0.20246875142780393,1.0
12,4981.033252465331,507.10332524618235,12.828981906182218,0.42608927985688505,4,0.42608927985688505,1.0
13,4576.075701577283,466.6039674611103,12.152016828145891,0.32279741230342135,0,0.32279741230342135,1.0
14,4318.174902926596,440.81746824603965,10.48121203415546,0.3835757703276495,3,0.3835757703276495,1.0
15,4766.478162185354,485.64692450406733,9.671763817793702,0.3072943781710791,5,0.3072943781710791,1.0
16,3871.831027120164,396.18310261167403,8.632708439311742,0.2816690249139056,3,0.2853175976072478,1.0
17,5881.034679606109,597.1034679606108,7.859180647153353,0.05670309983376742,1,0.234710991717728,1.0
18,3468.178444986122,355.81775367489655,7.548473205711319,0.27638899506730297,0,0.27638899506730297,1.0
19,4659.315708273504,474.89638932496075,6.517368512335987,0.28168643073906824,3,0.28168643073906824,1.0
20,4786.7989153738545,487.67989153703434,6.696132057762698,0.3397480638703801,4,0.3397480638703801,1.0
21,4226.436644411583,431.64364207221354,6.284568411640804,0.3681509503366685,4,0.3681509503366685,1.0
22,5114.973818220396,520.497359783074,5.50394367433118,0.5202413178363645,3,0.5202413178363645,1.0
23,4660.266876121023,475.02668759811615,5.71591124103326,0.08769761101659088,1,0.24602974810816003,1.0
24,3630.603949733259,372.01227344084487,4.588640020220781,0.3471719489381751,0,0.3471719489381751,1.0
25,3653.112063105145,374.26216640502355,4.350512722565859,0.26209148671765997,0,0.26209148671765997,1.0
26,4095.693100142,418.56928785500213,3.506662429172157,0.34810898102085247,2,0.34810898102085247,1.0
27,5545.754246530623,563.5754245754246,4.120793584764252,0.16828524709974368,4,0.18185261102367248,1.0
28,4283.011494829558,437.3011274439845,3.8249519080325576,0.40925352703011375,3,0.40925352703011375,1.0
29,4446.316540602312,453.6316540602255,2.476155781153358,0.30562972126396104,0,0.30562972126396104,1.0
30,4412.964399346084,450.29641786784646,2.993526857140824,0.20680736726421706,1,0.2796252826862094,1.0
31,4685.432766221868,477.5348936777508,3.092231873006491,0.17867915308384155,6,0.17867915308384155,1.0
32,4444.041914221318,453.4033109747395,2.956631920075781,0.4849801293120936,3,0.4849801293120936,1.0
