client_id,num_train_samples,num_test_samples,local_class_distribution,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,per_class_recall_json,per_class_f1_json
0,2082,596,"{""2"": 74, ""4"": 75, ""5"": 447}",0.7785234899328859,0.6594667150371848,0.2874656556650209,0.0,0.0,"[0.0, 0.0, 0.6216216216216216, 0.0, 0.5066666666666667, 0.8501118568232662, 0.0]","[0.0, 0.0, 0.6013071895424836, 0.0, 0.5241379310344828, 0.8868144690781797, 0.0]"
1,2080,594,"{""2"": 73, ""4"": 74, ""5"": 447}",0.7542087542087542,0.6110008141818384,0.26872376974557316,0.0,0.0,"[0.0, 0.0, 0.5616438356164384, 0.0, 0.43243243243243246, 0.8389261744966443, 0.0]","[0.0, 0.0, 0.5655172413793104, 0.0, 0.4383561643835616, 0.8771929824561403, 0.0]"
2,2079,594,"{""2"": 73, ""4"": 74, ""5"": 447}",0.7760942760942761,0.6846562476791401,0.2885772266333882,0.0,0.0,"[0.0, 0.0, 0.5753424657534246, 0.0, 0.6486486486486487, 0.8299776286353467, 0.0]","[0.0, 0.0, 0.535031847133758, 0.0, 0.6037735849056604, 0.8812351543942993, 0.0]"
3,192,56,"{""0"": 49, ""1"": 7}",0.10714285714285714,0.061224489795918366,0.03116883116883117,0.0,0.0,"[0.12244897959183673, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.21818181818181817, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4,284,81,"{""0"": 4, ""1"": 75, ""3"": 1, ""6"": 1}",0.04938271604938271,0.013333333333333334,0.014285714285714287,0.0,0.0,"[0.0, 0.05333333333333334, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0]"
5,89,25,"{""0"": 3, ""1"": 3, ""3"": 17, ""6"": 2}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
6,102,29,"{""0"": 1, ""1"": 8, ""6"": 20}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
7,33,10,"{""0"": 5, ""1"": 2, ""3"": 1, ""6"": 2}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
8,33,10,"{""0"": 1, ""1"": 3, ""3"": 2, ""6"": 4}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
9,33,10,"{""0"": 3, ""1"": 5, ""3"": 2}",0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
