round,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,loss,train_loss_weighted,train_loss_unweighted
0,0.1106679960119641,0.14285714285714285,0.028468838163631698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1992818671454219,1.0,0.0,0.0,0.0,0.0,1.9143925685350107,,
1,0.6989032901296112,0.1915903768362785,0.17754177951222289,0.0,0.0,0.0,0.0,0.0,0.0,0.4126984126984127,0.35454545454545455,0.0,0.0,0.0,0.0,0.8300940438871474,0.9865871833084948,0.0,0.0,1.1952726063676038,0.5133819765777338,0.6110810101549689
2,0.6610169491525424,0.19434640090377794,0.17119441827185522,0.0,0.0,0.0,0.0,0.0,0.0,0.3764705882352941,0.43636363636363634,0.0,0.0,0.017699115044247787,0.009009009009009009,0.8041912246234446,0.9150521609538003,0.0,0.0,1.2126028953734804,0.5156383358902475,0.8360075836987656
3,0.7248255234297108,0.26711778842926387,0.25651043749260144,0.0,0.0,0.0,0.0,0.0,0.0,0.46956521739130436,0.4909090909090909,0.0,0.0,0.4672897196261682,0.45045045045045046,0.8587181254307374,0.9284649776453056,0.0,0.0,1.1774690983777982,0.5130568913666756,1.08660348424467
4,0.7387836490528414,0.266946316126644,0.26099213192709125,0.0,0.0,0.0,0.0,0.0,0.0,0.49382716049382713,0.5454545454545454,0.0,0.0,0.4659090909090909,0.36936936936936937,0.8672086720867209,0.9538002980625931,0.0,0.0,0.9990132029130238,0.45816574239177227,1.4211833597940662
5,0.7048853439680958,0.2810609417166794,0.25078170222749907,0.0,0.0,0.0,0.0,0.0,0.0,0.4298245614035088,0.44545454545454544,0.0,0.0,0.46006389776357826,0.6486486486486487,0.8655834564254062,0.8733233979135618,0.0,0.0,1.4661313266839724,0.31691931229122977,1.2044576930177349
6,0.6889332003988036,0.1977499534876584,0.19313550208333072,0.0,0.0,0.0,0.0,0.0,0.0,0.1780821917808219,0.11818181818181818,0.0,0.0,0.3434343434343434,0.3063063063063063,0.8304319793681496,0.9597615499254843,0.0,0.0,1.0690507766969897,0.21969497368388874,0.8145640346044669
7,0.674975074775673,0.27305218780628615,0.22810504180236796,0.0,0.0,0.0,0.0,0.0,0.0,0.4413145539906103,0.8545454545454545,0.0,0.0,0.2976190476190476,0.22522522522522523,0.8578016910069177,0.8315946348733234,0.0,0.0,1.62762330072827,0.2966731947886498,0.3884468195727161
8,0.715852442671984,0.21580479777201086,0.19831883439070316,0.0,0.0,0.0,0.0,0.0,0.0,0.48672566371681414,0.5,0.0,0.0,0.05263157894736842,0.02702702702702703,0.8488745980707395,0.9836065573770492,0.0,0.0,2.123550379026685,0.17820392596097825,1.1417127616584135
9,0.732801595214357,0.29803228819622263,0.2697011034516249,0.0,0.0,0.0,0.0,0.0,0.0,0.5106382978723404,0.6545454545454545,0.0,0.0,0.5,0.5315315315315315,0.8772694262890341,0.9001490312965723,0.0,0.0,2.026375115214887,0.11866557414126062,1.25353778883912
10,0.0518444666001994,0.14285714285714285,0.014082599864590387,0.0,0.0,0.0,0.0,0.0985781990521327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.942803767956384,0.8959925781440321,1.3531043252698145
11,0.7168494516450648,0.21269010121469137,0.21082852592530782,0.0,0.0,0.0,0.0,0.0,0.0,0.4946236559139785,0.41818181818181815,0.0,0.0,0.14173228346456693,0.08108108108108109,0.8394437420986094,0.9895678092399404,0.0,0.0,1.576711097600334,0.20433887985783855,0.5086468511157521
12,0.715852442671984,0.2761649663289008,0.2511530272355742,0.0,0.0,0.0,0.0,0.0,0.0,0.4882943143812709,0.6636363636363637,0.0,0.0,0.4019607843137255,0.36936936936936937,0.867816091954023,0.9001490312965723,0.0,0.0,1.457509615366623,0.14806148031541497,1.2235530875116225
13,0.7278165503489531,0.2645692957168367,0.25548164440116444,0.0,0.0,0.0,0.0,0.0,0.0,0.4851063829787234,0.5181818181818182,0.0,0.0,0.44221105527638194,0.3963963963963964,0.8610540725530459,0.9374068554396423,0.0,0.0,1.4712094359716414,0.2260664872643808,1.7452281872313447
14,0.7318045862412762,0.264381903726166,0.25459783623318316,0.0,0.0,0.0,0.0,0.0,0.0,0.49382716049382713,0.5454545454545454,0.0,0.0,0.42105263157894735,0.36036036036036034,0.8673050615595075,0.9448584202682563,0.0,0.0,1.766285508128249,0.1016969498285074,1.3548857622939767
15,0.7248255234297108,0.27275738587213993,0.25095537058923784,0.0,0.0,0.0,0.0,0.0,0.0,0.5150501672240803,0.7,0.0,0.0,0.3742690058479532,0.2882882882882883,0.8673684210526316,0.9210134128166915,0.0,0.0,1.459995351902628,0.14392725632322625,1.0553887756027591
16,0.7387836490528414,0.2884751048685475,0.269936496317475,0.0,0.0,0.0,0.0,0.0,0.0,0.540084388185654,0.5818181818181818,0.0,0.0,0.475,0.5135135135135135,0.8744710860366713,0.9239940387481371,0.0,0.0,1.6760549390779536,0.10665093763791977,0.997251262865537
17,0.7387836490528414,0.28203050826001647,0.26681693345599483,0.0,0.0,0.0,0.0,0.0,0.0,0.5245901639344263,0.5818181818181818,0.0,0.0,0.4700460829493088,0.4594594594594595,0.8730822873082287,0.9329359165424739,0.0,0.0,1.7151899893999338,0.08308519696500713,1.1264722624883903
18,0.5314057826520439,0.192272046370407,0.20912354041182502,0.0,0.0,0.0,0.0,0.0,0.0,0.38372093023255816,0.3,0.0,0.0,0.39408866995073893,0.36036036036036034,0.686055182699478,0.6855439642324889,0.0,0.0,1.5268469306074848,0.19877964847166618,0.7910244299942446
19,0.748753738783649,0.2841244267473776,0.2735079633475356,0.0,0.0,0.0,0.0,0.0,0.0,0.5520361990950227,0.5545454545454546,0.0,0.0,0.4864864864864865,0.4864864864864865,0.8760330578512396,0.9478390461997019,0.0,0.0,1.785776067469436,0.06628514944730625,0.48352985625664135
20,0.7397806580259222,0.2735570145406211,0.26577478028107077,0.0,0.0,0.0,0.0,0.0,0.0,0.5185185185185185,0.509090909090909,0.0,0.0,0.4744186046511628,0.4594594594594595,0.8674863387978142,0.9463487332339792,0.0,0.0,1.6470953735967695,0.06135783251024714,0.42250028857048455
21,0.7337986041874377,0.27564230187181005,0.2620169459394586,0.0,0.0,0.0,0.0,0.0,0.0,0.5190839694656488,0.6181818181818182,0.0,0.0,0.44919786096256686,0.3783783783783784,0.8658367911479945,0.9329359165424739,0.0,0.0,1.485742508592539,0.09788769301033218,0.5814020181362196
22,0.7407776669990029,0.25987682381125005,0.2559392941283748,0.0,0.0,0.0,0.0,0.0,0.0,0.5535714285714286,0.5636363636363636,0.0,0.0,0.37209302325581395,0.2882882882882883,0.8659106070713809,0.9672131147540983,0.0,0.0,2.050613100008142,0.07222064035541213,1.2055805052594728
23,0.7357926221335992,0.28682079993555404,0.2679443386616659,0.0,0.0,0.0,0.0,0.0,0.0,0.5307692307692308,0.6272727272727273,0.0,0.0,0.4744186046511628,0.4594594594594595,0.8704225352112676,0.9210134128166915,0.0,0.0,1.770026677627031,0.05234197945539414,0.41404181610029045
24,0.7318045862412762,0.27307999930950755,0.25847206208794826,0.0,0.0,0.0,0.0,0.0,0.0,0.5307692307692308,0.6272727272727273,0.0,0.0,0.4126984126984127,0.35135135135135137,0.8658367911479945,0.9329359165424739,0.0,0.0,1.6899807517335992,0.09229655747429423,1.0199448125969846
25,0.7457627118644068,0.29324621619703584,0.27587845345476353,0.0,0.0,0.0,0.0,0.0,0.0,0.552,0.6272727272727273,0.0,0.0,0.5045871559633027,0.4954954954954955,0.8745620182200421,0.9299552906110283,0.0,0.0,1.7280260725011853,0.081835713003541,0.9352613233449022
26,0.7308075772681955,0.2782726946661373,0.2602707860533314,0.0,0.0,0.0,0.0,0.0,0.0,0.5179856115107914,0.6545454545454545,0.0,0.0,0.43617021276595747,0.36936936936936937,0.867739678096571,0.9239940387481371,0.0,0.0,1.845234160171311,0.08132700877273338,1.2331657771959752
27,0.7148554336989033,0.26716036879971305,0.25398006394798367,0.0,0.0,0.0,0.0,0.0,0.0,0.4933920704845815,0.509090909090909,0.0,0.0,0.4329004329004329,0.45045045045045046,0.8515679442508711,0.910581222056632,0.0,0.0,1.345172967535192,0.16967644803828416,1.2409610081455666
28,0.7377866400797607,0.28394240525388065,0.26815889038111257,0.0,0.0,0.0,0.0,0.0,0.0,0.5102880658436214,0.5636363636363636,0.0,0.0,0.4954954954954955,0.4954954954954955,0.8713286713286713,0.9284649776453056,0.0,0.0,2.0535214986069015,0.05425550104606663,0.8650557175108318
29,0.7228315054835494,0.262477487067651,0.2522819371403169,0.0,0.0,0.0,0.0,0.0,0.0,0.5083333333333333,0.5545454545454546,0.0,0.0,0.4020618556701031,0.35135135135135137,0.8555783709787816,0.9314456035767511,0.0,0.0,1.5443245237869612,0.09129735992799995,0.979646412174004
30,0.054835493519441676,0.22996051567480139,0.039382343148857024,0.0,0.0,0.10420168067226891,0.9393939393939394,0.13245033112582782,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03902439024390244,0.2857142857142857,16.757392259561648,1.1006253201906167,1.4948795348483448
31,0.7387836490528414,0.28423720718802686,0.2674358771721855,0.0,0.0,0.0,0.0,0.0,0.0,0.5287356321839081,0.6272727272727273,0.0,0.0,0.47058823529411764,0.43243243243243246,0.8727272727272727,0.9299552906110283,0.0,0.0,1.6941155409171123,0.08576378216350979,0.3552899747812597
32,0.7248255234297108,0.24771379853347067,0.2451831450283463,0.0,0.0,0.0,0.0,0.0,0.0,0.45933014354066987,0.43636363636363634,0.0,0.0,0.4,0.34234234234234234,0.856951871657754,0.9552906110283159,0.0,0.0,1.4188711845268638,0.3053138556031616,1.9906044610904854
33,0.7318045862412762,0.2706861001942969,0.2613632466454721,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.43636363636363634,0.0,0.0,0.5065502183406113,0.5225225225225225,0.8614540466392319,0.9359165424739195,0.0,0.0,1.43858153869956,0.19744535208518343,1.6375733714433003
34,0.7298105682951147,0.2831962897536668,0.26473409151646526,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4727272727272727,0.0,0.0,0.4852941176470588,0.5945945945945946,0.8678445229681979,0.9150521609538003,0.0,0.0,1.5375535456038425,0.16713778569251964,1.1948346598789914
35,0.7138584247258225,0.27467676320135337,0.2508769715696731,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6727272727272727,0.0,0.0,0.39593908629441626,0.35135135135135137,0.8601997146932953,0.8986587183308494,0.0,0.0,1.450608275110201,0.1580901864766348,1.1895886279985266
36,0.7308075772681955,0.26623530066153017,0.2578404885038502,0.0,0.0,0.0,0.0,0.0,0.0,0.49765258215962443,0.4818181818181818,0.0,0.0,0.4434389140271493,0.44144144144144143,0.863791923340178,0.940387481371088,0.0,0.0,1.4364571369300454,0.14555774219926038,1.155397411110132
37,0.0518444666001994,0.14285714285714285,0.014109347442680775,0.0,0.0,0.0,0.0,0.09876543209876543,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.05300787510211,0.8162474292715797,1.2950707834167408
38,0.7357926221335992,0.29203919695722974,0.2709768871710371,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.509090909090909,0.0,0.0,0.5267175572519084,0.6216216216216216,0.8701206529453513,0.9135618479880775,0.0,0.0,1.7384378330063368,0.1253306336597421,0.5226845413214385
39,0.7258225324027916,0.2717908881843308,0.2545065618377035,0.0,0.0,0.0,0.0,0.0,0.0,0.4927536231884058,0.6181818181818182,0.0,0.0,0.42105263157894735,0.36036036036036034,0.867739678096571,0.9239940387481371,0.0,0.0,1.7375563251175885,0.13601315535702954,2.1740327898084715
40,0.7278165503489531,0.29473767998358164,0.2677708850923973,0.0,0.0,0.0,0.0,0.0,0.0,0.5098039215686274,0.5909090909090909,0.0,0.0,0.4942084942084942,0.5765765765765766,0.8703837798696596,0.8956780923994039,0.0,0.0,1.993582255818908,0.05418252577611119,1.8242305754261168
