seed,collapse_round,max_amp_early,straggler_share_early_mean,best_macro_f1,final_macro_f1,amp_source
42,17,35.611300916015516,0.406854423312159,0.38741911602996615,0.4164559068508922,logged
123,7,35.623953952510796,0.26796463113969465,0.4279523940462239,0.35651312142387376,logged
31337,10,33.69827328838174,0.4101416770950642,0.40204713324818747,0.3011428337671142,logged
271828,12,7.62670027592113,0.2358646197017075,0.41800198372660125,0.24634734681867815,logged
8675309,15,18.453475401780572,0.23093253814440567,0.45347488535328856,0.4062218637746112,logged
