seed,round,a_eff,mean_tau,global_update_norm,straggler_share,dominating_cid,max_contribution_share,server_lr,max_amp,source
123,1,4297.282718287087,438.7282717282717,0.7221296899450173,0.2442919879354503,0,0.2442919879354503,0.3,2.9433443129276244,logged
123,2,4575.15280938075,466.51519908662766,0.6501202776546964,0.1021792674520769,2,0.2570280104757285,0.3,5.791270621770599,logged
123,3,4937.992034974814,502.7992007992008,0.6072249292660475,0.299459928020963,1,0.299459928020963,0.3,4.293905405388553,logged
123,4,4063.1900378537457,415.31811046096755,0.7166225250853033,0.434822263678956,4,0.434822263678956,0.3,6.660351552011986,logged
123,5,4720.3239673398275,481.0323961752532,0.5996626308930274,0.2955880874908024,5,0.2955880874908024,0.3,3.603300641237023,logged
123,6,4222.743108283081,431.2386185243328,0.7109238826123614,0.4234941110338926,5,0.4234941110338926,0.3,16.101801257960865,logged
123,7,4681.975468337965,477.1975167689453,0.6757638263006255,0.3872467149102335,2,0.3872467149102335,0.3,4.8770506083154945,logged
123,8,4946.846913284857,503.59954331382903,0.5760759755736348,0.1630114562337243,5,0.3131312315379609,0.3,35.623953952510796,logged
123,9,4578.889315061932,466.88054802340514,0.4964451342031731,0.0772684893346873,2,0.2945656334424602,0.3,13.049998069401704,logged
123,10,4573.368060649065,466.33680605109174,0.4572852070630848,0.2522840053061603,3,0.2522840053061603,0.3,2.755040998923085,logged
123,11,4352.732981307912,444.273298130441,0.416431697257534,0.2161105064587439,5,0.2161105064587439,0.3,2.1655387966467496,logged
123,12,5254.671043242473,534.4671043242472,0.4711897491210036,0.1789992211904102,5,0.1789992211904102,0.3,1.3975188944793806,logged
123,13,4188.923256637607,427.82146425003566,0.9036541065457172,0.3697299649502298,3,0.3816228648347134,0.3,15.972842305023148,logged
123,14,5032.621664050239,512.2621664050234,0.5347443180700302,0.2178387619791104,0,0.2178387619791104,0.3,1.8639339496482252,logged
123,15,4484.127301270246,457.4127301270158,0.4478321515342433,0.2106389152164387,2,0.2106389152164387,0.3,1.900053941215759,logged
123,16,4150.214955563819,424.01969459112314,0.6011547333313259,0.3679005368879194,1,0.3679005368879194,0.3,7.828659217265742,logged
123,17,4988.846867421754,507.8846867418296,0.4702268559657431,0.2302790013304919,3,0.2302790013304919,0.3,2.482013366849155,logged
123,18,4670.28542899495,476.02854288568574,0.4424708659074262,0.2278714050818875,3,0.2278714050818875,0.3,2.813424955726848,logged
123,19,4751.6697589527275,484.1669758812616,0.4544904690956042,0.2296344094405256,4,0.2296344094405256,0.3,2.8624516604945676,logged
123,20,4797.418519199724,488.7418295989725,0.5031345510669438,0.2887438498133449,5,0.2887438498133449,0.3,4.997303609476776,logged
123,21,4921.2801484994625,501.12801484230056,0.4616340662757728,0.034871866235372,5,0.1811115590264467,0.3,2.9468743390141854,logged
123,22,4986.093356175588,507.57371200228346,0.8701600201229901,0.5239914409611153,5,0.5239914409611153,0.3,19.01254284621197,logged
123,23,4495.48308834374,458.54830883402315,0.4888650816889751,0.220773961174572,4,0.220773961174572,0.3,2.2365587503951354,logged
123,24,4708.9581848198595,479.895818467247,0.4931862341272803,0.2145572249008465,5,0.2145572249008465,0.3,2.836721796572814,logged
123,25,5055.980547505755,514.5979734551163,0.4805118375535253,0.0843313909884147,2,0.196759129045285,0.3,6.399906807260685,logged
123,26,4395.571571324119,448.5571571285857,0.4298859400641649,0.1906013957455441,2,0.21361978142047,0.3,2.4833737687202513,logged
123,27,4184.529226693547,427.4511203082632,0.4828835618490055,0.3297222099714106,0,0.3297222099714106,0.3,7.893387126022218,logged
123,28,3579.564198119846,366.9212216355073,1.0801176675876096,0.5246943554320684,3,0.5246943554320684,0.3,13.64928669119835,logged
123,29,4643.160752383065,473.30769230769226,0.5717494255093265,0.207522891134384,6,0.207522891134384,0.3,13.23317396103103,logged
123,30,5670.392464678922,576.0392464678179,0.4770543184271496,0.0134259285358109,4,0.2184050638910322,0.3,2.68738979367686,logged
123,31,4007.922525300737,409.75567289853,1.7111605738834406,0.5620143520908175,4,0.5620143520908175,0.3,15.282665865491447,logged
123,32,4916.828885403773,500.68288854003134,0.7285016753221922,0.3049030659281307,3,0.3049030659281307,0.3,2.446183525049559,logged
123,33,3851.535612985364,394.1535607249893,0.5040675640628351,0.2275773719305658,3,0.2625924645923578,0.3,2.940103442060689,logged
123,34,5161.88166306122,525.1880976166691,0.5972254421152263,0.3724841251108221,1,0.3724841251108221,0.3,6.1450606548498135,logged
123,35,4660.771471867934,475.07706579135146,0.4255711288555993,0.0801181771461432,1,0.276165798998021,0.3,5.8996475143895015,logged
123,36,5534.673897531043,562.467389753104,0.3858587770942292,0.2019743634025679,4,0.2019743634025679,0.3,1.471987738705064,logged
123,37,4991.742543171116,508.1742543171115,0.3617392129222725,0.216291494944414,4,0.216291494944414,0.3,1.4638541182319986,logged
123,38,4282.803788707417,437.24475524475525,0.856582496585677,0.5725791913189122,5,0.5725791913189122,0.3,16.330819484931286,logged
123,39,4804.322447830563,489.4238618524332,0.5282017434536599,0.2642458209788246,6,0.2642458209788246,0.3,13.6924905484692,logged
123,40,4928.779241787543,501.8423005565862,1.2180598653533834,0.6518770839537382,5,0.6518770839537382,0.3,18.793997588902307,logged
123,41,3485.573638865197,357.50834879406307,2.105726298169323,0.5473001217890334,1,0.5473001217890334,0.3,15.600036571337382,logged
123,42,5039.494790923452,512.9494790923362,0.6218139354334514,0.3069322444001183,5,0.3069322444001183,0.3,2.135379148695876,logged
123,43,4427.853575134524,451.7853574996432,0.548728455387785,0.3204109002405642,3,0.3204109002405642,0.3,2.6673816703465736,logged
123,44,4823.552162238192,491.3552162123591,0.3732804625582496,0.0248626112455121,5,0.2285404539382931,0.3,2.8883545867898217,logged
123,45,4870.184322211311,496.0184101612673,0.5783543065471821,0.4923564042032989,2,0.4923564042032989,0.3,5.073101209494575,logged
123,46,3788.4768519292625,387.8467247038676,0.6342169877381342,0.3911075822843612,5,0.3911075822843612,0.3,6.210043696070115,logged
123,47,4209.562845766505,429.9210789210789,1.1339704801420536,0.6811571397990047,2,0.6811571397990047,0.3,16.051543413207447,logged
123,48,5268.359662476808,535.8341658341659,1.1005187622031634,0.5862600799792365,1,0.5862600799792365,0.3,9.937844876258213,logged
123,49,4908.2446180520665,499.8244612530326,0.4675014819817312,0.3730374183246531,2,0.3730374183246531,0.3,3.746751515774072,logged
123,50,4563.946053946143,465.3946053946054,0.3898807311735127,0.3220751101439906,4,0.3220751101439906,0.3,1.9338754465868944,logged
123,51,5074.823761162091,516.482374768089,0.3867698767656399,0.0547316131015408,4,0.4385050977611809,0.3,4.125872701217612,logged
123,52,4901.067503962794,499.1067503924646,0.3141068510502802,0.2295987153359852,1,0.2295987153359852,0.3,2.7689646910701993,logged
123,53,4214.0311925579335,430.4021692593122,0.6021852344922767,0.4299034718774324,3,0.4299034718774324,0.3,6.907609275495673,logged
