seed,stem,momentum_used,momentum_from_json,amp_source,a_eff_mean,max_amp_overall,max_amp_early,straggler_share_mean,straggler_share_early_mean,max_contribution_share_mean,collapse_round,best_macro_f1,final_macro_f1
42,fednova_mu0.0_E20_sh-random_stragglers_slr0.3_s42,0.9,True,logged,4533.6198487449155,37.51487337325253,35.611300916015516,0.36520515720490077,0.406854423312159,0.414277619736847,17,0.38741911602996615,0.4164559068508922
123,fednova_mu0.0_E20_sh-random_stragglers_slr0.3_s123,0.9,True,logged,4571.184498318598,37.475428868928994,35.623953952510796,0.3469830145199185,0.26796463113969465,0.39795508924058204,7,0.4279523940462239,0.35651312142387376
31337,fednova_mu0.0_E20_sh-random_stragglers_slr0.3_s31337,0.9,True,logged,4624.6660173575965,36.915364183380795,33.69827328838174,0.342413588984059,0.4101416770950642,0.3946134272130824,10,0.40204713324818747,0.3011428337671142
271828,fednova_mu0.0_E20_sh-random_stragglers_slr0.3_s271828,0.9,True,logged,4586.114550330619,35.762059497027856,7.62670027592113,0.35123774626823395,0.2358646197017075,0.3884644283226449,12,0.41800198372660125,0.24634734681867815
8675309,fednova_mu0.0_E20_sh-random_stragglers_slr0.3_s8675309,0.9,True,logged,4642.63165959795,35.77132967495913,18.453475401780572,0.3463593188698266,0.23093253814440567,0.3920187722491728,15,0.45347488535328856,0.4062218637746112
