source,algorithm,mu,seed,tail,file,macro_f1_r20,min_class_f1_r20,max_class_f1_r20,range_class_f1_r20,n_classes_below_r20,class0_f1_r20,class1_f1_r20,class2_f1_r20,class3_f1_r20,class4_f1_r20,class5_f1_r20,class6_f1_r20,collapsed,n_classes_collapsed_final,macro_f1_final
li2020_asymmetric_L4,fedprox,0.01,456,_sh-fixed_stragglers_drop,history_fedprox_mu0.01_E20_sh-fixed_stragglers_drop_s456.csv,0.3582567335745209,0.0,0.8866120218579235,0.8866120218579235,3,0.4705882352941176,0.5950413223140496,0.5555555555555556,0.0,0.0,0.8866120218579235,0.0,True,3,0.3637385216326943
li2020_asymmetric_L4,fedavg,0.0,123,,history_fedavg_mu0.0_E20_s123.csv,0.35506624958898214,0.0,0.8862526168876483,0.8862526168876483,3,0.4337349397590361,0.6071428571428571,0.5583333333333333,0.0,0.0,0.8862526168876483,0.0,False,1,0.4430805082146945
li2020_asymmetric_L4,fedavg,0.0,42,,history_fedavg_mu0.0_E20_s42.csv,0.36176902748747153,0.0,0.8904396371249128,0.8904396371249128,3,0.4523809523809524,0.639344262295082,0.5502183406113537,0.0,0.0,0.8904396371249128,0.0,False,1,0.4134797957833965
node_pinned_L4,fedprox,0.01,123,,history_fedprox_mu0.01_E20_s123.csv,0.3535851255071663,0.0,0.8887323943661972,0.8887323943661972,3,0.4155844155844156,0.6050420168067226,0.5657370517928287,0.0,0.0,0.8887323943661972,0.0,False,0,0.5239643986589912
node_pinned_L4,fedprox,0.01,456,,history_fedprox_mu0.01_E20_s456.csv,0.356084498996411,0.0,0.8825966850828729,0.8825966850828729,3,0.475,0.5794392523364486,0.5555555555555556,0.0,0.0,0.8825966850828729,0.0,False,1,0.474397458116364
node_pinned_L4,fedavg,0.0,456,,history_fedavg_mu0.0_E20_s456.csv,0.3608048215932761,0.0,0.8903043170559094,0.8903043170559094,3,0.4578313253012048,0.6126126126126126,0.5648854961832062,0.0,0.0,0.8903043170559094,0.0,False,1,0.4859165417799907
node_pinned_L4,fedavg,0.0,123,,history_fedavg_mu0.0_E20_s123.csv,0.36700735600204704,0.0,0.8915325402379286,0.8915325402379286,3,0.4691358024691358,0.6440677966101694,0.5643153526970954,0.0,0.0,0.8915325402379286,0.0,True,2,0.40206543674034695
node_pinned_L4,fedprox,0.01,42,,history_fedprox_mu0.01_E20_s42.csv,0.3516237347296888,0.0,0.8875086266390614,0.8875086266390614,3,0.4358974358974359,0.5984251968503937,0.5395348837209303,0.0,0.0,0.8875086266390614,0.0,False,1,0.4368849810478947
node_pinned_L4,fedavg,0.0,42,,history_fedavg_mu0.0_E20_s42.csv,0.3488782039251602,0.0,0.8919667590027701,0.8919667590027701,3,0.4,0.5853658536585366,0.5648148148148148,0.0,0.0,0.8919667590027701,0.0,False,1,0.44423398016535554
extended_rounds_L3,fedprox,0.01,123,,history_fedprox_mu0.01_E20_s123.csv,0.47909307340437773,0.0,0.8930817610062893,0.8930817610062893,1,0.5205479452054794,0.6551724137931034,0.5244444444444445,0.0,0.1889763779527559,0.8930817610062893,0.5714285714285714,False,0,0.540210758355646
extended_rounds_L3,fedprox,0.01,456,,history_fedprox_mu0.01_E20_s456.csv,0.47667311450281186,0.1538461538461538,0.8974719101123596,0.7436257562662059,0,0.4594594594594595,0.603448275862069,0.5361702127659574,0.1538461538461538,0.16,0.8974719101123596,0.5263157894736842,False,0,0.5577539876174373
extended_rounds_L3,fedavg,0.0,456,,history_fedavg_mu0.0_E20_s456.csv,0.46008278600960256,0.1111111111111111,0.8959660297239915,0.7848549186128804,0,0.3333333333333333,0.5785123966942148,0.4896265560165975,0.2857142857142857,0.1111111111111111,0.8959660297239915,0.5263157894736842,False,0,0.5292894524157715
extended_rounds_L3,fedavg,0.0,123,,history_fedavg_mu0.0_E20_s123.csv,0.4303698049453404,0.0,0.8854961832061069,0.8854961832061069,1,0.4533333333333333,0.6206896551724138,0.4774774774774775,0.0,0.1311475409836065,0.8854961832061069,0.4444444444444444,False,0,0.5970916083495548
extended_rounds_L3,fedprox,0.01,42,,history_fedprox_mu0.01_E20_s42.csv,0.45001719073469276,0.0,0.9004267425320057,0.9004267425320057,1,0.4516129032258064,0.6086956521739131,0.4864864864864865,0.0,0.2028985507246377,0.9004267425320057,0.5,False,0,0.5027774377084184
extended_rounds_L3,fedavg,0.0,42,,history_fedavg_mu0.0_E20_s42.csv,0.43956373788414155,0.0,0.8992137240886348,0.8992137240886348,2,0.3953488372093023,0.6218487394957983,0.5245901639344263,0.0,0.064516129032258,0.8992137240886348,0.5714285714285714,False,0,0.5155047797317595
fednova_unequal_E,fedavg,0.0,42,_sh-fixed_stragglers,history_fedavg_mu0.0_E20_sh-fixed_stragglers_s42.csv,0.3959187534164536,0.1176470588235294,0.9020436927413672,0.7843966339178378,0,0.3956043956043956,0.5528455284552846,0.5244444444444445,0.1538461538461538,0.1176470588235294,0.9020436927413672,0.125,False,0,0.5189886899841762
fednova_unequal_E,fedprox,0.01,42,_sh-fixed_stragglers,history_fedprox_mu0.01_E20_sh-fixed_stragglers_s42.csv,0.3864724262551686,0.0,0.9034965034965036,0.9034965034965036,1,0.4235294117647059,0.5714285714285714,0.4878048780487805,0.0,0.1857142857142857,0.9034965034965036,0.1333333333333333,False,1,0.4970578966496223
fednova_unequal_E,fednova,0.0,42,_sh-fixed_stragglers,history_fednova_mu0.0_E20_sh-fixed_stragglers_s42.csv,0.030550524526866647,0.0,0.2020018198362147,0.2020018198362147,6,0.0,0.0,0.0,0.0,0.2020018198362147,0.0118518518518518,0.0,True,3,0.2067804620894003
fednova_unequal_E,fedprox,0.01,42,,history_fedprox_mu0.01_E20_s42.csv,0.46208059579834115,0.0,0.9012082444918266,0.9012082444918266,1,0.4367816091954023,0.5862068965517241,0.5089285714285714,0.0,0.2014388489208633,0.9012082444918266,0.6,False,0,0.5073044868926978
fednova_unequal_E,fednova,0.0,42,,history_fednova_mu0.0_E20_s42.csv,0.5012243726451714,0.2857142857142857,0.8958185683912119,0.6101042826769262,0,0.3125,0.5591397849462365,0.4545454545454545,0.2857142857142857,0.392156862745098,0.8958185683912119,0.6086956521739131,False,0,0.5380096572970066
fednova_unequal_E,fedavg,0.0,42,,history_fedavg_mu0.0_E20_s42.csv,0.4104244340180136,0.0,0.8980169971671388,0.8980169971671388,1,0.4878048780487805,0.6299212598425197,0.4915254237288136,0.0,0.1157024793388429,0.8980169971671388,0.25,False,1,0.49962772667415895
fednova_unequal_E,fedavg,0.0,42,_sh-fixed_stragglers,history_fedavg_mu0.0_E20_sh-fixed_stragglers_s42.csv,0.35684604948127713,0.0,0.8956461644782309,0.8956461644782309,3,0.4367816091954023,0.5967741935483871,0.5687203791469194,0.0,0.0,0.8956461644782309,0.0,False,1,0.4434740218213623
fednova_unequal_E,fedprox,0.01,42,_sh-fixed_stragglers,history_fedprox_mu0.01_E20_sh-fixed_stragglers_s42.csv,0.36128301585429173,0.0,0.8905817174515236,0.8905817174515236,3,0.4,0.6504065040650406,0.5701357466063348,0.0,0.0178571428571428,0.8905817174515236,0.0,True,2,0.3807701983236925
fednova_unequal_E,fednova,0.0,42,_sh-fixed_stragglers,history_fednova_mu0.0_E20_sh-fixed_stragglers_s42.csv,0.003937007874015743,0.0,0.0275590551181102,0.0275590551181102,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0275590551181102,True,7,0.0039331366764995
fednova_unequal_E,fedprox,0.01,42,,history_fedprox_mu0.01_E20_s42.csv,0.3590331214842542,0.0,0.889196675900277,0.889196675900277,3,0.419753086419753,0.6341463414634146,0.5701357466063348,0.0,0.0,0.889196675900277,0.0,False,1,0.450140368508007
fednova_unequal_E,fednova,0.0,42,,history_fednova_mu0.0_E20_s42.csv,0.44900923976420304,0.0,0.898186889818689,0.898186889818689,1,0.3333333333333333,0.6071428571428571,0.5247524752475248,0.0,0.2533333333333333,0.898186889818689,0.5263157894736842,False,0,0.5203515325087109
fednova_unequal_E,fedavg,0.0,42,,history_fedavg_mu0.0_E20_s42.csv,0.3434848783480323,0.0,0.8931623931623932,0.8931623931623932,3,0.3863636363636363,0.5801526717557252,0.5447154471544715,0.0,0.0,0.8931623931623932,0.0,False,1,0.4760133499594577
asymmetric_mu_L4,fedprox,0.01,123,,history_fedprox_mu0.01_E20_s123.csv,0.365471869736398,0.0,0.8873435326842837,0.8873435326842837,3,0.4597701149425287,0.6271186440677966,0.584070796460177,0.0,0.0,0.8873435326842837,0.0,False,0,0.50969026140912
asymmetric_mu_L4,fedprox,0.01,456,,history_fedprox_mu0.01_E20_s456.csv,0.35934398498093895,0.0,0.8834612700628053,0.8834612700628053,3,0.4615384615384615,0.6071428571428571,0.563265306122449,0.0,0.0,0.8834612700628053,0.0,False,1,0.44330758997757524
asymmetric_mu_L4,fedprox,0.01,123,_muPC-c0m0.0-c1m0.01,history_fedprox_mu0.01_E20_muPC-c0m0.0-c1m0.01_s123.csv,0.3604107749609626,0.0,0.884992987377279,0.884992987377279,3,0.4556962025316455,0.6153846153846154,0.5668016194331984,0.0,0.0,0.884992987377279,0.0,False,1,0.42856164419489134
asymmetric_mu_L4,fedprox,0.01,456,_muPC-c0m0.01-c1m0.0,history_fedprox_mu0.01_E20_muPC-c0m0.01-c1m0.0_s456.csv,0.37780123624750195,0.0,0.8843441466854725,0.8843441466854725,2,0.4819277108433735,0.591304347826087,0.536,0.0,0.0176991150442477,0.8843441466854725,0.1333333333333333,False,1,0.4496851196068814
asymmetric_mu_L4,fedavg,0.0,456,,history_fedavg_mu0.0_E20_s456.csv,0.35352493747033525,0.0,0.8876482903000698,0.8876482903000698,3,0.4337349397590361,0.6126126126126126,0.5228215767634855,0.0,0.0178571428571428,0.8876482903000698,0.0,False,1,0.4437261965179113
asymmetric_mu_L4,fedprox,0.01,123,_muPC-c0m0.01-c1m0.0,history_fedprox_mu0.01_E20_muPC-c0m0.01-c1m0.0_s123.csv,0.3579809890643763,0.0,0.8839160839160839,0.8839160839160839,3,0.4810126582278481,0.5932203389830508,0.5477178423236515,0.0,0.0,0.8839160839160839,0.0,False,0,0.5236779386295013
asymmetric_mu_L4,fedavg,0.0,123,,history_fedavg_mu0.0_E20_s123.csv,0.3685002736726875,0.0,0.8884180790960452,0.8884180790960452,3,0.4444444444444444,0.6949152542372882,0.5517241379310345,0.0,0.0,0.8884180790960452,0.0,False,1,0.4638464406227912
asymmetric_mu_L4,fedprox,0.01,456,_muPC-c0m0.0-c1m0.01,history_fedprox_mu0.01_E20_muPC-c0m0.0-c1m0.01_s456.csv,0.3554759528841029,0.0,0.8911465892597968,0.8911465892597968,3,0.4597701149425287,0.6,0.5374149659863946,0.0,0.0,0.8911465892597968,0.0,False,1,0.44957856751266095
asymmetric_mu_L4,fedprox,0.01,42,,history_fedprox_mu0.01_E20_s42.csv,0.3476163336183138,0.0,0.8830449826989619,0.8830449826989619,3,0.3950617283950617,0.6153846153846154,0.5398230088495575,0.0,0.0,0.8830449826989619,0.0,False,1,0.42850883540931095
asymmetric_mu_L4,fedprox,0.01,42,_muPC-c0m0.0-c1m0.01,history_fedprox_mu0.01_E20_muPC-c0m0.0-c1m0.01_s42.csv,0.3515469053856415,0.0,0.8887353144436766,0.8887353144436766,3,0.4418604651162791,0.6,0.5302325581395348,0.0,0.0,0.8887353144436766,0.0,False,1,0.4315646087786538
asymmetric_mu_L4,fedprox,0.01,42,_muPC-c0m0.01-c1m0.0,history_fedprox_mu0.01_E20_muPC-c0m0.01-c1m0.0_s42.csv,0.3653025120968545,0.0,0.8853591160220995,0.8853591160220995,3,0.4651162790697674,0.6,0.5887850467289719,0.0,0.0178571428571428,0.8853591160220995,0.0,False,1,0.5083049309169761
asymmetric_mu_L4,fedavg,0.0,42,,history_fedavg_mu0.0_E20_s42.csv,0.3351971596799429,0.0,0.8920056100981767,0.8920056100981767,3,0.3260869565217391,0.559322033898305,0.5689655172413793,0.0,0.0,0.8920056100981767,0.0,False,1,0.42475436695713126
mu_sweep_ladder,fedprox,1.0,42,,history_fedprox_mu1.0_E20_s42.csv,0.3288969906325538,0.0,0.8558014755197854,0.8558014755197854,1,0.2352941176470588,0.4716981132075472,0.4716981132075472,0.0,0.134453781512605,0.8558014755197854,0.1333333333333333,False,0,0.5459599262750825
mu_sweep_ladder,fedprox,0.001,42,,history_fedprox_mu0.001_E20_s42.csv,0.6383121376062507,0.4722222222222222,0.9016152716593244,0.4293930494371022,0,0.4722222222222222,0.6422018348623854,0.5170731707317073,0.5217391304347826,0.5333333333333333,0.9016152716593244,0.88,False,0,0.6589727069081565
mu_sweep_ladder,fedprox,0.1,42,,history_fedprox_mu0.1_E20_s42.csv,0.5593065162428205,0.2857142857142857,0.8975817923186344,0.6118675066043487,0,0.4444444444444444,0.5950413223140496,0.5310734463276836,0.2857142857142857,0.4946236559139785,0.8975817923186344,0.6666666666666666,False,0,0.6099205116778771
mu_sweep_ladder,fedprox,0.01,42,,history_fedprox_mu0.01_E20_s42.csv,0.6132698756633879,0.4,0.9080206033848418,0.5080206033848418,0,0.4307692307692308,0.5794392523364486,0.5714285714285714,0.4,0.5570776255707762,0.9080206033848418,0.8461538461538461,False,0,0.6041008301286415
mu_sweep_ladder,fedprox,1.0,42,,history_fedprox_mu1.0_E20_s42.csv,0.24875006178264322,0.0,0.86002886002886,0.86002886002886,4,0.0,0.4320987654320987,0.4491228070175438,0.0,0.0,0.86002886002886,0.0,True,2,0.3442109598257212
mu_sweep_ladder,fedprox,0.001,42,,history_fedprox_mu0.001_E20_s42.csv,0.3537809781713143,0.0,0.8807212205270458,0.8807212205270458,3,0.4,0.592,0.586046511627907,0.0,0.0176991150442477,0.8807212205270458,0.0,False,1,0.41294044331204965
mu_sweep_ladder,fedprox,0.1,42,,history_fedprox_mu0.1_E20_s42.csv,0.3319566817654062,0.0,0.8842398884239888,0.8842398884239888,3,0.4,0.5521472392638037,0.4873096446700508,0.0,0.0,0.8842398884239888,0.0,False,1,0.4089429382228523
mu_sweep_ladder,fedprox,0.01,42,,history_fedprox_mu0.01_E20_s42.csv,0.3589649258434739,0.0,0.8867403314917127,0.8867403314917127,3,0.4523809523809524,0.6290322580645161,0.5446009389671361,0.0,0.0,0.8867403314917127,0.0,False,1,0.4458096901474243
mu_sweep_ladder,fedprox,1.0,42,,history_fedprox_mu1.0_E20_s42.csv,0.2301399607773877,0.0,0.8269831355402874,0.8269831355402874,3,0.0,0.3762376237623762,0.1290322580645161,0.0,0.0178571428571428,0.8269831355402874,0.2608695652173913,False,0,0.47679952512215246
mu_sweep_ladder,fedprox,0.001,42,,history_fedprox_mu0.001_E20_s42.csv,0.5170885741538667,0.25,0.8930555555555556,0.6430555555555556,0,0.3508771929824561,0.5894736842105263,0.382716049382716,0.25,0.4334975369458128,0.8930555555555556,0.72,False,0,0.5055092932814296
mu_sweep_ladder,fedprox,0.1,42,,history_fedprox_mu0.1_E20_s42.csv,0.455441819091095,0.1,0.8893470790378006,0.7893470790378007,0,0.3170731707317073,0.543859649122807,0.4171779141104294,0.1,0.2777777777777778,0.8893470790378006,0.6428571428571429,False,0,0.5538268386843475
mu_sweep_ladder,fedprox,0.01,42,,history_fedprox_mu0.01_E20_s42.csv,0.5365648643532667,0.2857142857142857,0.8937062937062937,0.607992007992008,0,0.3859649122807017,0.594059405940594,0.382716049382716,0.2857142857142857,0.4137931034482758,0.8937062937062937,0.8,False,0,0.5494410880320346
heterogeneity_ladder,fedprox,0.01,42,,history_fedprox_mu0.01_E20_s42.csv,0.45221082507214944,0.0,0.8958185683912119,0.8958185683912119,1,0.3783783783783784,0.5535714285714286,0.4876033057851239,0.0,0.2137404580152671,0.8958185683912119,0.6363636363636364,False,0,0.5150483343212966
heterogeneity_ladder,fednova,0.0,42,,history_fednova_mu0.0_E20_s42.csv,0.4131911383604675,0.0,0.8828337874659401,0.8828337874659401,1,0.4266666666666667,0.5409836065573771,0.4948453608247423,0.0,0.1025641025641025,0.8828337874659401,0.4444444444444444,False,0,0.4923759984646107
heterogeneity_ladder,fedavg,0.0,42,,history_fedavg_mu0.0_E20_s42.csv,0.37713511800432,0.0,0.894919972164231,0.894919972164231,2,0.3783783783783784,0.6016260162601627,0.5150214592274678,0.0,0.0,0.894919972164231,0.25,False,0,0.4707954184246553
heterogeneity_ladder,fedprox,0.01,42,,history_fedprox_mu0.01_E20_s42.csv,0.6095841745092405,0.417910447761194,0.8900369003690037,0.4721264526078097,0,0.417910447761194,0.6486486486486487,0.5550239234449761,0.5,0.4862385321100917,0.8900369003690037,0.7692307692307693,False,0,0.6045638542591
heterogeneity_ladder,fedavg,0.0,42,,history_fedavg_mu0.0_E20_s42.csv,0.6065298184402677,0.3934426229508196,0.8913202042304887,0.49787758127966913,0,0.3934426229508196,0.6491228070175439,0.5320197044334976,0.5454545454545454,0.4757281553398058,0.8913202042304887,0.7586206896551724,False,0,0.5949609859438706
heterogeneity_ladder,fedprox,0.01,42,,history_fedprox_mu0.01_E20_s42.csv,0.6146385312751922,0.4761904761904761,0.890190336749634,0.4139998605591579,0,0.4927536231884058,0.6037735849056604,0.5727699530516432,0.4761904761904761,0.4975609756097561,0.890190336749634,0.7692307692307693,False,0,0.6281293703566809
heterogeneity_ladder,fednova,0.0,42,,history_fednova_mu0.0_E20_s42.csv,0.5812543562363869,0.3478260869565217,0.9028910303928837,0.5550649434363619,0,0.3478260869565217,0.5714285714285714,0.5402843601895735,0.4137931034482758,0.5339366515837104,0.9028910303928837,0.7586206896551724,False,0,0.6036539357974021
heterogeneity_ladder,fedavg,0.0,42,,history_fedavg_mu0.0_E20_s42.csv,0.6252259344290237,0.4571428571428571,0.8956328645447816,0.43849000740192456,0,0.4571428571428571,0.6111111111111112,0.5631067961165048,0.5714285714285714,0.5089285714285714,0.8956328645447816,0.7692307692307693,False,0,0.629031443611076
heterogeneity_ladder,fedprox,0.01,42,,history_fedprox_mu0.01_E20_s42.csv,0.44300913692267807,0.1176470588235294,0.8580491673275178,0.7404021085039884,0,0.4651162790697674,0.528,0.5169491525423728,0.2857142857142857,0.3295880149812734,0.8580491673275178,0.1176470588235294,False,0,0.261684264652943
heterogeneity_ladder,fednova,0.0,42,,history_fednova_mu0.0_E20_s42.csv,0.09809942335723969,0.0,0.3076923076923077,0.3076923076923077,4,0.0,0.0,0.0,0.1463414634146341,0.232662192393736,0.0,0.3076923076923077,False,0,0.32392508448335405
heterogeneity_ladder,fedavg,0.0,42,,history_fedavg_mu0.0_E20_s42.csv,0.3967081113271456,0.1,0.8712413261372398,0.7712413261372398,0,0.4,0.5736434108527132,0.5073529411764706,0.1,0.2247191011235955,0.8712413261372398,0.1,False,0,0.4927989043090228
heterogeneity_ladder,fedprox,0.01,42,,history_fedprox_mu0.01_E20_s42.csv,0.515863224624761,0.2666666666666666,0.8892025405786874,0.6225358739120208,0,0.3508771929824561,0.5918367346938775,0.4022346368715084,0.2666666666666666,0.3959390862944162,0.8892025405786874,0.7142857142857143,False,0,0.5549580882577737
heterogeneity_ladder,fedavg,0.0,42,,history_fedavg_mu0.0_E20_s42.csv,0.4852072545373901,0.2580645161290322,0.8773841961852861,0.6193196800562539,0,0.2580645161290322,0.5319148936170213,0.4099378881987577,0.48,0.2874251497005988,0.8773841961852861,0.5517241379310345,False,0,0.5514317788417611
two_client_90_10_rare_stress,fedprox,0.01,123,,history_fedprox_mu0.01_E20_s123.csv,0.3535851255071663,0.0,0.8887323943661972,0.8887323943661972,3,0.4155844155844156,0.6050420168067226,0.5657370517928287,0.0,0.0,0.8887323943661972,0.0,False,0,0.5239643986589912
two_client_90_10_rare_stress,fedprox,0.01,456,,history_fedprox_mu0.01_E20_s456.csv,0.356084498996411,0.0,0.8825966850828729,0.8825966850828729,3,0.475,0.5794392523364486,0.5555555555555556,0.0,0.0,0.8825966850828729,0.0,False,1,0.474397458116364
two_client_90_10_rare_stress,fedavg,0.0,456,,history_fedavg_mu0.0_E20_s456.csv,0.3590938209152554,0.0,0.8892086330935252,0.8892086330935252,3,0.4651162790697674,0.6363636363636364,0.5229681978798587,0.0,0.0,0.8892086330935252,0.0,False,1,0.4817968071327951
two_client_90_10_rare_stress,fedavg,0.0,123,,history_fedavg_mu0.0_E20_s123.csv,0.36603696195615665,0.0,0.8871540099361249,0.8871540099361249,3,0.4337349397590361,0.6727272727272727,0.5509433962264151,0.0,0.0176991150442477,0.8871540099361249,0.0,False,1,0.42822258944699293
two_client_90_10_rare_stress,fedprox,0.01,42,,history_fedprox_mu0.01_E20_s42.csv,0.3632778726613802,0.0,0.8878183069511356,0.8878183069511356,3,0.4523809523809524,0.6379310344827587,0.5648148148148148,0.0,0.0,0.8878183069511356,0.0,False,1,0.45672107178484567
two_client_90_10_rare_stress,fedavg,0.0,42,,history_fedavg_mu0.0_E20_s42.csv,0.35052370253291215,0.0,0.8975069252077562,0.8975069252077562,3,0.3809523809523809,0.6115702479338843,0.5636363636363636,0.0,0.0,0.8975069252077562,0.0,True,2,0.35704404817341884
