seed,collapse_round,max_amp_early,straggler_share_early_mean,best_macro_f1,final_macro_f1,amp_source
42,,35.611300916015516,0.39759147324726224,0.11450772777730338,0.11450772777730338,logged
123,,35.623953952510796,0.2986566275747841,0.1737987889014862,0.028597076173377787,logged
31337,,33.69827328838174,0.3835797101754451,0.11450772777730338,0.11450772777730338,logged
271828,,7.62670027592113,0.29878648510409167,0.11450772777730338,0.11450772777730338,logged
8675309,12.0,18.453475401780572,0.26004808944789615,0.2545934158612462,0.11450772777730338,logged
