seed,round,a_eff,mean_tau,global_update_norm,straggler_share,dominating_cid,max_contribution_share,server_lr,max_amp,source
123,1,4297.282718287086,438.7282717282717,2.406332097933648,0.2451263344144542,0,0.2451263344144542,1.0,2.9433443129276236,logged
123,2,4575.152809380751,466.51519908662766,3.3343088385346213,0.0156151811012311,2,0.3933404085949404,1.0,5.791270621770601,logged
123,3,4937.992034974814,502.7992007992008,3.385546903085964,0.2629866590557108,1,0.2629866590557108,1.0,4.293905405388553,logged
123,4,4063.1900378537457,415.31811046096766,3.966260383859741,0.4287829802330871,4,0.4287829802330871,1.0,6.660351552011986,logged
123,5,4720.3239673398275,481.0323961752533,4.028156164219766,0.2733272867169404,5,0.2733272867169404,1.0,3.603300641237023,logged
123,6,4222.743108283081,431.2386185243328,7.129645906381829,0.6709059664679728,5,0.6709059664679728,1.0,16.101801257960865,logged
123,7,4681.975468337964,477.1975167689453,6.720348587568169,0.4318579178148628,2,0.4318579178148628,1.0,4.877050608315494,logged
123,8,4946.846913284857,503.59954331382903,7.007727567249276,0.4243852927383314,6,0.4243852927383314,1.0,35.623953952510796,logged
123,9,4578.889315061932,466.88054802340514,7.962038181960239,0.0008500370679006,2,0.4587247676414088,1.0,13.049998069401704,logged
123,10,4573.368060649066,466.33680605109174,7.349476344277953,0.2327286201373503,3,0.2327286201373503,1.0,2.7550409989230857,logged
123,11,4352.732981307912,444.273298130441,6.718474918438367,0.3365507150988929,5,0.3365507150988929,1.0,2.1655387966467496,logged
123,12,5254.671043242473,534.4671043242471,6.195159712383833,0.2357229721698884,5,0.2357229721698884,1.0,1.3975188944793806,logged
123,13,4188.923256637607,427.82146425003566,7.69231215221457,0.4192524761601048,3,0.4288876491964905,1.0,15.972842305023148,logged
123,14,5032.621664050239,512.2621664050235,7.167773007322851,0.3330627339703115,0,0.3330627339703115,1.0,1.8639339496482252,logged
123,15,4484.127301270247,457.41273012701583,6.7624045340877155,0.1699918066388832,0,0.2073470385941385,1.0,1.9000539412157595,logged
123,16,4150.214955563818,424.0196945911232,6.493709786671773,0.2992266966878275,1,0.2992266966878275,1.0,7.8286592172657405,logged
123,17,4988.846867421755,507.8846867418296,5.894944100178851,0.3025377679113671,3,0.3025377679113671,1.0,2.4820133668491553,logged
123,18,4670.28542899495,476.02854288568574,5.553347811306961,0.3063937956159051,3,0.3063937956159051,1.0,2.813424955726848,logged
123,19,4751.669758952728,484.1669758812616,5.268629913130771,0.2992025794978211,4,0.2992025794978211,1.0,2.862451660494568,logged
123,20,4797.418519199724,488.7418295989725,5.234820409423657,0.326764753467843,5,0.326764753467843,1.0,4.997303609476776,logged
123,21,4921.280148499462,501.1280148423005,4.827768439558191,0.0936361405157143,0,0.1881559500979802,1.0,2.946874339014185,logged
123,22,4986.093356175588,507.5737120022834,14.057277446700496,0.8575613164466822,5,0.8575613164466822,1.0,19.01254284621197,logged
123,23,4495.48308834374,458.54830883402315,12.749557443211412,0.1448042549015982,0,0.2152999394117896,1.0,2.2365587503951354,logged
123,24,4708.9581848198595,479.89581846724707,11.577721425684606,0.3492044707673229,5,0.3492044707673229,1.0,2.836721796572814,logged
123,25,5055.980547505755,514.5979734551163,10.49394598502134,0.2176733357180864,2,0.2241681929179312,1.0,6.399906807260685,logged
123,26,4395.571571324118,448.5571571285857,9.73580901478828,0.2905475353204399,0,0.2905475353204399,1.0,2.483373768720251,logged
123,27,4184.529226693547,427.45112030826306,8.831719045842414,0.319107505486524,4,0.3342892839312768,1.0,7.893387126022218,logged
