round,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,loss,train_loss_weighted,train_loss_unweighted
0,0.013958125623130608,0.14285714285714285,0.003933136676499509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02753195673549656,1.0,1.9993546745950654,,
1,0.03489531405782652,0.15580847723704866,0.021411654135338347,0.0,0.0,0.066,1.0,0.03125,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.07142857142857142,4.311486082561945,0.6468679970228197,0.8029699424654245
2,0.6909272183449651,0.18880136257185437,0.1734516375170875,0.0,0.0,0.0,0.0,0.0,0.0,0.38974358974358975,0.34545454545454546,0.0,0.0,0.0,0.0,0.8244178728760226,0.9761549925484352,0.0,0.0,1.2991458383181753,0.5474410443074481,0.6095356599348835
3,0.6859421734795613,0.2181041377762689,0.18731292579588046,0.0,0.0,0.0,0.0,0.0,0.0,0.41721854304635764,0.5727272727272728,0.0,0.0,0.05172413793103448,0.02702702702702703,0.8422477995937712,0.9269746646795827,0.0,0.0,1.0800589144170463,0.5514773375422612,1.2842472648198089
4,0.7178464606181456,0.24219618809782745,0.22023788586255,0.0,0.0,0.0,0.0,0.0,0.0,0.5126353790613718,0.6454545454545455,0.0,0.0,0.1732283464566929,0.0990990990990991,0.8558014755197854,0.9508196721311475,0.0,0.0,1.309346829311679,0.44084218506416173,0.9875656433967548
5,0.7148554336989033,0.24375248145739947,0.2160751589406261,0.0,0.0,0.0,0.0,0.0,0.0,0.5119453924914675,0.6818181818181818,0.0,0.0,0.14285714285714285,0.08108108108108109,0.8577235772357723,0.9433681073025335,0.0,0.0,1.0098939206997157,0.38405779685886915,0.6382891377709979
6,0.7258225324027916,0.28806617986945854,0.2579239643050785,0.0,0.0,0.0,0.0,0.0,0.0,0.5077399380804953,0.7454545454545455,0.0,0.0,0.41836734693877553,0.36936936936936937,0.8793604651162791,0.9016393442622951,0.0,0.0,1.261390577284907,0.46726246299587737,1.2871617919964304
7,0.6400797607178464,0.29473000784476194,0.23599277295589868,0.0,0.0,0.0,0.0,0.0,0.0,0.43568464730290457,0.9545454545454546,0.0,0.0,0.3923444976076555,0.36936936936936937,0.8239202657807309,0.7391952309985097,0.0,0.0,1.8596959676248126,0.24063568174678904,0.7061428582038478
8,0.7427716849451645,0.2817846162108457,0.26575483053152754,0.0,0.0,0.0,0.0,0.0,0.0,0.5210084033613446,0.5636363636363636,0.0,0.0,0.45614035087719296,0.46846846846846846,0.8831350594821553,0.940387481371088,0.0,0.0,1.2022036954626842,0.19625589508946006,1.190345058329798
9,0.0518444666001994,0.14285714285714285,0.014082599864590387,0.0,0.0,0.0,0.0,0.0985781990521327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77194770478299,0.8085921684209456,1.5057609165102863
10,0.7248255234297108,0.29107557632147796,0.26029623685518394,0.0,0.0,0.0,0.0,0.0,0.0,0.5173501577287066,0.7454545454545455,0.0,0.0,0.4292682926829268,0.3963963963963964,0.875455207574654,0.8956780923994039,0.0,0.0,1.3901684682366855,0.22688423235831087,0.6153628327538743
11,0.7238285144566301,0.2591872903348313,0.24883951273583285,0.0,0.0,0.0,0.0,0.0,0.0,0.4157303370786517,0.33636363636363636,0.0,0.0,0.46332046332046334,0.5405405405405406,0.8628257887517147,0.9374068554396423,0.0,0.0,1.3249640187855851,0.21812984671107835,1.0771193285407414
12,0.7198404785643071,0.29203056580105763,0.26132077573646445,0.0,0.0,0.0,0.0,0.0,0.0,0.48464163822525597,0.6454545454545455,0.0,0.0,0.47107438016528924,0.5135135135135135,0.8735294117647059,0.8852459016393442,0.0,0.0,1.3429112258485165,0.15192083357165423,0.6868225654507304
13,0.7178464606181456,0.26986537314406167,0.2537141947915246,0.0,0.0,0.0,0.0,0.0,0.0,0.4537037037037037,0.44545454545454544,0.0,0.0,0.4627450980392157,0.5315315315315315,0.8595505617977528,0.9120715350223547,0.0,0.0,1.3535067568628762,0.28435632596875,1.6406263383155584
14,0.646061814556331,0.25507464032054195,0.20502451101529443,0.0,0.0,0.0,0.0,0.0,0.0,0.40860215053763443,0.8636363636363636,0.0,0.0,0.1925925925925926,0.11711711711711711,0.833976833976834,0.8047690014903129,0.0,0.0,1.549651304128044,0.23664935706898566,1.028939780069242
