round,client_id,num_samples,val_loss,val_macro_f1
1,6,92,10.023183119023667,0.05710493270820224
1,8,30,4.728285953506515,0.021948231020656177
1,3,173,14.757941740460078,0.04501362284848798
1,9,30,3.7027918132447293,0.029302516187197775
1,5,81,11.653706849156206,0.03306762871963474
2,5,81,11.190381098601778,0.017738590664261464
2,9,30,5.268263966112527,0.025354895657032726
2,6,92,24.33572419642927,0.0485812598705197
2,2,1872,1.4503627632812393,0.2439320803806785
2,1,1872,1.4748077833521758,0.2536512380011051
3,7,30,2.5971958016826293,0.014109347442680775
3,2,1872,1.3749593769683914,0.22156864250259653
3,5,81,7.585394950592862,0.003391267486222976
3,6,92,7.010325969038076,0.059857831547437575
3,4,256,11.816054030406036,0.014082599864590387
4,7,30,6.366894526115562,0.03599066196776422
4,2,1872,1.4825455706236013,0.22810193108422286
4,9,30,8.062701191051175,0.014082599864590387
4,1,1872,1.4153900851875336,0.25007180431455406
4,3,173,11.862968518988323,0.041957654604743176
5,1,1872,1.5891434315551194,0.24158826727467345
5,6,92,5.656412308617817,0.030209641327795488
5,4,256,12.201798108139874,0.014082599864590387
5,2,1872,1.4853706672445965,0.25753087136450203
5,3,173,11.443162420810992,0.009100937672366244
6,0,1874,1.6484915354434895,0.2578528003797145
6,6,92,7.952809079931836,0.02691120996345802
6,5,81,11.406019260258166,0.003377902885292048
6,9,30,10.431029577435906,0.014494773519163765
6,7,30,10.042655996168598,0.015589866586718635
7,7,30,12.220093717603598,0.014095960965031174
7,3,173,11.403060375871592,0.012172476850170023
7,2,1872,3.2556683014064345,0.19768731310929505
7,1,1872,2.1161669617516927,0.22881624792254124
7,0,1874,2.6894190028562384,0.22993678088069666
8,0,1874,1.8698972632378668,0.24693953024641419
8,7,30,12.440406803119693,0.014082599864590387
8,1,1872,2.1739035407424807,0.2633041543875229
8,4,256,12.995334977999047,0.014082599864590387
8,9,30,14.843259041235669,0.014082599864590387
9,7,30,12.431770845757406,0.016618665473627305
9,3,173,9.278599517533216,0.011770075303037133
9,9,30,13.744637636696234,0.014109347442680775
9,8,30,17.5340423089557,0.014082599864590387
