round,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,balanced_accuracy,worst_class_f1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02753195673549656,1.0,0.14285714285714285,0.0
1,0.066,1.0,0.03125,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.07142857142857142,0.15580847723704866,0.0
2,0.0,0.0,0.0,0.0,0.38974358974358975,0.34545454545454546,0.0,0.0,0.0,0.0,0.8244178728760226,0.9761549925484352,0.0,0.0,0.18880136257185437,0.0
3,0.0,0.0,0.0,0.0,0.41721854304635764,0.5727272727272728,0.0,0.0,0.05172413793103448,0.02702702702702703,0.8422477995937712,0.9269746646795827,0.0,0.0,0.2181041377762689,0.0
4,0.0,0.0,0.0,0.0,0.5126353790613718,0.6454545454545455,0.0,0.0,0.1732283464566929,0.0990990990990991,0.8558014755197854,0.9508196721311475,0.0,0.0,0.24219618809782745,0.0
5,0.0,0.0,0.0,0.0,0.5119453924914675,0.6818181818181818,0.0,0.0,0.14285714285714285,0.08108108108108109,0.8577235772357723,0.9433681073025335,0.0,0.0,0.24375248145739947,0.0
6,0.0,0.0,0.0,0.0,0.5077399380804953,0.7454545454545455,0.0,0.0,0.41836734693877553,0.36936936936936937,0.8793604651162791,0.9016393442622951,0.0,0.0,0.28806617986945854,0.0
7,0.0,0.0,0.0,0.0,0.43568464730290457,0.9545454545454546,0.0,0.0,0.3923444976076555,0.36936936936936937,0.8239202657807309,0.7391952309985097,0.0,0.0,0.29473000784476194,0.0
8,0.0,0.0,0.0,0.0,0.5210084033613446,0.5636363636363636,0.0,0.0,0.45614035087719296,0.46846846846846846,0.8831350594821553,0.940387481371088,0.0,0.0,0.2817846162108457,0.0
9,0.0,0.0,0.0985781990521327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
10,0.0,0.0,0.0,0.0,0.5173501577287066,0.7454545454545455,0.0,0.0,0.4292682926829268,0.3963963963963964,0.875455207574654,0.8956780923994039,0.0,0.0,0.29107557632147796,0.0
11,0.0,0.0,0.0,0.0,0.4157303370786517,0.33636363636363636,0.0,0.0,0.46332046332046334,0.5405405405405406,0.8628257887517147,0.9374068554396423,0.0,0.0,0.2591872903348313,0.0
12,0.0,0.0,0.0,0.0,0.48464163822525597,0.6454545454545455,0.0,0.0,0.47107438016528924,0.5135135135135135,0.8735294117647059,0.8852459016393442,0.0,0.0,0.29203056580105763,0.0
13,0.0,0.0,0.0,0.0,0.4537037037037037,0.44545454545454544,0.0,0.0,0.4627450980392157,0.5315315315315315,0.8595505617977528,0.9120715350223547,0.0,0.0,0.26986537314406167,0.0
14,0.0,0.0,0.0,0.0,0.40860215053763443,0.8636363636363636,0.0,0.0,0.1925925925925926,0.11711711711711711,0.833976833976834,0.8047690014903129,0.0,0.0,0.25507464032054195,0.0
15,0.0,0.0,0.0,0.0,0.5572519083969466,0.6636363636363637,0.0,0.0,0.4717948717948718,0.4144144144144144,0.8845618915159944,0.9478390461997019,0.0,0.0,0.2894128320357829,0.0
16,0.0,0.0,0.0,0.0,0.5245901639344263,0.5818181818181818,0.0,0.0,0.4105263157894737,0.35135135135135137,0.8692676249144422,0.9463487332339792,0.0,0.0,0.268502609486216,0.0
17,0.0,0.0,0.0,0.0,0.5258964143426295,0.6,0.0,0.0,0.4372093023255814,0.42342342342342343,0.8789363191042687,0.9359165424739195,0.0,0.0,0.27990570941390613,0.0
18,0.0,0.0,0.0,0.0,0.43548387096774194,0.4909090909090909,0.0,0.0,0.46037735849056605,0.5495495495495496,0.8442503639010189,0.8643815201192251,0.0,0.0,0.27212002293969506,0.0
19,0.0,0.0,0.0,0.0,0.5483870967741935,0.6181818181818182,0.0,0.0,0.4857142857142857,0.4594594594594595,0.8796102992345164,0.9418777943368107,0.0,0.0,0.28850272456829834,0.0
20,0.0,0.0,0.0,0.0,0.49166666666666664,0.5363636363636364,0.0,0.0,0.42990654205607476,0.4144144144144144,0.8623087621696801,0.9239940387481371,0.0,0.0,0.26782458421802685,0.0
21,0.0,0.0,0.0,0.0,0.5333333333333333,0.5454545454545454,0.0,0.0,0.4147465437788018,0.40540540540540543,0.8644184445973847,0.9359165424739195,0.0,0.0,0.26953949904769575,0.0
22,0.0,0.0,0.0,0.0,0.5161290322580645,0.7272727272727273,0.0,0.0,0.4020100502512563,0.36036036036036034,0.8787878787878788,0.9076005961251863,0.0,0.0,0.28503338339403916,0.0
23,0.0,0.0,0.0,0.0,0.5188679245283019,0.5,0.0,0.0,0.47191011235955055,0.7567567567567568,0.8726450640542577,0.8628912071535022,0.0,0.0,0.3028068519871798,0.0
24,0.0,0.0,0.0985781990521327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
25,0.0,0.0,0.0,0.0,0.5024630541871922,0.4636363636363636,0.0,0.0,0.47761194029850745,0.5765765765765766,0.8764044943820225,0.9299552906110283,0.0,0.0,0.28145260440342407,0.0
26,0.0,0.0,0.0,0.0,0.5703703703703704,0.7,0.0,0.0,0.44329896907216493,0.38738738738738737,0.8860936408106219,0.9448584202682563,0.0,0.0,0.290320829665092,0.0
27,0.0,0.0,0.0,0.0,0.5,0.4636363636363636,0.0,0.0,0.39603960396039606,0.36036036036036034,0.8623237071860309,0.9567809239940388,0.0,0.0,0.2543968068558233,0.0
28,0.0,0.0,0.0,0.0,0.5229357798165137,0.5181818181818182,0.0,0.0,0.4329896907216495,0.3783783783783784,0.8712070128118679,0.96274217585693,0.0,0.0,0.2656146246310181,0.0
29,0.0,0.0,0.0,0.0,0.5191489361702127,0.5545454545454546,0.0,0.0,0.4796380090497738,0.4774774774774775,0.876997915218902,0.940387481371088,0.0,0.0,0.28177291619914574,0.0
30,0.0,0.0,0.0,0.0,0.5508474576271186,0.5909090909090909,0.0,0.0,0.47104247104247104,0.5495495495495496,0.8785714285714286,0.9165424739195231,0.0,0.0,0.29385730205402333,0.0
31,0.0,0.0,0.0,0.0,0.5537190082644629,0.6090909090909091,0.0,0.0,0.45989304812834225,0.38738738738738737,0.869031377899045,0.9493293591654247,0.0,0.0,0.27797252223481733,0.0
32,0.0,0.0,0.0,0.0,0.56,0.509090909090909,0.0,0.0,0.5022421524663677,0.5045045045045045,0.8709239130434783,0.9552906110283159,0.0,0.0,0.2812694320891042,0.0
33,0.0,0.0,0.0,0.0,0.5587301587301587,0.8,0.0,0.0,0.5056603773584906,0.6036036036036037,0.8866920152091254,0.8688524590163934,0.0,0.0,0.32463658037428533,0.0
34,0.0,0.0,0.0,0.0,0.5683453237410072,0.7181818181818181,0.0,0.0,0.42045454545454547,0.3333333333333333,0.8827203331020125,0.9478390461997019,0.0,0.0,0.28562202824497906,0.0
35,0.0,0.0,0.06153846153846154,0.038461538461538464,0.4782608695652174,0.5,0.0,0.0,0.39195979899497485,0.35135135135135137,0.8520302821748107,0.9225037257824144,0.0,0.0,0.258902373656472,0.0
36,0.0,0.0,0.0,0.0,0.5680933852140078,0.6636363636363637,0.0,0.0,0.48847926267281105,0.4774774774774775,0.8881069669247009,0.940387481371088,0.0,0.0,0.2973573317835613,0.0
37,0.0,0.0,0.0,0.0,0.5074626865671642,0.4636363636363636,0.0,0.0,0.46956521739130436,0.4864864864864865,0.8661202185792349,0.9448584202682563,0.0,0.0,0.27071161005587235,0.0
38,0.0,0.0,0.0,0.0,0.5317460317460317,0.6090909090909091,0.0,0.0,0.4608695652173913,0.4774774774774775,0.8832271762208068,0.9299552906110283,0.0,0.0,0.2880748110256307,0.0
39,0.0,0.0,0.0,0.0,0.5147058823529411,0.6363636363636364,0.0,0.0,0.43636363636363634,0.32432432432432434,0.8820301783264746,0.9582712369597616,0.0,0.0,0.2741370282353889,0.0
40,0.0,0.0,0.0,0.0,0.5287356321839081,0.6272727272727273,0.0,0.0,0.4371584699453552,0.36036036036036034,0.8642315644383184,0.9344262295081968,0.0,0.0,0.2745799024487549,0.0
41,0.0,0.0,0.0,0.0,0.5363636363636364,0.5363636363636364,0.0,0.0,0.4578313253012048,0.5135135135135135,0.8659649122807017,0.9195230998509687,0.0,0.0,0.28134289281830266,0.0
42,0.0,0.0,0.06818181818181818,0.057692307692307696,0.5486725663716814,0.5636363636363636,0.0,0.0,0.49193548387096775,0.5495495495495496,0.8620938628158845,0.8897168405365127,0.0,0.0,0.29437072305924766,0.0
43,0.0,0.0,0.0,0.0,0.5654008438818565,0.6090909090909091,0.0,0.0,0.4663677130044843,0.46846846846846846,0.8850174216027874,0.9463487332339792,0.0,0.0,0.2891297301133367,0.0
44,0.0,0.0,0.10144927536231885,0.1346153846153846,0.5485232067510548,0.5909090909090909,0.0,0.0,0.45689655172413796,0.4774774774774775,0.8477611940298507,0.8464977645305514,0.0,0.0,0.2927856739332149,0.0
45,0.0,0.0,0.0,0.0,0.5304659498207885,0.6727272727272727,0.0,0.0,0.4636363636363636,0.4594594594594595,0.8825214899713467,0.9180327868852459,0.0,0.0,0.2928885027245683,0.0
