round,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,balanced_accuracy,worst_class_f1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1992818671454219,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.14285714285714285,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.14285714285714285,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.14285714285714285,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.14285714285714285,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.14285714285714285,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8055222088835534,1.0,0.0,0.0,0.14285714285714285,0.0
7,0.0,0.0,0.0,0.0,0.018018018018018018,0.00909090909090909,0.0,0.0,0.0,0.0,0.8055222088835534,1.0,0.0,0.0,0.14415584415584415,0.0
8,0.0,0.0,0.0,0.0,0.018018018018018018,0.00909090909090909,0.0,0.0,0.0,0.0,0.8064903846153846,1.0,0.0,0.0,0.14415584415584415,0.0
9,0.0,0.0,0.08571428571428572,0.057692307692307696,0.06837606837606838,0.03636363636363636,0.0,0.0,0.0,0.0,0.8126137052759248,0.9985096870342772,0.0,0.0,0.15608080444146016,0.0
10,0.0,0.0,0.15,0.11538461538461539,0.09917355371900827,0.05454545454545454,0.0,0.0,0.0,0.0,0.818348623853211,0.9970193740685543,0.0,0.0,0.1667070634283749,0.0
11,0.0,0.0,0.36036036036036034,0.38461538461538464,0.08403361344537816,0.045454545454545456,0.0,0.0,0.0,0.0,0.8268991282689913,0.9895678092399404,0.0,0.0,0.2028053913299815,0.0
12,0.0,0.0,0.08823529411764706,0.057692307692307696,0.12903225806451613,0.07272727272727272,0.0,0.0,0.0,0.0,0.8126520681265207,0.9955290611028316,0.0,0.0,0.16084980593177314,0.0
13,0.0,0.0,0.4126984126984127,0.5,0.15748031496062992,0.09090909090909091,0.0,0.0,0.0,0.0,0.8376500315855969,0.9880774962742176,0.0,0.0,0.22556951245475837,0.0
14,0.0,0.0,0.08955223880597014,0.057692307692307696,0.11570247933884298,0.06363636363636363,0.0,0.0,0.0,0.0,0.8131067961165048,0.9985096870342772,0.0,0.0,0.1599769083375641,0.0
15,0.058823529411764705,0.030303030303030304,0.3865546218487395,0.4423076923076923,0.11290322580645161,0.06363636363636363,0.0,0.0,0.0,0.0,0.8341708542713567,0.9895678092399404,0.0,0.0,0.21797355649814665,0.0
16,0.058823529411764705,0.030303030303030304,0.33962264150943394,0.34615384615384615,0.15625,0.09090909090909091,0.0,0.0,0.0,0.0,0.8319800124921923,0.992548435171386,0.0,0.0,0.20855920036247905,0.0
17,0.058823529411764705,0.030303030303030304,0.4036697247706422,0.4230769230769231,0.19548872180451127,0.11818181818181818,0.0,0.0,0.0,0.0,0.8361581920903954,0.992548435171386,0.0,0.0,0.22344431524759395,0.0
18,0.0,0.0,0.4,0.4423076923076923,0.22058823529411764,0.13636363636363635,0.0,0.0,0.0,0.0,0.8365930599369085,0.9880774962742176,0.0,0.0,0.2238212607065066,0.0
19,0.1111111111111111,0.06060606060606061,0.3333333333333333,0.3269230769230769,0.16666666666666666,0.1,0.0,0.0,0.0,0.0,0.8355222013758599,0.9955290611028316,0.0,0.0,0.21186545694742415,0.0
20,0.0,0.0,0.2222222222222222,0.19230769230769232,0.14516129032258066,0.08181818181818182,0.0,0.0,0.0,0.0,0.8254164096236891,0.9970193740685543,0.0,0.0,0.18159217831348978,0.0
