client_id,num_train_samples,num_test_samples,local_class_distribution,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,per_class_recall_json,per_class_f1_json
0,158,146,"{""0"": 1, ""1"": 1, ""2"": 1, ""4"": 17, ""5"": 125, ""6"": 1}",0.8698630136986302,0.5423529411764706,0.39107142857142857,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.29411764705882354, 0.96, 1.0]","[0.0, 0.4, 0.0, 0.0, 0.4, 0.9375, 1.0]"
1,1081,123,"{""0"": 34, ""1"": 18, ""2"": 2, ""4"": 49, ""5"": 20}",0.4715447154471545,0.5656395891690009,0.3023108470476892,0.0,0.0,"[0.2647058823529412, 0.7777777777777778, 0.5, 0.0, 0.2857142857142857, 1.0, 0.0]","[0.4090909090909091, 0.5833333333333334, 0.16666666666666666, 0.0, 0.4307692307692308, 0.5263157894736842, 0.0]"
2,821,65,"{""2"": 38, ""3"": 1, ""4"": 21, ""5"": 3, ""6"": 2}",0.3384615384615385,0.5107769423558898,0.28058496125723015,0.0,0.0,"[0.0, 0.0, 0.3157894736842105, 0.0, 0.23809523809523808, 1.0, 1.0]","[0.0, 0.0, 0.47058823529411764, 0.0, 0.35714285714285715, 0.13636363636363635, 1.0]"
3,1281,291,"{""0"": 1, ""1"": 65, ""3"": 1, ""4"": 112, ""5"": 102, ""6"": 10}",0.5910652920962199,0.3468752244487539,0.31162536849019595,0.0,0.0,"[0.0, 0.6615384615384615, 0.0, 0.0, 0.25892857142857145, 0.9607843137254902, 0.2]","[0.0, 0.7678571428571429, 0.0, 0.0, 0.3972602739726027, 0.6829268292682927, 0.3333333333333333]"
4,502,50,"{""0"": 12, ""1"": 2, ""2"": 2, ""4"": 6, ""5"": 23, ""6"": 5}",0.6,0.5938405797101449,0.38499399759903963,0.0,0.0,"[0.25, 1.0, 1.0, 0.0, 0.0, 0.9130434782608695, 0.4]","[0.4, 0.4, 0.5, 0.0, 0.0, 0.8235294117647058, 0.5714285714285714]"
5,1155,431,"{""0"": 15, ""4"": 9, ""5"": 406, ""6"": 1}",0.9095127610208816,0.38212917350848385,0.22324653388764423,0.0,0.0,"[0.13333333333333333, 0.0, 0.0, 0.0, 0.4444444444444444, 0.9507389162561576, 0.0]","[0.23529411764705882, 0.0, 0.0, 0.0, 0.36363636363636365, 0.9637952559300874, 0.0]"
6,179,26,"{""1"": 2, ""3"": 18, ""4"": 1, ""5"": 5}",0.23076923076923078,0.575,0.18470418470418468,0.0,0.0,"[0.0, 0.5, 0.0, 0.0, 1.0, 0.8, 0.0]","[0.0, 0.18181818181818182, 0.0, 0.0, 0.6666666666666666, 0.4444444444444444, 0.0]"
7,1171,196,"{""0"": 1, ""1"": 12, ""2"": 176, ""3"": 2, ""6"": 5}",0.32653061224489793,0.32696969696969697,0.29162322550507114,0.0,0.0,"[0.0, 0.4166666666666667, 0.3181818181818182, 0.5, 0.0, 0.0, 0.4]","[0.0, 0.3225806451612903, 0.48068669527896996, 0.6666666666666666, 0.0, 0.0, 0.5714285714285714]"
8,132,656,"{""0"": 1, ""4"": 7, ""5"": 644, ""6"": 4}",0.9451219512195121,0.3734472049689441,0.2300025223359486,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0.9580745341614907, 0.25]","[0.0, 0.0, 0.0, 0.0, 0.23529411764705882, 0.9747235387045814, 0.4]"
9,527,21,"{""0"": 1, ""1"": 3, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 13, ""6"": 1}",0.9047619047619048,0.7142857142857143,0.6462585034013605,0.0,0.0,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.8571428571428571, 0.6666666666666666, 0.0, 1.0, 1.0, 1.0]"
