round,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,loss
0,0.1106679960119641,0.14285714285714285,0.028468838163631698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1992818671454219,1.0,0.0,0.0,0.0,0.0,1.9328997409712163
1,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.9996905457581267
2,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.933555427065875
3,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.906854285556797
4,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.9183822351462344
5,0.6689930209371885,0.14285714285714285,0.11452466291175968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016726403823178,1.0,0.0,0.0,0.8825614865375302
6,0.6689930209371885,0.14285714285714285,0.11507460126907906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8055222088835534,1.0,0.0,0.0,0.8649439984043004
7,0.6699900299102692,0.14415584415584415,0.11764860384308164,0.0,0.0,0.0,0.0,0.0,0.0,0.018018018018018018,0.00909090909090909,0.0,0.0,0.0,0.0,0.8055222088835534,1.0,0.0,0.0,0.8593750656067077
8,0.6699900299102692,0.14415584415584415,0.11778691466191467,0.0,0.0,0.0,0.0,0.0,0.0,0.018018018018018018,0.00909090909090909,0.0,0.0,0.0,0.0,0.8064903846153846,1.0,0.0,0.0,0.8435965043122129
9,0.674975074775673,0.15608080444146016,0.13810057990946842,0.0,0.0,0.0,0.0,0.08571428571428572,0.057692307692307696,0.06837606837606838,0.03636363636363636,0.0,0.0,0.0,0.0,0.8126137052759248,0.9985096870342772,0.0,0.0,0.8236116380063986
10,0.678963110667996,0.1667070634283749,0.15250316822460275,0.0,0.0,0.0,0.0,0.15,0.11538461538461539,0.09917355371900827,0.05454545454545454,0.0,0.0,0.0,0.0,0.818348623853211,0.9970193740685543,0.0,0.0,0.81856592024787
11,0.6869391824526421,0.2028053913299815,0.18161330029638997,0.0,0.0,0.0,0.0,0.36036036036036034,0.38461538461538464,0.08403361344537816,0.045454545454545456,0.0,0.0,0.0,0.0,0.8268991282689913,0.9895678092399404,0.0,0.0,0.8107314978021448
12,0.6769690927218345,0.16084980593177314,0.147131374329812,0.0,0.0,0.0,0.0,0.08823529411764706,0.057692307692307696,0.12903225806451613,0.07272727272727272,0.0,0.0,0.0,0.0,0.8126520681265207,0.9955290611028316,0.0,0.0,0.8037936371915481
13,0.6969092721834497,0.22556951245475837,0.20111839417780564,0.0,0.0,0.0,0.0,0.4126984126984127,0.5,0.15748031496062992,0.09090909090909091,0.0,0.0,0.0,0.0,0.8376500315855969,0.9880774962742176,0.0,0.0,0.7773355473787454
14,0.6779661016949152,0.1599769083375641,0.14548021632304545,0.0,0.0,0.0,0.0,0.08955223880597014,0.057692307692307696,0.11570247933884298,0.06363636363636363,0.0,0.0,0.0,0.0,0.8131067961165048,0.9985096870342772,0.0,0.0,0.8320757077555595
15,0.6929212362911267,0.21797355649814665,0.19892174733404464,0.0,0.0,0.058823529411764705,0.030303030303030304,0.3865546218487395,0.4423076923076923,0.11290322580645161,0.06363636363636363,0.0,0.0,0.0,0.0,0.8341708542713567,0.9895678092399404,0.0,0.0,0.789291036747032
16,0.6929212362911267,0.20855920036247905,0.19809659763048443,0.0,0.0,0.058823529411764705,0.030303030303030304,0.33962264150943394,0.34615384615384615,0.15625,0.09090909090909091,0.0,0.0,0.0,0.0,0.8319800124921923,0.992548435171386,0.0,0.0,0.7647381601400176
17,0.6999002991026919,0.22344431524759395,0.21344859543961622,0.0,0.0,0.058823529411764705,0.030303030303030304,0.4036697247706422,0.4230769230769231,0.19548872180451127,0.11818181818181818,0.0,0.0,0.0,0.0,0.8361581920903954,0.992548435171386,0.0,0.0,0.7695682553327452
