round,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,f1_actinic_keratoses_an,recall_actinic_keratoses_an,f1_basal_cell_carcinoma,recall_basal_cell_carcinoma,f1_benign_keratosis-lik,recall_benign_keratosis-lik,f1_dermatofibroma,recall_dermatofibroma,f1_melanoma,recall_melanoma,f1_melanocytic_nevi,recall_melanocytic_nevi,f1_vascular_lesions,recall_vascular_lesions,loss
0,0.10967098703888335,0.14285714285714285,0.028237710178410987,0.0,0.0,0.0,0.0,0.0,0.0,0.1976639712488769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99167186705208
1,0.6689930209371885,0.1450053417266532,0.11953352769679301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03361344537815126,0.018018018018018018,0.8031212484993998,0.9970193740685543,0.0,0.0,1.3635579669701376
2,0.7098703888334995,0.21564828614008943,0.1879499345549738,0.0,0.0,0.0,0.0,0.0,0.0,0.4609375,0.5363636363636364,0.0,0.0,0.0,0.0,0.8547120418848168,0.9731743666169895,0.0,0.0,1.1362031554415124
3,0.678963110667996,0.15584415584415584,0.1373398874112752,0.0,0.0,0.0,0.0,0.0,0.0,0.14705882352941177,0.09090909090909091,0.0,0.0,0.0,0.0,0.8143203883495146,1.0,0.0,0.0,1.0860783325235246
4,0.6769690927218345,0.15433255269320845,0.13564654175341198,0.0,0.0,0.0,0.0,0.0,0.0,0.13740458015267176,0.08181818181818182,0.0,0.0,0.0,0.0,0.8121212121212121,0.9985096870342772,0.0,0.0,0.8998850382574771
5,0.13160518444666003,0.23705573705573707,0.06411926472716746,0.0,0.0,0.0,0.0,0.16312056737588654,0.8846153846153846,0.0,0.0,0.0,0.0,0.2857142857142857,0.7747747747747747,0.0,0.0,0.0,0.0,2.4655613502262836
6,0.6689930209371885,0.14393124229189805,0.11735306735306736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.009009009009009009,0.8048048048048048,0.9985096870342772,0.0,0.0,1.186450291606983
7,0.715852442671984,0.22126889503938685,0.1916608033108018,0.0,0.0,0.0,0.0,0.0,0.0,0.48091603053435117,0.5727272727272728,0.0,0.0,0.0,0.0,0.8607095926412615,0.9761549925484352,0.0,0.0,1.082832542278712
8,0.7088733798604188,0.20347989036513628,0.18450178633832123,0.0,0.0,0.0,0.0,0.0,0.0,0.42342342342342343,0.42727272727272725,0.0,0.0,0.017543859649122806,0.009009009009009009,0.8505452212957024,0.9880774962742176,0.0,0.0,0.9348141441078984
9,0.6729810568295115,0.25210651112290455,0.218721397890454,0.0,0.0,0.0,0.0,0.1839080459770115,0.15384615384615385,0.06779661016949153,0.03636363636363636,0.0,0.0,0.43213296398891965,0.7027027027027027,0.8472121650977552,0.8718330849478391,0.0,0.0,0.821338454961539
10,0.5134596211365903,0.2799426610902021,0.20347440374851639,0.0,0.0,0.0,0.0,0.37168141592920356,0.40384615384615385,0.0,0.0,0.0,0.0,0.3343558282208589,0.9819819819819819,0.7182835820895522,0.5737704918032787,0.0,0.0,1.3836567096434467
11,0.715852442671984,0.21909729614647647,0.1911166559494956,0.0,0.0,0.0,0.0,0.0,0.0,0.47843137254901963,0.5545454545454546,0.0,0.0,0.0,0.0,0.8593852190974494,0.9791356184798807,0.0,0.0,1.0106739791060018
12,0.6869391824526421,0.2616944051370281,0.24438881567504062,0.0,0.0,0.32,0.24242424242424243,0.03508771929824561,0.019230769230769232,0.08547008547008547,0.045454545454545456,0.0,0.0,0.42201834862385323,0.6216216216216216,0.8481455563331001,0.9031296572280179,0.0,0.0,0.9538268995427658
13,0.7218344965104686,0.3354637534965404,0.3033922397973629,0.0,0.0,0.11538461538461539,0.09090909090909091,0.39436619718309857,0.8076923076923077,0.28169014084507044,0.18181818181818182,0.0,0.0,0.4470588235294118,0.34234234234234234,0.8852459016393442,0.9254843517138599,0.0,0.0,0.8931292900416336
14,0.38883349950149554,0.2817139292549129,0.16169239876923855,0.0,0.0,0.0,0.0,0.19646365422396855,0.9615384615384616,0.0,0.0,0.0,0.0,0.3701657458563536,0.6036036036036037,0.5652173913043478,0.4068554396423249,0.0,0.0,1.407054712622615
15,0.6011964107676969,0.3485289453673529,0.252125523701411,0.0,0.0,0.0,0.0,0.358974358974359,0.9423076923076923,0.07017543859649122,0.03636363636363636,0.0,0.0,0.41643835616438357,0.6846846846846847,0.7942905121746432,0.7049180327868853,0.125,0.07142857142857142,1.0287686986913709
16,0.7238285144566301,0.22514370875026612,0.19791876191476906,0.0,0.0,0.0,0.0,0.0,0.0,0.5241935483870968,0.5909090909090909,0.0,0.0,0.0,0.0,0.8612377850162867,0.9850968703427719,0.0,0.0,1.0299608631956494
17,0.7008973080757727,0.19310197998722586,0.1819443808674642,0.0,0.0,0.0,0.0,0.0,0.0,0.44692737430167595,0.36363636363636365,0.0,0.0,0.0,0.0,0.8266832917705735,0.9880774962742176,0.0,0.0,1.191666902597262
18,0.7238285144566301,0.2449073301532318,0.25488333034861416,0.0,0.0,0.0,0.0,0.0,0.0,0.35428571428571426,0.2818181818181818,0.2,0.16666666666666666,0.37349397590361444,0.27927927927927926,0.8564036222509702,0.9865871833084948,0.0,0.0,0.9365514945294541
19,0.7347956131605184,0.28210013291980507,0.2763809969726582,0.0,0.0,0.0,0.0,0.0,0.0,0.4752475247524752,0.6545454545454545,0.26666666666666666,0.16666666666666666,0.3055555555555556,0.1981981981981982,0.8871972318339101,0.9552906110283159,0.0,0.0,0.9221146940471882
20,0.7347956131605184,0.3073270843762647,0.2608871823820205,0.0,0.0,0.0,0.0,0.0,0.0,0.5193798449612403,0.6090909090909091,0.3076923076923077,0.5,0.11666666666666667,0.06306306306306306,0.8824714573539288,0.9791356184798807,0.0,0.0,0.990758778804083
21,0.732801595214357,0.29103625661002713,0.26574678862465273,0.0,0.0,0.0,0.0,0.0,0.0,0.50187265917603,0.6090909090909091,0.26666666666666666,0.3333333333333333,0.21212121212121213,0.12612612612612611,0.8795669824086604,0.9687034277198212,0.0,0.0,0.9011984667178997
22,0.7228315054835494,0.3463509389738898,0.28914585343515986,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.6545454545454545,0.5454545454545454,0.75,0.12403100775193798,0.07207207207207207,0.8839471855455178,0.9478390461997019,0.0,0.0,1.1120802978218969
23,0.7347956131605184,0.36170682072321414,0.2638035774283868,0.0,0.0,0.0,0.0,0.0,0.0,0.5338078291814946,0.6818181818181818,0.31746031746031744,0.8333333333333334,0.1,0.05405405405405406,0.8953568953568953,0.96274217585693,0.0,0.0,1.287952024582495
24,0.7028913260219342,0.26885600738059756,0.22192197038940017,0.0,0.0,0.0,0.0,0.0,0.0,0.3655913978494624,0.3090909090909091,0.34146341463414637,0.5833333333333334,0.0,0.0,0.8463989802421925,0.9895678092399404,0.0,0.0,1.3395218120614885
25,0.2662013958125623,0.21389621307654094,0.11115277898751208,0.0,0.0,0.11873840445269017,0.9696969696969697,0.010471204188481676,0.019230769230769232,0.175,0.19090909090909092,0.0,0.0,0.0,0.0,0.4738598442714127,0.3174366616989568,0.0,0.0,1.8124720602187654
26,0.5772681954137587,0.301255788960707,0.22839422001871995,0.0,0.0,0.0,0.0,0.4576271186440678,0.5192307692307693,0.0,0.0,0.0,0.0,0.3585237258347979,0.918918918918919,0.782608695652174,0.6706408345752608,0.0,0.0,1.115877927478741
27,0.7208374875373879,0.36952568919782036,0.2741149412158745,0.0,0.0,0.0,0.0,0.0,0.0,0.4953560371517028,0.7272727272727273,0.36363636363636365,0.8333333333333334,0.171875,0.0990990990990991,0.887937187723055,0.9269746646795827,0.0,0.0,0.966211796995412
28,0.732801595214357,0.3513216218134251,0.2808958119587872,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487805,0.45454545454545453,0.29850746268656714,0.8333333333333334,0.30344827586206896,0.1981981981981982,0.876510067114094,0.9731743666169895,0.0,0.0,0.9535717085850679
29,0.6480558325024925,0.30603013143996755,0.27959220423557407,0.0,0.0,0.22727272727272727,0.15151515151515152,0.38,0.36538461538461536,0.12598425196850394,0.07272727272727272,0.0,0.0,0.38095238095238093,0.7567567567567568,0.8429360694554064,0.7958271236959762,0.0,0.0,0.8577594962101039
30,0.744765702891326,0.376320998452146,0.3148801490821226,0.0,0.0,0.0,0.0,0.0,0.0,0.5204081632653061,0.4636363636363636,0.43137254901960786,0.9166666666666666,0.3780487804878049,0.27927927927927926,0.8743315508021391,0.9746646795827124,0.0,0.0,1.1226127018125083
31,0.26719840478564305,0.22106692598495875,0.12077972540425373,0.0,0.0,0.0,0.0,0.1366622864651774,1.0,0.0,0.0,0.0,0.0,0.27522935779816515,0.2702702702702703,0.43356643356643354,0.27719821162444114,0.0,0.0,2.153827569063972
32,0.7188434695912264,0.301221788107034,0.2778394134704985,0.0,0.0,0.0,0.0,0.0,0.0,0.3886255924170616,0.37272727272727274,0.5517241379310345,0.6666666666666666,0.14516129032258066,0.08108108108108109,0.8593648736228127,0.9880774962742176,0.0,0.0,1.05313735932914
33,0.7268195413758723,0.3459467131598279,0.2806563405504046,0.0,0.0,0.0,0.0,0.0,0.0,0.5254901960784314,0.6090909090909091,0.5555555555555556,0.8333333333333334,0.017857142857142856,0.009009009009009009,0.8656914893617021,0.970193740685544,0.0,0.0,1.5393427354863967
34,0.711864406779661,0.2579030701981521,0.2580888013702487,0.0,0.0,0.05714285714285714,0.030303030303030304,0.0,0.0,0.1258741258741259,0.08181818181818182,0.3157894736842105,0.25,0.4472573839662447,0.4774774774774775,0.8605577689243028,0.9657228017883756,0.0,0.0,0.8724379960228416
35,0.7437686939182453,0.382611193266931,0.3283935454559753,0.0,0.0,0.0,0.0,0.0,0.0,0.5022421524663677,0.509090909090909,0.5365853658536586,0.9166666666666666,0.38323353293413176,0.2882882882882883,0.8766937669376694,0.9642324888226528,0.0,0.0,1.1243781383824372
36,0.6251246261216351,0.42532597368662944,0.3290606626649647,0.0,0.0,0.36496350364963503,0.7575757575757576,0.037037037037037035,0.019230769230769232,0.2937062937062937,0.19090909090909092,0.3870967741935484,0.5,0.41232227488151657,0.7837837837837838,0.808298755186722,0.7257824143070045,0.0,0.0,0.947845794565062
37,0.42273180458624127,0.2995248732953651,0.17217828667724464,0.0,0.0,0.0,0.0,0.27848101265822783,0.8461538461538461,0.0,0.0,0.0,0.0,0.33211678832116787,0.8198198198198198,0.5946502057613169,0.4307004470938897,0.0,0.0,1.4528465999563338
