client_id,num_train_samples,num_test_samples,local_class_distribution,accuracy,balanced_accuracy,macro_f1,worst_class_f1,worst_class_recall,per_class_recall_json,per_class_f1_json
0,159,16,"{""0"": 2, ""5"": 3, ""6"": 11}",0.1875,0.3333333333333333,0.05714285714285715,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]"
1,45,158,"{""0"": 59, ""1"": 57, ""4"": 25, ""6"": 17}",0.13924050632911392,0.13309719962918262,0.11428250112460638,0.0,0.0,"[0.2033898305084746, 0.07017543859649122, 0.0, 0.0, 0.2, 0.0, 0.058823529411764705]","[0.3157894736842105, 0.12307692307692308, 0.0, 0.0, 0.25, 0.0, 0.1111111111111111]"
2,88,171,"{""0"": 1, ""2"": 3, ""4"": 167}",0.3157894736842105,0.2168995342648037,0.07804352510234865,0.0,0.0,"[0.0, 0.0, 0.3333333333333333, 0.0, 0.31736526946107785, 0.0, 0.0]","[0.0, 0.0, 0.06666666666666667, 0.0, 0.4796380090497738, 0.0, 0.0]"
3,612,143,"{""1"": 2, ""2"": 4, ""4"": 1, ""5"": 136}",0.8671328671328671,0.3492647058823529,0.1811713191023536,0.0,0.0,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.8970588235294118, 0.0]","[0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.9348659003831418, 0.0]"
4,301,366,"{""2"": 119, ""5"": 247}",0.8278688524590164,0.7657775660871636,0.23491286711962656,0.0,0.0,"[0.0, 0.0, 0.5882352941176471, 0.0, 0.0, 0.9433198380566802, 0.0]","[0.0, 0.0, 0.717948717948718, 0.0, 0.0, 0.9264413518886679, 0.0]"
5,10,538,"{""2"": 3, ""3"": 15, ""5"": 520}",0.929368029739777,0.8461538461538461,0.27083685545224007,0.0,0.0,"[0.0, 0.0, 1.0, 0.6, 0.0, 0.9384615384615385, 0.0]","[0.0, 0.0, 0.3333333333333333, 0.6, 0.0, 0.9625246548323472, 0.0]"
6,546,128,"{""1"": 43, ""5"": 85}",0.625,0.4878248974008208,0.14434782608695654,0.0,0.0,"[0.0, 0.06976744186046512, 0.0, 0.0, 0.0, 0.9058823529411765, 0.0]","[0.0, 0.13043478260869565, 0.0, 0.0, 0.0, 0.88, 0.0]"
7,3693,173,"{""2"": 90, ""5"": 83}",0.791907514450867,0.7990629183400269,0.23536543861141837,0.0,0.0,"[0.0, 0.0, 0.6222222222222222, 0.0, 0.0, 0.9759036144578314, 0.0]","[0.0, 0.0, 0.7671232876712328, 0.0, 0.0, 0.8804347826086957, 0.0]"
8,220,86,"{""0"": 3, ""1"": 1, ""3"": 6, ""4"": 7, ""5"": 69}",0.8488372093023255,0.35424430641821947,0.2796780684104628,0.0,0.0,"[0.0, 0.0, 0.0, 0.5, 0.2857142857142857, 0.9855072463768116, 0.0]","[0.0, 0.0, 0.0, 0.6, 0.4, 0.9577464788732394, 0.0]"
9,1333,226,"{""0"": 1, ""2"": 1, ""3"": 2, ""4"": 23, ""5"": 198, ""6"": 1}",0.827433628318584,0.4441516615429659,0.24606361247582623,0.0,0.0,"[0.0, 0.0, 1.0, 0.5, 0.2608695652173913, 0.9040404040404041, 0.0]","[0.0, 0.0, 0.15384615384615385, 0.3333333333333333, 0.32432432432432434, 0.910941475826972, 0.0]"
